Object	Area_(microns^2)	Perimeter_(microns)	Length_(microns)	Width_(microns)	Circularity	Eccentricity	Solidity	MarginRoughness	BranchCount	AvgBranchLength_(microns)	AvgEndpointDist_(microns)	LongestPathLength_(microns)	MinCoreWidth_(microns)	MaxCoreWidth_(microns)	AvgConcavity	StdDevConcavity	ConvexHullArea_(microns^2)	ConvexHullPerimeter_(microns)	ConvexHullConvexity	ConvexHullRoundness	LobeNumber	NoneLobeArea_(microns^2)	AvgLobeLength_(microns)	AvgApicalLobeLength_(microns)	AvgBasalLobeLength_(microns)	AvgBasalLobeWidth_(microns)	AvgEquatorLobeWidth_(microns)
1	2674.69429	297.88548	84.84014	47.85325	0.37878	0.26759	0.78339	5.8195	12.0	9.45096	2.83931	97.46207	16.87958	28.7646	1002.0	223.59785	3414.25596	228.10496	0.76575	0.64597	15.0	2030.00835	4.8931	2.45475	2.43835	13.3573	24.88155
2	2731.85423	338.30699	75.32108	62.40247	0.29995	0.03458	0.72987	5.60955	10.0	15.23812	3.75102	106.67872	17.54935	21.96117	1110.0	202.69928	3742.95003	231.17429	0.68333	0.64237	17.0	2016.32905	4.48478	2.51299	1.97179	12.72628	22.50591
3	2201.48817	284.226	93.34768	36.50405	0.34245	0.53981	0.75329	5.49752	9.0	14.11202	3.75102	93.68344	14.25606	19.25888	1092.0	204.32572	2922.48507	218.35064	0.76823	0.58025	18.0	1771.86039	3.25947	1.81207	1.4474	11.15858	19.56644
4	1121.11647	174.33796	59.07591	27.26391	0.46353	0.42097	0.81567	5.38346	6.0	12.50223	3.85521	63.873	16.83321	20.18049	1050.0	219.94317	1374.47668	148.95841	0.85442	0.63494	10.0	782.26063	4.30584	2.44161	1.86423	11.81425	21.92322
5	2788.62333	350.55143	97.10041	47.76255	0.28517	0.37255	0.70429	5.13911	11.0	14.37931	3.18268	112.93042	15.62924	20.96883	1224.0	44.37342	3959.47383	241.82457	0.68984	0.59924	15.0	1947.5417	5.75998	2.85841	2.90868	14.29471	24.62232
6	1189.21985	206.3549	67.15755	29.08682	0.35095	0.46798	0.7471	5.36338	8.0	7.46392	3.32121	71.85771	13.12856	15.00407	1036.0	213.37526	1591.78215	163.69357	0.79326	0.55771	11.0	748.45321	4.27014	2.50843	1.76695	12.41923	23.56991
7	2422.50659	326.11237	103.97074	39.91519	0.28625	0.55219	0.68567	5.02825	8.0	10.82908	3.67287	126.55848	15.22388	18.39742	1083.0	205.36309	3533.07046	244.13054	0.74861	0.51078	19.0	1908.84882	3.48516	1.93002	1.55514	11.5218	20.07078
8	3363.64254	391.53527	106.00642	52.08701	0.27573	0.37337	0.6987	5.17512	11.0	12.5924	2.72801	122.24132	16.83321	24.73176	1168.0	146.44111	4814.13705	269.70648	0.68884	0.58108	20.0	2572.29495	4.38791	2.47747	1.91044	12.59972	23.65142
9	754.99974	132.45698	39.07599	27.01365	0.54076	0.12479	0.83916	6.17724	7.0	10.86231	2.09878	47.19492	14.25606	18.39742	1158.0	146.22243	899.7072	112.80029	0.8516	0.74565	8.0	516.29592	4.61936	2.15898	2.46037	11.45326	20.19657
10	3049.70257	365.01919	96.73764	60.21741	0.28763	0.19489	0.66005	4.84873	10.0	13.53017	4.09486	110.8994	16.25441	21.26496	1194.0	113.15918	4620.37952	258.85986	0.70917	0.57192	18.0	2319.42329	3.96133	2.09552	1.8683	14.06521	23.05038
11	1432.90684	212.87857	70.07098	31.36929	0.39734	0.44367	0.69714	4.75824	6.0	17.53104	1.61502	82.50242	18.76551	20.41158	1179.0	118.65075	2055.41277	177.99017	0.83611	0.56838	10.0	1020.18277	5.21592	2.39343	2.82249	14.1816	20.88946
12	366.8007	83.61027	31.41047	15.40871	0.65936	0.37462	0.95279	4.00091	3.0	12.69952	1.87551	30.27091	7.50204	12.50339	1075.0	181.94505	384.97463	78.38542	0.93751	0.75019	6.0	198.25216	3.916	2.59299	1.32301	9.25151	18.53298
13	498.02429	96.30979	30.58834	21.54458	0.67471	0.11344	0.91018	5.85147	4.0	8.65717	2.57883	33.88325	11.74587	16.26643	992.0	228.34185	547.17206	87.72068	0.91082	0.81331	8.0	353.21911	3.05826	1.77239	1.28587	9.12168	18.56773
14	1445.1205	193.11908	56.31824	39.24215	0.48693	0.11994	0.80254	5.20151	6.0	12.6252	4.01151	69.04445	19.38026	21.96117	1138.0	182.7895	1800.68463	164.10506	0.84976	0.67433	11.0	1026.92471	4.49845	2.45246	2.04599	11.90415	23.38949
15	3891.95671	460.88692	111.30141	63.35444	0.23024	0.26068	0.67441	5.00475	15.0	10.09265	4.12612	141.17032	16.87958	21.08964	1142.0	172.76863	5770.90648	291.82048	0.63317	0.57431	20.0	2974.3687	4.70759	2.71355	2.04739	15.06733	26.9263
16	524.4058	105.61149	35.20341	20.99612	0.59082	0.22584	0.87582	4.8411	6.0	7.85598	2.24019	36.14719	10.62789	13.71104	957.0	235.85589	598.76257	94.56887	0.89544	0.73685	7.0	309.05451	4.08983	2.40012	1.68971	9.16214	19.25352
17	2794.38818	358.09251	99.50726	55.17469	0.27385	0.28058	0.64783	4.74317	10.0	13.46267	2.87578	116.9534	15.74137	21.88094	1141.0	180.46052	4313.47461	273.35551	0.76337	0.46994	16.0	2129.76954	4.84148	2.47352	2.36796	14.25611	22.7772
18	630.81122	113.41152	40.21476	21.39046	0.6163	0.31241	0.89929	4.80611	3.0	15.68235	3.33424	36.14719	11.07804	15.62924	1082.0	185.70137	701.45504	102.72907	0.90581	0.75114	7.0	337.09707	4.1324	2.65492	1.47748	9.84432	22.03252
19	1047.34595	164.48694	57.28801	26.35068	0.48645	0.42347	0.81014	4.93151	5.0	13.01654	4.12612	54.50465	16.50495	18.1407	1165.0	140.85099	1292.79171	141.85664	0.86242	0.65403	10.0	758.51727	3.86529	1.99328	1.87201	12.1586	20.13497
20	1576.34408	216.76827	53.23346	48.12337	0.42157	0.01012	0.78316	5.58664	8.0	9.67538	3.28214	69.00002	16.25441	20.19985	1162.0	133.86187	2012.81151	172.94683	0.79784	0.66227	13.0	1209.7388	3.8291	1.85373	1.97536	11.4378	18.44567
21	2485.04054	299.6093	95.39456	41.00243	0.34788	0.47352	0.75194	4.85828	7.0	11.49777	6.02842	118.04285	18.80712	22.44525	1185.0	128.94185	3304.82154	237.91779	0.79409	0.55168	17.0	1970.50339	3.50299	1.90476	1.59824	12.95982	23.0216
22	2777.67989	352.5342	93.08982	55.23064	0.28086	0.22971	0.66907	5.25526	9.0	15.81489	2.63961	110.06352	15.10791	23.13128	1174.0	138.73356	4151.57031	250.4994	0.71057	0.55626	19.0	2218.48958	3.7922	2.05981	1.73265	11.78623	20.29126
23	1822.57151	212.77131	59.83479	42.91961	0.5059	0.10275	0.82674	5.11511	7.0	17.57063	2.6793	73.71482	18.22667	28.8189	1051.0	212.47353	2204.51715	177.56442	0.83453	0.72641	10.0	1322.88617	5.36823	2.46633	2.9019	13.82231	22.87331
