Object	Area_(microns^2)	Perimeter_(microns)	Length_(microns)	Width_(microns)	Circularity	Eccentricity	Solidity	MarginRoughness	BranchCount	AvgBranchLength_(microns)	AvgEndpointDist_(microns)	LongestPathLength_(microns)	MinCoreWidth_(microns)	MaxCoreWidth_(microns)	AvgConcavity	StdDevConcavity	ConvexHullArea_(microns^2)	ConvexHullPerimeter_(microns)	ConvexHullConvexity	ConvexHullRoundness	LobeNumber	NoneLobeArea_(microns^2)	AvgLobeLength_(microns)	AvgApicalLobeLength_(microns)	AvgBasalLobeLength_(microns)	AvgBasalLobeWidth_(microns)	AvgEquatorLobeWidth_(microns)
1	2163.67467	265.79808	80.83351	42.69128	0.38486	0.31788	0.75258	4.29186	6.0	16.75852	4.53248	90.45953	15.62924	22.54082	1016.0	217.84398	2874.99835	213.7335	0.80412	0.59519	12.0	1509.90176	5.40431	3.09841	2.30895	14.97755	28.22708
2	2807.2858	342.38742	88.61731	54.40634	0.30093	0.20476	0.69111	4.73921	11.0	12.77014	3.23952	98.29256	18.39742	21.22817	893.0	187.83237	4061.97088	248.42129	0.72556	0.57164	16.0	2116.09024	4.73949	2.52899	2.2105	13.29647	23.05939
3	405.20045	91.04948	31.80281	18.08364	0.61422	0.26147	0.90349	4.25931	3.0	14.29513	1.25034	37.45116	13.05393	13.05393	872.0	202.74861	448.48567	83.78113	0.92017	0.72542	6.0	209.00019	3.74533	2.19557	1.56414	9.93701	23.1134
4	2454.0667	300.05675	91.23825	43.37342	0.34252	0.39858	0.72703	4.79323	11.0	9.12269	3.41002	107.39275	15.93876	20.00543	1080.0	207.16177	3375.46537	230.8539	0.76937	0.57866	15.0	1862.63232	4.63896	2.34938	2.28959	13.91432	22.99086
5	3885.80102	436.41644	101.44053	72.79902	0.25638	0.10247	0.64517	4.38316	9.0	16.3774	2.29229	137.81916	18.46104	22.92763	1192.0	126.35268	6022.89876	289.49744	0.66335	0.58264	22.0	3186.78871	3.76274	2.1659	1.59684	13.4173	23.70146
6	340.41919	87.82938	31.77757	15.10437	0.55455	0.39869	0.8371	5.19374	4.0	9.969	2.42253	31.57488	13.18797	14.5007	1044.0	198.05807	406.66609	80.00352	0.9109	0.66835	6.0	191.60793	4.08966	2.46128	1.62838	9.83428	16.47087
7	2253.17638	288.87954	100.71849	37.73596	0.33929	0.56823	0.71223	4.61404	6.0	17.179	2.86536	111.7061	13.75373	22.89351	1144.0	165.93071	3163.5339	233.27793	0.80753	0.5203	16.0	1800.29379	3.71977	1.96491	1.75486	13.26432	21.71437
8	3292.02163	390.78983	101.33889	55.91741	0.27089	0.28429	0.70107	4.52838	10.0	11.11828	3.21962	114.5822	15.62924	21.33835	1131.0	179.78598	4695.71338	266.4531	0.68183	0.58268	19.0	2489.24204	4.36188	2.19345	2.16843	13.68641	24.65224
9	3024.29815	369.93931	86.60821	65.24095	0.2777	0.07616	0.61766	4.26252	8.0	19.66984	2.96956	121.05604	14.75454	25.00679	1023.0	229.75204	4896.40828	277.03543	0.74887	0.49518	17.0	2307.69817	4.88834	2.85602	2.03233	14.1404	24.90352
10	3429.10777	372.19405	88.97704	66.77584	0.31107	0.07807	0.68244	4.70108	6.0	29.09335	4.1157	115.27401	23.76467	27.53587	1207.0	91.40569	5024.79829	268.44424	0.72125	0.59797	20.0	2736.54427	3.58514	2.02053	1.5646	13.76023	26.05493
11	2015.15654	228.45799	74.87246	38.40345	0.48518	0.34038	0.82243	4.44585	6.0	19.89024	3.95941	81.98451	21.52981	28.30576	1208.0	90.95603	2450.25603	191.09333	0.83645	0.69347	13.0	1631.84297	3.48328	1.73614	1.74715	12.77245	22.92652
12	2512.49686	287.38865	86.03143	45.85441	0.38228	0.31084	0.73666	4.44073	7.0	25.40461	3.1705	98.61277	23.75645	32.006	975.0	224.2677	3410.64071	227.9213	0.79308	0.60778	17.0	2106.90557	2.93328	1.64006	1.29323	12.42895	20.79868
13	1827.94552	226.37335	64.24156	40.26785	0.44825	0.18997	0.79799	5.23935	8.0	14.30639	3.28214	78.00596	20.6306	26.8532	1164.0	158.81436	2290.69675	184.67518	0.8158	0.67353	12.0	1361.28592	4.71705	2.65516	2.06189	12.45076	24.12454
14	4482.60941	443.89468	111.83352	65.05481	0.28588	0.24437	0.7223	4.01211	7.0	23.67675	4.28688	155.81198	20.00543	27.6845	1124.0	186.4752	6206.00598	301.66209	0.67958	0.61901	24.0	3796.98327	2.94084	1.7716	1.17099	13.78866	25.02151
15	4271.94816	494.55946	121.64844	65.63627	0.21948	0.30145	0.63327	4.4704	12.0	17.28026	2.65697	155.76598	19.01379	23.13128	1185.0	137.08027	6745.84985	320.62396	0.6483	0.52221	20.0	3254.79438	5.31895	2.51747	2.80148	15.46333	24.45867
16	705.2657	119.71303	41.56804	22.59244	0.61841	0.29586	0.90225	3.77377	3.0	19.73241	1.35453	49.91394	7.55395	17.00646	778.0	114.17968	781.67437	110.67455	0.9245	0.72355	8.0	517.46844	3.30676	1.74688	1.55988	10.71626	19.27875
17	351.85118	86.09255	29.1003	16.95361	0.59654	0.24324	0.84293	5.75921	5.0	5.01729	2.25061	31.07919	10.62789	11.87822	1027.0	213.28854	417.41412	76.4899	0.88846	0.75572	5.0	142.36245	5.01537	3.04574	1.96963	9.75908	21.63715
