Object	Area_(microns^2)	Perimeter_(microns)	Length_(microns)	Width_(microns)	Circularity	Eccentricity	Solidity	MarginRoughness	BranchCount	AvgBranchLength_(microns)	AvgEndpointDist_(microns)	LongestPathLength_(microns)	MinCoreWidth_(microns)	MaxCoreWidth_(microns)	AvgConcavity	StdDevConcavity	ConvexHullArea_(microns^2)	ConvexHullPerimeter_(microns)	ConvexHullConvexity	ConvexHullRoundness	LobeNumber	NoneLobeArea_(microns^2)	AvgLobeLength_(microns)	AvgApicalLobeLength_(microns)	AvgBasalLobeLength_(microns)	AvgBasalLobeWidth_(microns)	AvgEquatorLobeWidth_(microns)
11	719.82439	134.48418	45.38595	23.26107	0.50014	0.34099	0.79429	4.95016	4.0	16.54859	3.12585	48.68581	18.75509	18.75509	1102.0	197.85348	906.25373	117.40276	0.87299	0.65627	8.0	460.79704	3.8922	2.18762	1.70458	11.1249	20.53033
12	1068.842	165.2822	62.69893	24.76743	0.49167	0.53296	0.83434	3.88281	5.0	8.34846	3.56347	65.85577	15.0301	16.68161	1188.0	117.32434	1281.06659	150.42696	0.91012	0.59357	8.0	697.93751	4.9843	2.4674	2.51689	15.37356	25.93462
13	2278.67851	274.15282	83.9843	41.24779	0.38098	0.37372	0.76014	5.15208	8.0	18.58365	3.0477	98.19831	19.29943	23.80575	1031.0	223.10984	2997.72122	212.04407	0.77345	0.63686	12.0	1638.19407	6.08174	3.06463	3.01711	14.66441	26.69682
14	377.3533	77.13104	24.9733	19.80411	0.79708	0.05191	0.96622	3.58779	0.0	NaN	3.75102	18.26321	9.37755	15.00407	1116.0	151.37371	390.54406	73.15677	0.94847	0.88603	5.0	179.19885	4.16387	2.45544	1.70843	10.77361	23.97339
15	402.85543	83.54744	26.39543	20.69916	0.72526	0.05684	0.92258	3.81131	3.0	10.96702	3.23004	25.17149	15.0301	15.0301	1121.0	164.13409	436.66285	78.25593	0.93666	0.82666	5.0	226.29473	4.67327	2.62996	2.04331	11.79332	23.40017
16	248.67016	64.15416	22.33273	14.65697	0.75925	0.15831	0.9736	3.7418	3.0	8.38743	2.0839	20.17014	10.62789	10.62789	1036.0	211.41665	255.4121	60.53046	0.94352	0.85288	5.0	119.59618	3.08984	1.97143	1.11841	9.07504	23.24105
17	986.17993	152.32373	54.78368	24.33174	0.53411	0.44954	0.86635	4.55139	5.0	12.99693	3.81354	55.49604	19.54093	20.7816	1167.0	137.57543	1138.31331	135.8682	0.89197	0.67132	8.0	629.541	4.98352	2.95687	2.02664	12.72872	24.67184
18	2789.99126	338.64179	78.42689	61.0178	0.30573	0.06045	0.71251	4.79708	10.0	11.79356	4.78255	108.21023	17.50475	24.41366	1103.0	192.13016	3915.70007	232.24463	0.68581	0.65001	15.0	1971.28506	5.45426	2.88438	2.56989	13.731	26.92041
19	2654.07763	286.07548	81.06032	50.08427	0.40753	0.2002	0.75783	4.9217	6.0	18.74933	4.94926	96.38563	16.25441	32.03652	1179.0	119.50732	3502.19432	225.77303	0.78921	0.6543	17.0	2215.5583	3.28351	1.80626	1.47725	12.56765	21.8756
20	4385.48637	488.3836	149.39168	54.70438	0.23105	0.58298	0.62026	4.44123	11.0	14.9668	3.75102	166.83592	18.00011	21.83624	1010.0	222.69935	7070.44013	342.9011	0.70211	0.46869	21.0	3347.12967	4.80661	2.41893	2.38768	15.22384	25.64536
21	2018.18552	263.26599	86.54729	38.18786	0.36592	0.45438	0.76376	3.6553	8.0	5.64089	5.35302	91.01425	13.75373	20.00543	1174.0	152.09865	2642.45022	206.63503	0.78489	0.59397	10.0	1325.42661	5.87063	3.17951	2.69112	18.62536	34.47785
22	295.66833	71.18272	20.95804	19.10789	0.73327	0.00849	0.91172	4.37876	3.0	8.92935	3.23004	21.08568	8.22282	13.05393	1036.0	179.02793	324.29716	66.29818	0.93138	0.8453	4.0	125.45874	5.19295	2.4314	2.76155	11.26666	24.74871
23	811.08487	137.94483	44.91413	28.01753	0.53563	0.19338	0.81582	4.00785	4.0	10.58306	4.2199	50.1913	10.91812	14.10447	1144.0	165.33602	994.19209	122.75471	0.88988	0.67639	8.0	518.93408	4.10945	2.56057	1.54888	11.59279	23.69766
24	3232.51666	393.98613	83.55699	72.49574	0.26169	0.0199	0.66986	4.89103	11.0	12.225	3.5521	122.08042	16.02436	22.38422	1016.0	223.51734	4825.66675	262.4903	0.66624	0.58955	18.0	2371.1115	5.01244	2.75108	2.26136	13.8439	24.01923
25	2077.69049	252.91546	82.64937	36.50007	0.40817	0.45373	0.77996	4.6671	5.0	20.3085	3.43843	91.69686	17.43764	22.54082	903.0	182.14006	2663.84856	206.48257	0.81641	0.61238	16.0	1645.32685	3.12308	1.80025	1.32556	11.92453	20.41795
26	1287.71082	153.68133	47.86454	35.67899	0.68515	0.08159	0.90927	4.54549	5.0	8.82454	5.68904	52.7364	22.1737	27.12113	1087.0	213.83639	1416.19855	137.76464	0.89643	0.85261	8.0	938.5955	4.46975	2.34855	2.1212	14.86402	27.64961
27	1605.75458	211.9186	58.25474	42.70259	0.44931	0.09057	0.78987	5.30056	7.0	12.09602	3.12585	66.77512	17.51591	22.10309	951.0	229.54085	2032.93963	171.66118	0.81003	0.68477	10.0	1119.25999	5.38858	2.6631	2.72549	14.05146	25.82302
28	741.02731	122.63737	43.65033	22.4626	0.61915	0.33786	0.88505	4.84285	4.0	7.45721	3.59473	41.60362	18.00011	18.56659	930.0	226.38463	837.27096	111.2082	0.90681	0.75296	8.0	501.54182	3.82876	2.04874	1.78001	10.74307	20.29313
29	428.8461	85.48578	27.45438	20.56308	0.73743	0.0791	0.94836	3.99529	3.0	10.75557	3.12585	26.54211	9.46053	15.81568	884.0	196.66723	452.19863	79.7672	0.9331	0.84696	6.0	248.47474	3.88622	2.32501	1.56121	10.07707	21.01352
30	389.56697	91.06249	32.98746	16.51201	0.59035	0.35915	0.84238	4.82332	5.0	5.93543	3.06333	29.96753	10.08056	11.32231	909.0	217.24871	462.4581	82.03484	0.90086	0.72744	6.0	217.69631	3.97836	2.16855	1.8098	10.54827	19.23789
