Object	Area_(microns^2)	Perimeter_(microns)	Length_(microns)	Width_(microns)	Circularity	Eccentricity	Solidity	MarginRoughness	BranchCount	AvgBranchLength_(microns)	AvgEndpointDist_(microns)	LongestPathLength_(microns)	MinCoreWidth_(microns)	MaxCoreWidth_(microns)	AvgConcavity	StdDevConcavity	ConvexHullArea_(microns^2)	ConvexHullPerimeter_(microns)	ConvexHullConvexity	ConvexHullRoundness	LobeNumber	NoneLobeArea_(microns^2)	AvgLobeLength_(microns)	AvgApicalLobeLength_(microns)	AvgBasalLobeLength_(microns)	AvgBasalLobeWidth_(microns)	AvgEquatorLobeWidth_(microns)
1	1906.30838	272.38458	63.29385	49.95912	0.32288	0.05395	0.69273	4.88187	5.0	30.39303	2.5632	79.9259	27.50747	29.4892	907.0	196.69265	2751.88463	199.88253	0.73382	0.59959	12.0	1353.07834	5.08404	2.7562	2.32784	13.35769	25.45223
2	2264.70608	286.11991	74.4443	45.24796	0.34764	0.21202	0.76657	5.43284	8.0	18.01278	2.65697	96.78327	17.61604	25.72328	1020.0	223.0269	2954.3383	207.53109	0.72533	0.66078	16.0	1742.25447	3.7242	2.26396	1.46024	11.87881	22.42834
3	1281.35972	171.77445	56.71529	32.59467	0.54571	0.25345	0.8659	4.3809	5.0	15.32967	5.37646	53.41521	22.02337	22.65324	991.0	212.03773	1479.8073	150.95862	0.87882	0.70659	9.0	895.70112	4.76917	2.72488	2.04429	13.03409	25.70209
4	671.65371	115.71607	36.43146	25.98207	0.63033	0.10609	0.89751	3.71778	4.0	13.29787	4.14175	43.54197	21.58421	22.51479	972.0	225.10442	748.3555	107.13688	0.92586	0.73532	8.0	462.84894	3.61149	2.01229	1.5992	9.57109	18.655
5	3156.2057	414.92774	91.86555	65.3842	0.23037	0.10727	0.64528	5.02739	9.0	14.14386	3.02165	137.38249	13.97922	21.22817	924.0	193.34425	4891.22969	262.10865	0.6317	0.57731	21.0	2391.43504	3.94162	2.37256	1.56906	13.0227	24.89789
6	614.8846	121.55713	36.56927	26.65099	0.52293	0.09378	0.82564	5.36518	4.0	16.17032	2.18809	38.84018	15.32622	16.68161	1106.0	174.17807	744.74026	108.7536	0.89467	0.65331	9.0	459.52682	3.10651	1.66232	1.44419	9.7701	17.17207
7	1666.04122	237.5896	76.08408	35.54166	0.37089	0.41184	0.74693	5.40035	7.0	13.13654	1.87551	87.2004	16.50495	17.78166	1142.0	164.26503	2230.50783	188.88981	0.79503	0.58678	13.0	1236.70657	4.40236	2.18633	2.21603	12.06052	19.47987
8	1162.15438	169.99319	46.61159	38.59948	0.50537	0.03475	0.80283	4.83286	5.0	17.68018	2.81326	56.9517	18.84863	20.86606	950.0	212.2899	1447.56323	144.50311	0.85005	0.69939	9.0	843.23123	4.21848	2.23574	1.98273	13.28167	24.72005
9	2596.62456	310.42029	80.27471	51.15921	0.33862	0.17835	0.75096	5.13346	7.0	19.24322	4.10826	97.97077	19.54093	24.31741	1195.0	112.31652	3457.73659	219.09104	0.70579	0.67978	14.0	1904.06107	4.97909	2.64021	2.33888	14.39665	27.26701
10	578.34133	116.9534	38.97946	22.6613	0.53133	0.24481	0.8096	4.50108	4.0	15.65566	0.78146	44.01544	11.87822	13.3646	964.0	207.68486	714.35267	104.8884	0.89684	0.6606	6.0	309.24992	5.15226	2.70438	2.44788	11.08344	22.01912
