Object	Area_(microns^2)	Perimeter_(microns)	Length_(microns)	Width_(microns)	Circularity	Eccentricity	Solidity	MarginRoughness	BranchCount	AvgBranchLength_(microns)	AvgEndpointDist_(microns)	LongestPathLength_(microns)	MinCoreWidth_(microns)	MaxCoreWidth_(microns)	AvgConcavity	StdDevConcavity	ConvexHullArea_(microns^2)	ConvexHullPerimeter_(microns)	ConvexHullConvexity	ConvexHullRoundness	LobeNumber	NoneLobeArea_(microns^2)	AvgLobeLength_(microns)	AvgApicalLobeLength_(microns)	AvgBasalLobeLength_(microns)	AvgBasalLobeWidth_(microns)	AvgEquatorLobeWidth_(microns)
1	1284.09558	187.87717	47.83989	41.08249	0.45715	0.02283	0.77543	4.40016	6.0	11.84067	2.76117	64.5518	15.37714	18.04349	995.0	224.32789	1655.97716	151.0834	0.80416	0.70693	10.0	867.75626	4.23943	2.66648	1.58349	12.85872	24.21923
2	1871.13303	244.80665	80.30102	35.05793	0.39234	0.46216	0.75355	5.30784	7.0	16.73302	2.72395	82.56525	16.83321	19.42055	969.0	215.9537	2483.08636	195.53656	0.79874	0.61498	12.0	1278.72157	5.50085	3.03105	2.46981	13.64399	24.40268
3	1820.12878	235.5808	64.52298	43.98033	0.41213	0.13363	0.75906	4.38998	5.0	21.77673	2.9383	76.25072	11.67913	24.89714	1057.0	219.0274	2397.88385	189.97671	0.80642	0.63374	11.0	1394.60479	4.28623	2.62194	1.66429	14.6629	27.55914
4	1043.14445	164.56278	57.1297	27.83418	0.48405	0.37986	0.8058	4.52007	4.0	16.77518	3.43843	62.61345	15.74137	19.01379	911.0	207.91585	1294.55047	143.65297	0.87294	0.63522	10.0	750.50511	3.79219	2.14977	1.64242	11.81523	22.00682
5	2430.81188	313.1539	85.29073	45.64672	0.31149	0.30768	0.70474	4.99004	9.0	14.00987	2.04917	109.12958	15.0301	21.55703	1130.0	187.03208	3449.23588	223.27212	0.71298	0.61276	13.0	1595.78823	6.52277	3.05998	3.4628	14.30688	25.22296
6	549.02854	115.62183	37.63226	22.60254	0.51609	0.2207	0.7951	4.68189	3.0	17.76625	2.18809	45.59138	16.50495	16.50495	1009.0	181.31189	690.5116	102.96507	0.89053	0.65077	7.0	345.10924	3.95974	1.81635	2.14339	10.13614	22.04753
7	998.10047	177.32513	61.25577	27.37691	0.39888	0.44492	0.7731	4.42311	4.0	22.35593	1.64107	76.18408	14.59473	15.32622	985.0	219.89998	1291.03294	153.66965	0.8666	0.53114	9.0	650.15766	4.10115	2.30282	1.79833	13.46702	27.24165
8	1471.11117	196.09324	57.66301	36.50933	0.48076	0.18291	0.80968	5.57283	5.0	13.79816	4.31367	58.9881	12.1386	26.91136	915.0	208.74147	1816.90437	163.96568	0.83616	0.68762	11.0	1122.87524	4.37188	2.34205	2.02984	12.45108	22.64858
9	2255.61912	304.06133	85.84114	45.55207	0.30659	0.31422	0.6862	5.05207	10.0	11.69258	3.34466	100.5473	14.59473	20.64007	1019.0	209.66163	3287.13616	215.87015	0.70996	0.60826	13.0	1457.62729	6.06739	3.29016	2.77724	15.41232	29.72345
10	2370.32983	267.86971	73.91567	46.17047	0.41512	0.19243	0.79689	5.15161	8.0	14.59839	3.08678	93.14871	23.19877	26.29431	1080.0	203.18711	2974.46641	204.71696	0.76424	0.71074	12.0	1708.64247	5.76838	2.85569	2.91269	14.46063	25.94037
