Object	Area_(microns^2)	Perimeter_(microns)	Length_(microns)	Width_(microns)	Circularity	Eccentricity	Solidity	MarginRoughness	BranchCount	AvgBranchLength_(microns)	AvgLobeRadius_(microns)	LongestPathLength_(microns)	AvgConcavity	StdDevConcavity	LobeCount	AvgLobeDepth_(microns)	AvgNeckDepth_(microns)	NonLobeAreaRatio	ConvexHullArea_(microns^2)	ConvexHullPerimeter_(microns)	ConvexHullConvexity	ConvexHullRoundness
14	2124.20011	240.29718	59.73424	50.74857	0.46228	0.02611	0.82289	4.96071	9.0	13.97556	2.95219	68.19555	1175.0	118.41875	16.0	1.68545	1.45379	0.92337	2581.38191	187.29304	0.77942	0.76096
15	1182.3802	199.2505	84.04702	21.64864	0.37426	0.76661	0.73388	4.25364	7.0	5.48916	2.72395	86.61966	1096.0	188.32419	12.0	1.79009	1.17634	0.89017	1611.12859	176.31001	0.88487	0.47798
16	1437.40146	182.8444	52.05092	41.02696	0.54029	0.05457	0.80322	4.59836	5.0	17.11309	1.75048	64.48515	1050.0	217.66029	11.0	1.95766	1.39421	0.88777	1789.54577	157.96564	0.86393	0.72387
17	3215.51525	372.9579	102.66518	59.17226	0.2905	0.25129	0.69365	5.05269	10.0	13.7882	3.71976	116.22636	1205.0	97.27281	17.0	2.67833	2.55082	0.89808	4635.62217	271.92761	0.72911	0.54645
18	623.2876	109.86201	35.01772	24.35197	0.64894	0.12115	0.87829	4.55955	4.0	5.34726	4.2199	38.83098	1043.0	197.03045	8.0	1.53061	0.85361	0.88399	709.66262	98.74108	0.89877	0.80335
19	496.55865	95.47009	29.75857	22.63044	0.68461	0.07138	0.89931	3.74865	4.0	11.83435	2.65697	29.59211	892.0	194.05669	5.0	2.91027	1.20539	0.83255	552.15524	88.43159	0.92628	0.79793
20	778.7431	125.2139	41.21665	25.71647	0.62416	0.19323	0.8698	4.21558	5.0	14.44371	2.62571	44.12271	1071.0	194.83839	7.0	2.28628	0.95212	0.85445	895.31029	114.38345	0.9135	0.74796
21	747.08528	115.82334	40.98386	23.97139	0.69982	0.24029	0.9222	3.91564	5.0	7.34635	4.31367	38.58504	1156.0	147.9527	6.0	2.37238	1.12033	0.83874	810.10778	106.68413	0.92109	0.82486
22	1885.98485	206.98007	57.44326	47.45984	0.55321	0.03558	0.86243	4.13215	6.0	19.95344	3.64682	76.5503	875.0	179.26517	11.0	2.23703	1.61218	0.90706	2186.83177	177.53209	0.85773	0.75196
23	799.26205	119.4855	37.06003	29.4633	0.70351	0.05083	0.91683	3.49987	3.0	19.18182	2.29229	43.20717	973.0	215.33927	7.0	2.51933	0.86569	0.82934	871.76235	110.00595	0.92066	0.82998
24	2263.33815	259.8942	70.20135	47.72555	0.42108	0.13529	0.77216	4.93862	6.0	21.7457	2.65697	84.25766	998.0	215.20455	12.0	2.77714	2.42775	0.88966	2931.18119	208.75801	0.80324	0.65264
25	2525.10136	279.10436	82.03208	47.66599	0.40734	0.2452	0.77602	5.34319	7.0	17.99419	2.63464	97.22533	991.0	235.29343	14.0	2.20307	2.15739	0.93662	3253.915	227.71691	0.81588	0.61192
26	367.77779	108.38413	31.27893	22.43028	0.39343	0.10291	0.67856	5.28545	4.0	14.66103	1.09405	42.63563	819.0	187.90423	9.0	1.42652	0.81941	0.83316	541.99347	91.16536	0.84113	0.55608
