Object	Area_(microns^2)	Perimeter_(microns)	Length_(microns)	Width_(microns)	Circularity	Eccentricity	Solidity	MarginRoughness	BranchCount	AvgBranchLength_(microns)	AvgLobeRadius_(microns)	LongestPathLength_(microns)	AvgConcavity	StdDevConcavity	LobeCount	AvgLobeDepth_(microns)	AvgNeckDepth_(microns)	NonLobeAreaRatio	ConvexHullArea_(microns^2)	ConvexHullPerimeter_(microns)	ConvexHullConvexity	ConvexHullRoundness
1	1968.84233	250.32053	78.00501	38.74357	0.39485	0.36511	0.75451	4.67531	6.0	20.72316	1.77131	98.77524	986.0	217.12899	13.0	2.19028	2.06566	0.90079	2609.42448	203.99508	0.81494	0.59454
2	1137.92247	167.05807	61.02538	26.32447	0.51237	0.47091	0.83784	4.5929	5.0	14.85911	1.87551	65.12333	1016.0	220.05908	11.0	1.57753	1.16777	0.91791	1358.15922	147.5438	0.88319	0.65687
3	1400.36964	207.68109	74.31555	27.01525	0.408	0.58761	0.80224	5.09356	6.0	11.54443	2.55278	81.9623	1007.0	229.04585	13.0	2.01473	1.30188	0.87734	1745.57659	178.21206	0.8581	0.55409
4	369.14572	89.03529	30.16791	17.48364	0.58517	0.24716	0.87312	3.98917	3.0	13.28459	2.0839	38.65707	936.0	193.03627	5.0	3.20305	1.29532	0.67125	422.78813	77.96636	0.87568	0.76312
5	1185.80003	173.44845	68.64002	24.09951	0.49531	0.6092	0.82738	4.21552	5.0	9.29694	4.37619	68.68204	1163.0	139.10787	11.0	2.06768	1.22699	0.89206	1433.19996	155.47074	0.89635	0.61649
6	1984.47582	257.30466	61.16871	54.92613	0.37667	0.0115	0.7229	5.14707	8.0	15.06449	3.0477	80.57328	965.0	224.36577	15.0	2.2314	1.55489	0.90409	2745.14269	200.27872	0.77837	0.62171
7	3389.14467	377.47277	101.22763	55.33131	0.2989	0.29151	0.69715	5.07042	10.0	17.98334	2.59445	119.06946	1119.0	190.75115	17.0	2.85553	2.37754	0.8871	4861.42835	272.32883	0.72145	0.57427
8	2216.82852	314.14528	81.69502	46.56765	0.28228	0.25961	0.6499	4.98726	6.0	26.97089	2.39648	103.2625	1046.0	215.65945	14.0	2.51668	2.93739	0.89453	3411.03155	230.50572	0.73376	0.5243
9	436.66285	96.84071	34.64963	17.97749	0.58511	0.33155	0.84289	4.25543	3.0	12.72046	2.81326	30.0878	978.0	197.44366	6.0	2.15326	0.98075	0.79817	518.05469	87.9955	0.90866	0.70866
10	1243.3508	187.10793	46.67045	41.0725	0.44629	0.01615	0.76898	5.87026	6.0	14.00195	2.60487	59.35813	1189.0	114.86514	10.0	2.54383	1.84479	0.87285	1616.89344	151.81588	0.81138	0.67791
11	3779.29789	474.64827	153.1687	42.38653	0.2108	0.73571	0.6693	5.41228	14.0	13.00947	3.66171	166.04986	1179.0	134.30934	23.0	2.67221	2.2512	0.88529	5646.62026	330.71509	0.69676	0.43422
12	2984.13963	404.2294	90.87386	60.13949	0.22949	0.15277	0.62765	5.29787	13.0	13.42228	1.82742	113.16715	1046.0	226.16587	21.0	2.22911	2.25377	0.90613	4754.43667	261.6054	0.64717	0.54794
13	882.31495	148.17508	51.47155	26.3329	0.50499	0.34236	0.81081	5.05056	4.0	19.72577	1.95366	54.31234	1130.0	164.93029	11.0	1.52696	1.10715	0.91905	1088.18844	130.45789	0.88043	0.65147
14	1765.11845	216.00442	52.89563	50.554	0.4754	0.00205	0.80922	4.61523	6.0	13.81207	2.76117	69.18694	1012.0	216.71179	14.0	1.84068	1.64368	0.92843	2181.26234	175.4255	0.81214	0.72077
15	271.63184	79.64473	29.88953	14.15064	0.53812	0.40171	0.8371	4.18	3.0	10.18403	2.81326	27.27454	1098.0	155.20954	5.0	2.59873	0.8201	0.72014	324.49257	72.66257	0.91233	0.6465
16	3264.17448	411.20052	93.93071	54.87331	0.24259	0.2412	0.69769	5.46259	11.0	18.42125	2.81326	132.80098	1087.0	214.49476	20.0	2.70786	2.61205	0.89008	4678.51655	261.5818	0.63614	0.59947
17	4363.11094	474.98307	118.56842	65.75052	0.24302	0.2805	0.66982	4.86454	11.0	16.45157	2.8701	155.32391	1051.0	215.73363	26.0	2.12119	2.14208	0.90659	6513.88798	311.5957	0.65601	0.56471
18	1773.13061	226.00713	66.27549	39.41711	0.43622	0.22792	0.74966	5.22264	7.0	19.02946	1.74154	75.36279	1082.0	205.95873	12.0	2.4382	1.83832	0.8991	2365.24895	185.64576	0.82142	0.64652
19	662.56674	122.04362	40.75231	23.20822	0.559	0.26031	0.82796	4.5437	5.0	9.01914	4.00109	38.85319	1073.0	177.15812	7.0	2.43128	1.23566	0.84589	800.23914	106.85606	0.87556	0.72919
20	345.98862	86.41433	34.17401	14.04412	0.58224	0.50556	0.87174	3.69997	4.0	6.20687	1.87551	33.89245	998.0	229.52995	4.0	4.06901	2.16459	0.62609	396.89516	79.31868	0.91789	0.69107
21	2022.48473	258.61783	63.67936	49.9806	0.38	0.05645	0.77901	5.06691	8.0	16.34097	1.79736	89.15175	998.0	214.21951	14.0	2.1903	2.27019	0.87951	2596.23372	193.11158	0.74671	0.68152
22	672.33767	114.15696	40.50443	22.55149	0.64832	0.27745	0.9085	3.69554	4.0	12.71197	2.73512	43.05548	932.0	207.61503	8.0	1.8705	0.79365	0.87386	740.05021	106.46605	0.93263	0.74538
23	881.24015	140.44012	56.1019	21.045	0.56146	0.56744	0.90634	3.25851	3.0	19.53449	3.64682	54.83025	991.0	219.8545	9.0	1.93818	0.75233	0.82382	972.30521	130.73573	0.9309	0.64791
24	627.09827	114.60441	35.25961	25.84838	0.59999	0.09053	0.86159	4.93529	5.0	7.04633	2.31313	40.63064	952.0	185.73099	8.0	1.91934	1.01948	0.85104	727.83655	101.13297	0.88245	0.77048
25	703.80006	157.24924	55.81521	20.77691	0.35767	0.57244	0.71267	5.88229	5.0	12.59854	0.93775	61.01911	808.0	168.12793	14.0	1.25341	0.98761	0.91545	987.54786	130.21482	0.82808	0.5216
26	1932.59218	259.78693	64.00524	53.50654	0.35984	0.03142	0.69044	5.33026	8.0	12.33445	2.22717	86.04812	875.0	178.83232	14.0	2.71697	1.9053	0.86572	2799.07822	201.57044	0.77591	0.59772
