Object	Area_(microns^2)	Perimeter_(microns)	Length_(microns)	Width_(microns)	Circularity	Eccentricity	Solidity	MarginRoughness	BranchCount	AvgBranchLength_(microns)	AvgLobeRadius_(microns)	LongestPathLength_(microns)	AvgConcavity	StdDevConcavity	LobeCount	AvgLobeDepth_(microns)	AvgNeckDepth_(microns)	NonLobeAreaRatio	ConvexHullArea_(microns^2)	ConvexHullPerimeter_(microns)	ConvexHullConvexity	ConvexHullRoundness
1	4223.09351	481.85232	111.33787	65.93441	0.22857	0.23108	0.68736	4.81126	13.0	13.22438	4.28001	133.03391	977.0	220.22716	26.0	2.12669	1.87547	0.8945	6143.96058	297.06563	0.61651	0.60136
2	336.02227	84.31129	27.7304	17.07934	0.59403	0.20247	0.85975	5.42019	5.0	5.84334	2.06306	29.66796	1015.0	198.85673	5.0	2.73803	1.21705	0.74382	390.83719	75.98734	0.90127	0.7313
3	1084.96403	180.3123	71.53062	21.51199	0.41935	0.69575	0.82946	4.58243	5.0	9.5988	2.50068	76.41162	975.0	218.13757	11.0	1.91984	1.18061	0.88121	1308.03436	157.80298	0.87516	0.54751
4	3210.72749	335.25699	106.82964	46.55838	0.35897	0.46343	0.79099	4.57954	7.0	18.39346	3.21516	130.47421	1067.0	210.16898	17.0	1.84142	2.26635	0.93801	4059.13731	266.99254	0.79638	0.566
5	2688.37359	330.30545	75.74755	58.11977	0.30965	0.06702	0.68511	5.18298	9.0	13.22151	2.57014	118.36463	1124.0	188.17014	15.0	2.6827	2.61491	0.9019	3924.00536	235.4681	0.71288	0.60931
6	651.6233	116.49294	34.91203	27.34825	0.6034	0.05733	0.85676	4.68384	4.0	13.45416	2.73512	36.38393	1150.0	150.03999	7.0	2.67943	0.88715	0.82201	760.56917	103.97131	0.89251	0.75749
7	303.48508	89.78612	32.08516	14.38728	0.47307	0.44247	0.87296	4.41004	3.0	14.25503	1.25034	34.51762	1099.0	185.75522	4.0	3.92449	2.02987	0.61301	347.64968	80.01879	0.89122	0.59561
8	771.70803	121.11506	40.45617	26.94788	0.6611	0.14849	0.90771	3.56967	4.0	10.62979	4.0636	35.27227	1135.0	146.4616	9.0	1.72319	0.68143	0.87047	850.16859	111.66337	0.92196	0.77775
9	3952.34105	443.61509	115.0566	67.19342	0.25238	0.24143	0.6405	4.72757	15.0	9.31052	2.47984	153.60549	1045.0	203.1625	24.0	1.88879	2.13891	0.93745	6170.73293	311.18533	0.70148	0.51289
10	1046.56428	153.64992	44.68216	33.22599	0.55707	0.08287	0.84199	4.58139	5.0	15.69221	2.68823	49.91394	1174.0	143.18519	11.0	2.13488	0.87491	0.87312	1242.95996	133.47865	0.86872	0.73816
11	4426.13343	460.42645	109.72992	75.434	0.26237	0.12827	0.7034	5.28697	10.0	16.8608	4.87632	146.72481	1055.0	222.01577	25.0	1.95096	2.17292	0.92238	6292.47871	306.71547	0.66616	0.59124
12	444.77272	96.91655	30.02719	21.7766	0.59505	0.0965	0.83477	4.97606	5.0	8.62442	1.56292	35.97329	1060.0	184.94053	4.0	3.24621	2.50538	0.69354	532.8088	86.27896	0.89024	0.75082
13	1440.919	187.89018	70.26887	27.81849	0.51291	0.53147	0.88891	4.42931	4.0	13.17165	3.12585	73.95537	1024.0	218.20174	14.0	1.4301	1.00512	0.93083	1620.99723	168.68432	0.89778	0.63636
14	634.32875	120.16811	43.5477	20.04846	0.55201	0.4228	0.85545	4.81918	4.0	13.81022	1.87551	46.9712	1062.0	183.30576	9.0	1.63659	1.03965	0.88463	741.51585	106.54023	0.88659	0.70226
15	3065.23835	298.82481	69.47556	63.7391	0.43136	0.00739	0.793	5.53977	7.0	23.97216	3.25981	94.4749	1012.0	233.14588	17.0	1.98466	1.84173	0.93351	3865.37978	230.86197	0.77257	0.72272
16	573.35815	120.82469	37.88784	23.30264	0.49354	0.20348	0.8023	5.0745	4.0	13.79586	2.26624	41.80514	962.0	244.74272	7.0	2.32846	1.56268	0.86452	714.6458	107.05484	0.88603	0.62867
17	2954.82684	295.02398	85.37816	50.734	0.42661	0.22856	0.79041	4.17247	8.0	12.89095	5.62653	88.76332	1089.0	208.9665	11.0	4.0157	2.62584	0.86188	3738.35769	233.03442	0.78988	0.68376
18	1707.66538	258.52358	90.11381	28.61697	0.32108	0.66713	0.76123	5.14354	6.0	11.86749	3.28214	103.61031	1119.0	191.3583	16.0	1.70773	1.5813	0.9045	2243.30774	210.30891	0.8135	0.48517
19	3511.47671	399.07635	108.65574	54.81214	0.27707	0.35318	0.69394	4.81854	12.0	15.17076	3.28214	121.36101	1079.0	209.07893	17.0	2.76447	3.18052	0.89974	5060.16906	279.49745	0.70036	0.56486
20	251.40602	75.28694	27.96393	13.3908	0.55737	0.39305	0.84917	4.97405	3.0	10.03234	2.50068	26.58273	938.0	224.89998	5.0	2.41732	0.76922	0.72678	296.05917	67.53886	0.89709	0.69259
21	324.00403	83.24406	32.84376	13.41975	0.58756	0.50961	0.91199	4.02061	0.0	NaN	2.96956	29.61433	761.0	111.86599	7.0	1.64974	0.62364	0.81333	355.271	77.52766	0.93133	0.6774
