Object	Area_(microns^2)	Perimeter_(microns)	Length_(microns)	Width_(microns)	Circularity	Eccentricity	Solidity	MarginRoughness	BranchCount	AvgBranchLength_(microns)	AvgLobeRadius_(microns)	LongestPathLength_(microns)	AvgConcavity	StdDevConcavity	LobeCount	AvgLobeDepth_(microns)	AvgNeckDepth_(microns)	NonLobeAreaRatio	ConvexHullArea_(microns^2)	ConvexHullPerimeter_(microns)	ConvexHullConvexity	ConvexHullRoundness
1	1266.80103	186.32345	69.6273	26.67726	0.45855	0.55351	0.76046	3.78177	4.0	21.30076	4.45433	56.49123	1023.0	219.58142	8.0	2.89451	2.5372	0.84782	1665.8458	160.89959	0.86355	0.61491
2	3610.1631	395.46401	89.50657	67.79937	0.29008	0.07335	0.7015	3.9549	8.0	19.25852	2.69604	131.28249	954.0	218.27964	19.0	2.44463	2.00876	0.87558	5146.34866	262.37141	0.66345	0.65903
3	4115.12474	433.83452	118.53338	63.76712	0.27475	0.30371	0.68175	4.11067	9.0	18.43602	2.70907	160.51377	1076.0	212.29696	20.0	2.33592	2.33943	0.90927	6036.08952	298.69588	0.6885	0.57961
4	3373.41347	374.89624	106.94795	51.7304	0.30162	0.38539	0.66789	4.67924	10.0	18.08915	3.87605	125.02698	1043.0	221.08143	16.0	2.82234	3.01771	0.89825	5050.88668	279.18907	0.74471	0.54385
5	3689.69846	380.52277	110.43751	56.06637	0.32021	0.34829	0.72893	4.17364	8.0	23.3522	3.43843	137.38249	1168.0	147.98986	17.0	2.61331	2.14132	0.89606	5061.83012	276.38467	0.72633	0.60698
6	1328.35789	192.6456	80.2687	23.12775	0.44979	0.71689	0.83698	3.67953	0.0	NaN	4.53248	73.87032	1156.0	150.70169	13.0	1.65062	1.20198	0.87797	1587.09211	172.77284	0.89684	0.55921
7	607.06786	106.50862	31.79506	26.72837	0.67248	0.02954	0.91475	3.78862	3.0	17.78719	1.66712	36.6743	1122.0	169.67322	6.0	2.36455	1.46576	0.84549	663.64154	98.6393	0.92612	0.78406
8	680.44754	116.12672	33.74245	28.5814	0.63407	0.02706	0.87686	4.61172	4.0	13.00885	2.65697	38.47396	1130.0	172.676	7.0	2.25028	1.32171	0.86229	776.00723	104.61948	0.90091	0.78123
9	521.66994	96.61317	30.73714	22.85551	0.70232	0.08289	0.92052	4.57801	6.0	4.25628	4.2199	32.80301	873.0	191.06543	8.0	1.46336	0.65474	0.86065	566.71392	88.12846	0.91218	0.84406
10	606.3839	117.39546	44.05326	19.79496	0.55291	0.44092	0.83313	4.49413	4.0	11.20133	3.36029	39.31747	904.0	205.69152	9.0	1.66934	0.76787	0.85562	727.83655	106.85459	0.91021	0.66738
11	4075.8456	433.43689	102.8708	66.43985	0.27263	0.16917	0.6982	4.57607	10.0	14.35177	4.00109	146.33638	1180.0	132.9436	24.0	1.76649	1.7507	0.92954	5837.64193	285.32206	0.65828	0.62915
12	2174.71582	254.96868	73.5414	47.4238	0.42038	0.17023	0.75473	4.39993	5.0	19.95332	3.87605	86.3699	1077.0	215.8518	12.0	2.43524	1.94114	0.90286	2881.44716	205.07635	0.80432	0.6498
13	2149.01827	248.57069	87.29348	37.92847	0.43707	0.46566	0.75067	3.54838	6.0	10.89922	3.80312	98.1853	1147.0	173.15022	14.0	1.92794	1.41637	0.91925	2862.78469	212.06521	0.85314	0.6005
14	1819.64023	227.58688	74.13444	36.34675	0.44147	0.37505	0.79109	4.65278	8.0	15.23074	3.39936	80.7786	931.0	210.84354	12.0	2.59338	1.6926	0.87897	2300.17455	186.37802	0.81893	0.65827
15	4632.10463	478.07751	125.05076	65.49398	0.25468	0.32431	0.66311	4.04812	9.0	17.73314	4.27199	167.89553	936.0	200.17992	24.0	2.10073	2.00151	0.90316	6985.43304	316.70352	0.66245	0.58034
16	3690.48014	425.68129	98.32976	69.66651	0.25593	0.10995	0.66811	3.96271	10.0	13.6935	3.15711	137.5932	985.0	216.41164	18.0	2.17674	2.19045	0.91223	5523.79967	288.72855	0.67827	0.55631
17	547.75832	92.74188	27.24491	25.97736	0.80029	0.00227	0.96439	3.69863	4.0	7.24959	6.48614	27.35959	1074.0	188.66107	8.0	1.43569	0.37029	0.88691	567.98414	87.21867	0.94045	0.90486
18	1394.80021	200.88007	73.25517	26.90444	0.43436	0.58109	0.81707	5.06667	5.0	13.15675	1.75048	76.75943	983.0	223.46812	11.0	2.15073	1.73469	0.89282	1707.07912	170.07751	0.84666	0.60594
19	572.08793	114.09952	35.95603	22.58157	0.55221	0.1886	0.83345	5.05209	4.0	15.25708	1.56292	44.71646	930.0	228.65695	7.0	2.5686	1.19491	0.82067	686.40781	103.0606	0.90325	0.67684
