Object	Area_(microns^2)	Perimeter_(microns)	Length_(microns)	Width_(microns)	Circularity	Eccentricity	Solidity	MarginRoughness	BranchCount	AvgBranchLength_(microns)	AvgLobeRadius_(microns)	LongestPathLength_(microns)	AvgConcavity	StdDevConcavity	LobeCount	AvgLobeDepth_(microns)	AvgNeckDepth_(microns)	NonLobeAreaRatio	ConvexHullArea_(microns^2)	ConvexHullPerimeter_(microns)	ConvexHullConvexity	ConvexHullRoundness
1	654.94542	108.09376	37.46021	23.20737	0.70439	0.19828	0.9413	3.46012	3.0	14.32041	2.81326	35.44618	911.0	203.89213	7.0	2.23703	0.77654	0.81411	695.7879	100.16436	0.92664	0.82033
2	601.2053	103.16825	33.51651	24.3717	0.70981	0.09502	0.93624	3.72939	3.0	10.18709	5.41814	26.91753	783.0	95.09469	6.0	2.86902	0.66864	0.79018	642.1455	95.21947	0.92295	0.83326
3	2644.3067	363.75584	78.14016	63.40806	0.25113	0.04241	0.63772	4.58231	8.0	13.89852	4.61063	113.60922	1059.0	210.96445	16.0	2.53082	2.64497	0.87426	4146.48943	243.67166	0.66988	0.55964
4	2134.36188	306.53599	81.18616	44.29888	0.28544	0.29285	0.64832	4.71534	7.0	18.61356	3.03654	99.18049	1040.0	215.93054	15.0	2.33352	1.91926	0.88853	3292.11934	218.89282	0.71409	0.55978
5	2680.26372	354.83337	76.81519	60.93777	0.26751	0.05176	0.69929	5.31123	10.0	12.23692	3.00081	103.49924	1018.0	217.02304	17.0	2.65377	2.2566	0.86741	3832.84258	232.47126	0.65516	0.62323
6	285.11573	70.77208	22.45173	17.41103	0.71533	0.06196	0.9243	4.15821	0.0	NaN	1.87551	24.46128	935.0	229.29021	4.0	3.05017	1.01996	0.66724	308.46825	66.06589	0.9335	0.82087
7	2775.43257	337.16391	78.80935	56.59578	0.3068	0.10208	0.70445	5.1461	9.0	16.12254	2.32702	104.64232	1063.0	208.78937	16.0	2.52742	2.55823	0.88217	3939.83426	238.00122	0.70589	0.61572
8	1381.90258	194.29896	53.66449	37.71808	0.45999	0.11471	0.79108	4.96984	8.0	10.44391	2.14902	70.02663	1007.0	225.27095	12.0	1.8223	1.55927	0.91777	1746.84681	156.15494	0.80368	0.71216
9	1651.67795	229.39194	66.60566	35.61457	0.39444	0.30838	0.75397	5.32067	8.0	16.15231	2.46161	78.53307	1139.0	171.06724	12.0	2.42272	2.42351	0.91375	2190.64243	178.88174	0.77981	0.64864
10	585.27869	111.23262	39.29399	21.18328	0.59444	0.3021	0.87509	4.4166	3.0	13.56142	4.27199	35.91965	1009.0	214.99302	9.0	1.50269	0.73267	0.87896	668.82014	100.42925	0.90288	0.72921
11	348.43135	90.20978	33.50267	16.1746	0.53805	0.38682	0.82356	4.19462	3.0	13.28153	1.77131	35.49981	931.0	216.5964	6.0	2.32848	1.27253	0.74257	423.08125	81.39406	0.90228	0.66091
12	794.37658	146.81748	43.47373	27.42865	0.46311	0.18537	0.7884	6.18705	7.0	9.43916	1.96482	48.85591	923.0	204.58983	8.0	2.76026	1.65537	0.80615	1007.57827	121.54681	0.82788	0.67569
13	2555.0004	346.96512	83.89058	53.02227	0.2667	0.18413	0.6663	5.43649	10.0	11.41624	3.84479	100.32896	1158.0	164.04573	15.0	2.95213	2.60039	0.85261	3834.60135	233.894	0.67411	0.5869
14	1270.22086	190.94019	58.59591	32.76304	0.43782	0.27422	0.77128	5.2739	7.0	10.4324	2.45602	65.68186	1057.0	202.82012	11.0	2.21861	1.76038	0.88385	1646.8902	153.83004	0.80565	0.67454
15	345.50007	87.40572	32.23074	15.80675	0.5683	0.37483	0.86965	4.76546	4.0	8.81807	2.18809	28.86888	1110.0	164.08839	6.0	2.90842	0.74884	0.66516	397.286	80.18284	0.91736	0.6753
16	2963.32755	420.43938	90.81445	62.92734	0.21066	0.12336	0.62307	4.98724	12.0	11.72492	2.63092	103.73979	1179.0	149.38541	18.0	2.87463	3.09994	0.86597	4756.00002	261.405	0.62174	0.54496
17	2975.83434	390.84727	75.42509	69.18884	0.2448	0.00741	0.68524	4.7435	9.0	17.07366	3.26478	104.12441	1211.0	89.66605	17.0	2.61021	3.2744	0.89569	4342.7874	242.12643	0.61949	0.63787
18	465.87793	96.56874	30.25617	21.50008	0.62778	0.1082	0.89607	4.79891	3.0	13.411	3.02165	35.44618	1041.0	213.71476	7.0	2.09616	0.76887	0.82949	519.91117	87.67306	0.90788	0.76164
19	2227.96738	320.03077	85.2726	43.27851	0.27336	0.34851	0.69979	4.9552	8.0	17.65557	2.14902	108.85761	1077.0	208.67439	15.0	2.53562	2.30981	0.87869	3183.75973	231.69468	0.72398	0.52154
20	1477.16915	215.03143	73.01863	29.07248	0.40145	0.52756	0.80784	5.39164	6.0	12.26793	3.75102	75.00959	1188.0	102.13227	12.0	2.40445	1.95557	0.88206	1828.53178	169.23282	0.78701	0.64814
21	450.14673	87.89221	27.20361	22.32952	0.73226	0.03799	0.9429	3.67935	3.0	12.92578	2.29229	28.60073	985.0	221.59422	6.0	2.30075	0.58688	0.78294	477.40762	81.63337	0.92879	0.84885
22	2462.07886	336.61459	73.08813	56.88367	0.27305	0.06029	0.68714	4.8746	7.0	20.31571	3.61705	98.91392	1190.0	129.2749	16.0	2.41194	2.88616	0.8892	3583.09762	220.39912	0.65475	0.63693
23	2923.36445	382.82194	83.57826	60.73801	0.25067	0.09535	0.67998	5.19485	11.0	13.23623	3.2111	112.31826	1166.0	162.90795	18.0	2.43738	2.8497	0.90294	4299.20906	245.81266	0.64211	0.60797
24	1800.58692	238.44769	74.68027	37.35848	0.39796	0.35962	0.77066	4.66577	7.0	15.1574	3.88498	81.78839	1171.0	137.52818	12.0	2.51113	1.90478	0.86895	2336.4247	195.3427	0.81923	0.59297
25	787.34151	133.57403	43.98896	25.14826	0.55453	0.2574	0.83746	4.17089	4.0	16.57866	2.34439	46.44409	931.0	214.45979	9.0	1.87989	1.39997	0.90506	940.15885	115.3287	0.86341	0.74387
26	631.49518	120.93196	47.57571	18.83973	0.54262	0.53128	0.86798	3.85313	3.0	15.20019	4.37619	44.53335	1214.0	55.82114	7.0	2.83598	0.78219	0.74284	727.54342	111.37551	0.92098	0.63974
27	2235.97955	312.30881	91.22918	40.23005	0.28808	0.45481	0.70547	5.09026	10.0	14.45221	3.00081	112.30525	997.0	227.16074	13.0	3.26658	2.7623	0.87026	3169.49417	224.59818	0.71915	0.55701
28	1006.21034	161.49977	54.65507	27.78653	0.48479	0.3472	0.8371	4.90012	6.0	8.32946	4.0636	57.09038	1045.0	196.62401	9.0	2.27648	1.36585	0.84055	1202.01977	139.53037	0.86397	0.64947
29	1264.65143	193.72584	63.1124	29.66797	0.42345	0.40709	0.76117	5.10455	7.0	10.92043	3.30447	74.92073	975.0	227.69278	12.0	2.13573	1.341	0.89801	1661.44888	163.1723	0.84228	0.59688
30	376.66934	82.2971	26.94728	18.47596	0.69888	0.12993	0.92313	5.17215	3.0	11.52809	2.50068	30.55208	1015.0	234.40563	6.0	2.07013	0.90964	0.79689	408.03402	75.49688	0.91737	0.83045
31	290.39203	83.16821	35.10494	11.41862	0.52757	0.6539	0.86572	4.34192	0.0	NaN	3.59473	26.1943	900.0	150.84761	5.0	2.73607	1.91643	0.60868	335.43602	77.31048	0.92957	0.61055
32	1899.66415	280.89101	90.69962	32.49603	0.30256	0.59672	0.75124	4.92285	7.0	19.84803	3.61705	91.36206	882.0	180.32193	11.0	3.78941	2.58458	0.80897	2528.7166	212.75451	0.75743	0.52739
