Object	Area_(microns^2)	Perimeter_(microns)	Length_(microns)	Width_(microns)	Circularity	Eccentricity	Solidity	MarginRoughness	BranchCount	AvgBranchLength_(microns)	AvgLobeRadius_(microns)	LongestPathLength_(microns)	AvgConcavity	StdDevConcavity	LobeCount	AvgLobeDepth_(microns)	AvgNeckDepth_(microns)	NonLobeAreaRatio	ConvexHullArea_(microns^2)	ConvexHullPerimeter_(microns)	ConvexHullConvexity	ConvexHullRoundness
1	1630.96358	207.8642	65.41157	36.70646	0.47435	0.27147	0.8079	5.02504	6.0	15.14133	2.96956	74.30857	886.0	188.41444	10.0	2.58842	1.9482	0.88342	2018.77178	175.84565	0.84596	0.66281
2	1141.24459	163.65263	56.82857	30.33958	0.53548	0.30957	0.86117	4.00948	3.0	22.63813	5.00136	56.17484	1084.0	207.67763	11.0	2.24624	1.15337	0.82586	1325.23119	147.53788	0.90153	0.65884
3	504.4731	97.25674	30.51415	22.16454	0.67021	0.09562	0.90786	5.1322	4.0	9.711	3.43843	27.22091	770.0	121.37545	8.0	1.5415	0.69628	0.87449	555.67277	87.46229	0.89929	0.82872
4	655.53167	116.73888	32.4781	28.14151	0.60447	0.02026	0.86167	5.65279	5.0	14.96085	2.06306	35.84381	917.0	216.28453	8.0	2.04469	0.89842	0.86868	760.76458	102.5763	0.87868	0.78291
5	323.12464	76.65756	23.04654	19.13799	0.69099	0.03376	0.91505	5.0819	4.0	6.80293	3.43843	25.55072	971.0	228.834	5.0	2.5695	0.98692	0.74025	353.1214	69.96722	0.91272	0.82945
6	1105.18986	147.88471	50.21181	29.14385	0.63504	0.24603	0.90684	5.12345	4.0	11.30534	3.98546	51.12905	964.0	220.88685	10.0	1.82615	0.98147	0.90054	1218.72806	131.95752	0.8923	0.79759
7	4004.81095	432.05865	93.3727	69.59491	0.26959	0.08164	0.72604	5.22294	10.0	16.53527	3.50095	114.00146	1107.0	189.6655	23.0	2.11149	2.11248	0.92015	5515.98293	277.61377	0.64254	0.653
8	2441.95074	292.8765	90.31083	44.5403	0.35775	0.37052	0.7121	5.67456	10.0	10.24304	2.78201	102.77982	1014.0	217.43965	18.0	1.85655	1.59777	0.93154	3429.20548	227.62099	0.77719	0.59227
9	2679.18892	290.59574	76.10054	54.13479	0.39869	0.10758	0.73136	4.87644	8.0	17.19828	3.00863	106.10718	1151.0	167.2812	18.0	1.78325	1.69111	0.93239	3663.31695	227.81256	0.78395	0.64872
10	2297.04786	296.41299	85.26791	43.64603	0.32854	0.34196	0.74079	4.52207	6.0	17.01097	4.42829	107.45558	979.0	216.081	12.0	3.11498	3.29446	0.85112	3100.80453	215.77766	0.72796	0.61996
11	477.89617	100.96333	27.82044	24.53978	0.58914	0.01558	0.85254	5.45782	5.0	11.14732	2.43816	35.19642	762.0	147.92228	7.0	1.78731	1.15099	0.87058	560.55824	90.8214	0.89955	0.72806
12	2327.14232	324.98769	73.22458	55.49274	0.27688	0.07311	0.68103	4.83253	9.0	12.38898	2.848	94.45649	1171.0	139.94642	14.0	2.82476	3.10731	0.88718	3417.08953	219.21547	0.67453	0.60854
13	4374.15209	422.64969	106.84322	64.83408	0.30771	0.21321	0.74244	5.12236	10.0	15.71864	3.62598	137.26222	1096.0	195.77794	22.0	2.03215	2.31514	0.94445	5891.57747	289.30292	0.6845	0.65675
14	1020.18277	154.67811	46.04391	31.22863	0.53583	0.1368	0.84508	4.74506	5.0	19.25644	1.81299	54.9245	1129.0	156.14737	10.0	1.8864	1.25733	0.89503	1207.19836	135.24609	0.87437	0.70087
15	1705.61348	229.46239	53.35228	46.55555	0.40707	0.01834	0.77517	6.3586	10.0	12.42577	1.59418	69.46811	1169.0	145.76008	13.0	2.17848	2.26281	0.92455	2200.31565	171.87932	0.74905	0.72551
