Object	Area_(microns^2)	Perimeter_(microns)	Length_(microns)	Width_(microns)	Circularity	Eccentricity	Solidity	MarginRoughness	BranchCount	AvgBranchLength_(microns)	AvgEndpointDist_(microns)	LongestPathLength_(microns)	MinCoreWidth_(microns)	MaxCoreWidth_(microns)	AvgConcavity	StdDevConcavity	ConvexHullArea_(microns^2)	ConvexHullPerimeter_(microns)	ConvexHullConvexity	ConvexHullRoundness	LobeNumber	NoneLobeArea_(microns^2)	AvgLobeLength_(microns)	AvgApicalLobeLength_(microns)	AvgBasalLobeLength_(microns)	AvgBasalLobeWidth_(microns)	AvgEquatorLobeWidth_(microns)
1	1523.66681	207.44848	87.92047	25.15138	0.44492	0.72031	0.80943	3.81728	3.0	27.17713	6.10285	72.93859	21.58273	21.58273	937.0	207.73782	1882.39951	189.65144	0.91421	0.53234	8.0	1029.13812	5.71766	2.94209	2.77557	18.51685	21.19354
2	9635.93132	708.96522	163.93684	104.25769	0.24091	0.17982	0.6496	4.66578	12.0	16.70739	5.28417	218.37149	24.52368	37.40371	993.0	221.40009	14833.66709	462.06702	0.65175	0.56714	22.0	7661.80471	6.46639	3.48803	2.97836	19.6938	25.87761
3	11779.55365	960.00695	176.59388	132.34466	0.16062	0.07879	0.59819	4.82482	16.0	18.65493	4.54923	238.68068	21.6012	33.36896	992.0	215.05348	19692.01262	532.7287	0.55492	0.52159	33.0	9271.61523	5.43898	3.10563	2.36227	18.90539	22.31843
4	1131.43378	140.15636	47.19346	32.68034	0.72379	0.12375	0.94488	3.43841	3.0	19.04584	3.8701	46.21678	12.53525	23.22059	1044.0	224.91109	1197.4374	131.71513	0.93977	0.81954	6.0	740.59659	5.43123	3.30282	2.12841	17.80302	27.77894
5	1942.62034	240.44829	75.57356	39.66639	0.42224	0.32265	0.73039	5.14206	6.0	14.10425	2.3816	83.40735	10.75434	24.13022	1074.0	192.41102	2659.68694	198.66479	0.82623	0.61852	8.0	1222.76206	7.74974	3.66093	4.0888	18.49596	22.82236
6	6155.48629	538.50694	171.09294	62.67838	0.26674	0.5827	0.64469	5.22589	9.0	19.38963	5.25936	193.13485	19.64819	32.15159	1204.0	98.03571	9547.99295	393.13531	0.73005	0.50048	19.0	4812.68138	6.23633	3.12112	3.11522	18.45593	21.00526
7	369.89948	75.77112	25.18557	19.27743	0.80963	0.0682	0.98565	3.84828	0.0	NaN	6.02842	14.79961	12.43944	16.07579	1143.0	153.15678	375.28346	71.52881	0.94401	0.90851	3.0	44.4677	7.6594	6.45673	1.20267	11.29341	23.42595
8	727.43574	112.36192	33.58237	29.9236	0.72405	0.01319	0.94191	4.13087	3.0	14.7635	4.31665	33.46494	11.64459	21.1723	1063.0	175.36248	772.30226	105.5509	0.93938	0.8205	7.0	489.34411	3.84594	2.27353	1.57241	11.79608	17.00889
9	11821.42906	999.68415	195.31497	139.42144	0.14865	0.10556	0.55179	5.1777	16.0	24.50816	4.54923	306.91848	23.83087	32.76592	1070.0	217.26021	21423.66064	564.92686	0.56511	0.46547	33.0	9382.68478	6.00461	3.13078	2.87383	19.23834	23.24362
10	3803.08512	330.66224	105.59802	54.05578	0.4371	0.34191	0.78518	5.45049	8.0	19.32365	5.58187	112.15066	21.43439	36.82344	1191.0	117.36269	4843.58942	267.58076	0.80923	0.66748	13.0	2801.66453	6.19198	3.46383	2.72815	18.16855	25.10663
11	7633.68836	580.35568	134.26768	94.87407	0.28481	0.11153	0.73619	5.12111	8.0	29.43642	4.01895	203.25997	31.91504	35.72398	1071.0	211.61758	10369.14986	382.77447	0.65955	0.65472	20.0	6117.2002	6.06692	3.00647	3.06045	20.13575	25.61396
12	2170.34283	201.05125	62.20841	46.83022	0.67472	0.07649	0.90077	3.2414	3.0	23.3158	9.8241	61.53956	37.14693	37.14693	920.0	219.2624	2409.4315	180.9015	0.89978	0.8334	9.0	1696.35304	4.52682	2.76309	1.76373	17.92072	25.15523
13	11995.71054	1007.80092	212.13584	119.29566	0.14842	0.26986	0.57535	5.2057	16.0	19.36505	3.90731	269.15667	21.43439	31.19463	1075.0	214.02103	20849.36927	576.68333	0.57222	0.45327	36.0	9482.38814	5.62739	3.10283	2.52689	18.65707	23.58428
14	3563.79704	348.99481	109.59198	51.64918	0.36769	0.40515	0.71743	4.92291	7.0	20.558	4.4655	136.80066	22.76966	30.52259	1035.0	223.32488	4967.421	279.14914	0.79987	0.57471	13.0	2777.93513	5.53633	3.24355	2.29277	18.20415	23.65614
