Object	Area_(microns^2)	Perimeter_(microns)	Length_(microns)	Width_(microns)	Circularity	Eccentricity	Solidity	MarginRoughness	BranchCount	AvgBranchLength_(microns)	AvgEndpointDist_(microns)	LongestPathLength_(microns)	MinCoreWidth_(microns)	MaxCoreWidth_(microns)	AvgConcavity	StdDevConcavity	ConvexHullArea_(microns^2)	ConvexHullPerimeter_(microns)	ConvexHullConvexity	ConvexHullRoundness	LobeNumber	NoneLobeArea_(microns^2)	AvgLobeLength_(microns)	AvgApicalLobeLength_(microns)	AvgBasalLobeLength_(microns)	AvgBasalLobeWidth_(microns)	AvgEquatorLobeWidth_(microns)
16	350.75643	77.89008	25.9144	18.20086	0.72653	0.11514	0.97182	3.90937	3.0	11.11448	2.3816	26.58173	14.97108	14.97108	962.0	229.8282	360.92618	74.27307	0.95356	0.79901	5.0	169.69513	4.48797	3.35473	1.13325	10.71284	17.25257
17	257.03527	64.86352	22.01694	15.7976	0.76772	0.10258	0.99922	3.75614	3.0	5.85184	4.31665	17.37056	11.61029	11.61029	1094.0	160.46183	257.23468	62.01254	0.95605	0.83993	2.0	0.39881	8.38324	7.00169	1.38155	12.13104	27.57842
18	5349.48429	469.83573	143.20069	55.32196	0.30453	0.548	0.73346	5.53494	9.0	21.14823	4.86243	163.33207	24.81467	32.16399	1146.0	170.01471	7293.50049	349.56905	0.74402	0.55012	19.0	4258.33068	5.15186	2.88986	2.26201	17.04753	21.41452
19	2091.77658	209.73926	63.97532	43.92302	0.59754	0.12908	0.883	4.97608	5.0	17.02448	6.69825	59.07696	27.70049	29.74169	1169.0	110.9955	2368.95193	179.77243	0.85712	0.81335	10.0	1503.52673	4.84921	2.91284	1.93637	15.7416	22.18854
20	5344.10031	473.29978	126.70281	64.39028	0.29979	0.3475	0.71322	4.99726	10.0	19.08704	4.91205	150.27377	26.79299	30.79575	1214.0	80.26207	7492.90721	335.48226	0.70882	0.59669	16.0	4057.12929	6.94946	3.91433	3.03513	17.89522	22.42757
21	3784.34089	379.08003	136.56067	41.92438	0.33093	0.68515	0.75429	4.79118	6.0	24.94128	4.24222	148.84436	21.73005	28.38315	1073.0	213.83171	5017.07328	304.55753	0.80341	0.5127	11.0	2415.81251	8.16372	4.61902	3.5447	24.69252	31.58395
22	1084.17438	137.26036	49.74081	28.55189	0.72313	0.25435	0.94672	4.11407	5.0	9.84423	4.37619	46.15331	19.83003	24.26208	1156.0	110.24518	1145.19284	129.07869	0.94039	0.81771	8.0	749.37048	3.93653	2.37185	1.56468	13.04003	17.34141
23	444.677	86.37997	29.157	20.18831	0.74891	0.12382	0.95299	4.27777	3.0	11.39103	3.12585	29.7842	16.61261	16.61261	1120.0	154.88383	466.61174	82.42179	0.95418	0.82257	5.0	240.68392	4.29408	2.66844	1.62564	12.58515	19.81643
24	2894.18925	275.8844	71.05465	62.37804	0.47784	0.01677	0.7916	4.80283	7.0	16.0789	4.91205	97.1289	24.11369	30.12805	1149.0	157.42617	3656.12236	225.51239	0.81742	0.71515	12.0	2263.06696	5.11728	2.61364	2.50364	16.52205	21.52745
25	305.2917	79.71346	30.13342	15.08928	0.60376	0.35885	0.88651	4.85857	3.0	11.18052	2.23275	31.38543	11.61029	11.61029	1079.0	130.03846	344.37542	73.70199	0.92459	0.70626	3.0	43.27126	8.01012	6.41481	1.59531	10.01475	20.54944
26	7164.68374	624.34516	127.10963	102.10644	0.23097	0.04648	0.67037	5.07266	12.0	18.93859	4.35386	163.99532	21.89461	34.18367	933.0	211.37881	10687.6024	386.03751	0.61831	0.60415	20.0	5675.91311	6.27374	3.60971	2.66959	18.34182	20.99632
27	4327.32541	379.12491	85.8109	73.03392	0.37832	0.02555	0.75854	5.45839	9.0	21.60949	4.4655	109.34442	27.68609	39.23544	1017.0	232.72086	5704.82708	280.26112	0.73923	0.69231	13.0	3297.38966	7.34753	4.13673	3.2108	17.5933	21.99295
28	2737.25616	240.78104	70.52611	55.65207	0.59331	0.05407	0.84824	3.98391	4.0	26.17678	6.80988	69.82589	39.21511	41.14079	958.0	218.97488	3226.99908	213.55787	0.88694	0.75421	9.0	1999.45126	6.45706	3.84271	2.61435	19.28647	24.11473
29	1091.55243	171.80337	56.47784	29.45571	0.46472	0.32755	0.79472	5.34839	5.0	11.00526	2.94723	67.33156	13.51505	17.86199	1101.0	190.08419	1373.51354	147.80938	0.86034	0.62784	9.0	742.59066	4.2348	2.01715	2.21764	13.98243	18.71063
30	1019.36719	142.26761	48.02202	29.02329	0.63289	0.21614	0.89637	4.9347	3.0	18.13597	5.0609	49.57247	19.83003	19.83003	778.0	122.91054	1137.21657	128.53446	0.90347	0.77536	6.0	577.48188	6.29781	3.67648	2.62132	16.51215	25.18701
