Object	Area_(microns^2)	Perimeter_(microns)	Length_(microns)	Width_(microns)	Circularity	Eccentricity	Solidity	MarginRoughness	BranchCount	AvgBranchLength_(microns)	AvgEndpointDist_(microns)	LongestPathLength_(microns)	MinCoreWidth_(microns)	MaxCoreWidth_(microns)	AvgConcavity	StdDevConcavity	ConvexHullArea_(microns^2)	ConvexHullPerimeter_(microns)	ConvexHullConvexity	ConvexHullRoundness	LobeNumber	NoneLobeArea_(microns^2)	AvgLobeLength_(microns)	AvgApicalLobeLength_(microns)	AvgBasalLobeLength_(microns)	AvgBasalLobeWidth_(microns)	AvgEquatorLobeWidth_(microns)
1	1724.07057	203.14392	55.11584	43.72523	0.525	0.05174	0.82999	6.28192	7.0	17.36195	2.48792	63.75916	25.14991	31.19463	868.0	207.53313	2077.21989	171.43459	0.84391	0.73717	8.0	1135.2225	8.14768	4.38749	3.76019	15.68586	19.0996
2	741.99244	116.08755	39.02796	26.53697	0.69189	0.13519	0.92862	3.8089	3.0	15.06739	4.01895	43.04605	20.5607	20.5607	938.0	216.87093	799.02276	109.27717	0.94133	0.78082	6.0	464.21886	4.78243	2.63511	2.14732	13.69706	18.44513
3	7046.03674	567.75483	125.74488	94.29494	0.27468	0.07848	0.69714	5.17873	10.0	24.18569	4.33153	175.28056	26.64372	33.619	971.0	221.66642	10107.12942	376.77997	0.66363	0.6237	22.0	5635.43354	5.09685	2.79407	2.30278	18.44235	22.74229
4	7519.62772	682.47099	175.0301	80.59211	0.20288	0.42269	0.61301	5.4161	12.0	16.22053	4.09337	213.81078	20.92599	28.49534	1127.0	189.98158	12266.70428	429.00255	0.6286	0.51344	24.0	5977.41608	5.75949	2.97562	2.78387	18.93874	21.59764
5	2586.10586	260.276	72.91171	52.86821	0.47972	0.09661	0.81285	4.87041	6.0	20.6841	4.7632	83.28586	18.9455	33.04469	1138.0	156.55031	3181.53435	215.40674	0.82761	0.70039	12.0	1887.18527	5.19582	3.19893	2.00565	14.88095	21.13326
6	7562.10135	633.47745	153.57539	88.63932	0.2368	0.25023	0.64229	4.81365	11.0	22.539	5.60217	199.30993	26.26685	35.33109	1167.0	164.98788	11773.57145	411.99943	0.65038	0.55983	22.0	6022.28259	5.59304	3.27216	2.32088	19.47308	23.81634
7	10480.61822	762.11328	187.92175	90.34583	0.22676	0.39002	0.70841	4.81592	13.0	20.7733	4.5342	218.14164	25.00679	37.56331	1142.0	179.67192	14794.58338	469.26193	0.61574	0.59809	25.0	8328.02259	6.04008	2.89634	3.15215	19.97208	25.77629
8	2053.49049	252.21181	89.7539	33.72436	0.40567	0.56636	0.75487	5.57041	6.0	16.73776	3.79567	93.25004	17.95108	26.79299	1102.0	181.38908	2720.30658	213.65039	0.84711	0.56532	11.0	1295.1467	5.71838	2.83013	2.88825	14.01038	17.03363
9	7595.40227	662.34451	151.61891	94.90034	0.21757	0.19099	0.66634	5.06498	13.0	20.12857	4.2594	224.05514	22.39882	28.85693	971.0	218.77386	11398.6868	415.07473	0.62667	0.554	24.0	5969.2404	5.56289	2.70837	2.85452	17.57826	20.78223
10	1076.99574	140.0666	41.208	35.56648	0.68985	0.02137	0.88497	4.13513	4.0	16.47746	4.57714	41.84104	29.68801	29.68801	1169.0	144.46453	1216.97926	128.62163	0.91829	0.81808	5.0	555.94596	7.73379	3.69331	4.04048	18.28681	26.26881
11	6003.33896	548.76444	152.78981	71.7012	0.25051	0.40838	0.60962	5.16655	11.0	16.99564	3.5724	197.97028	21.89461	28.92595	1196.0	111.11256	9847.70127	377.9812	0.68879	0.52803	23.0	4855.75324	4.6427	2.45797	2.18473	16.67389	21.53403
12	7805.37756	698.65513	143.70497	99.99453	0.20095	0.12079	0.62435	5.16426	13.0	15.59008	4.3281	175.12733	18.39005	30.37852	1053.0	216.25217	12501.60541	426.28494	0.61015	0.53976	28.0	6449.2124	4.80155	2.60224	2.20014	17.05604	20.75324
13	296.71721	91.17052	33.05185	14.71296	0.44858	0.44787	0.76741	6.39552	3.0	13.13234	2.23275	33.4518	11.04703	11.04703	938.0	208.73428	386.64965	80.92872	0.88766	0.56931	4.0	94.7182	7.3895	4.11575	3.27375	10.57425	14.19757
14	8206.58389	782.27374	170.55412	98.87984	0.16852	0.24688	0.60433	5.28265	13.0	20.29342	3.26325	219.32261	20.54129	27.57061	1163.0	159.92498	13579.59818	458.81758	0.58652	0.48988	31.0	6786.01036	4.61605	2.35338	2.26267	16.65555	19.42875
15	1910.11705	203.70426	68.23478	38.4195	0.57846	0.26892	0.85887	4.07051	5.0	15.28053	3.30447	79.3884	16.29754	29.68801	1215.0	47.53946	2223.98324	181.11004	0.88908	0.73179	9.0	1459.25844	5.05724	2.5554	2.50184	17.35557	20.49008
16	1674.21889	212.0858	57.16848	43.10604	0.46773	0.07566	0.78585	6.0701	7.0	14.79055	2.10516	76.18594	13.86463	26.1451	1147.0	163.43806	2130.46148	173.30871	0.81716	0.70046	7.0	980.48288	8.76796	4.77825	3.98971	17.18559	22.93669
17	6347.51497	512.65193	158.78641	65.11142	0.30351	0.50711	0.69855	5.02347	8.0	23.8826	3.90731	202.97209	25.21326	33.04469	1004.0	223.06725	9086.76519	390.00596	0.76076	0.52441	19.0	5086.66623	5.86184	3.08595	2.7938	19.8368	21.89338
18	4375.58183	403.87011	115.00518	59.57285	0.3371	0.33279	0.72705	4.79814	7.0	25.89814	4.01895	137.0491	27.58507	34.75064	1013.0	218.14216	6018.29446	309.69464	0.76682	0.5733	14.0	3222.21332	6.50384	3.62194	2.88191	17.43356	24.67146
19	7336.17353	614.24089	140.39377	95.28868	0.24434	0.13634	0.64817	4.62057	11.0	18.63628	4.74967	184.39652	22.05793	31.71447	1043.0	212.78393	11318.32589	395.22744	0.64344	0.59018	24.0	5918.19228	4.5999	2.52108	2.07882	17.1934	21.71801
20	259.42815	67.86787	24.21526	14.04308	0.70778	0.24666	0.98115	4.2755	0.0	NaN	0.66982	27.62806	4.80949	10.7172	1046.0	161.72817	264.41332	63.98823	0.94284	0.79621	6.0	168.09987	2.723	1.7657	0.9573	8.52197	13.51648
21	310.87509	84.76559	33.01016	13.20937	0.5437	0.5241	0.90692	4.26094	0.0	NaN	2.6793	29.93743	5.64846	11.98219	942.0	248.92569	342.78017	78.92023	0.93104	0.62722	4.0	125.22743	5.61797	3.3936	2.22437	12.02488	20.91368
22	626.93475	106.50645	39.39699	21.15551	0.69451	0.30512	0.96059	3.95839	4.0	9.10939	4.24222	35.51273	14.53861	16.07579	816.0	172.27594	652.65822	100.97816	0.94809	0.77264	7.0	443.28116	3.54216	2.47814	1.06402	11.97907	17.65197
23	294.92255	72.13526	24.2922	16.01853	0.71223	0.15516	0.92844	5.56886	4.0	7.11114	2.6793	23.94731	11.61029	12.14747	961.0	227.13212	317.65492	66.33811	0.91964	0.84215	3.0	67.99769	7.06015	4.35188	2.70827	12.53636	24.08819
24	2077.41929	237.20864	80.69045	37.24399	0.46395	0.42087	0.82038	5.36546	6.0	18.54512	3.2747	88.08955	18.75509	24.52368	835.0	164.82718	2532.26604	199.16894	0.83964	0.6581	9.0	1277.59891	7.24227	3.42777	3.8145	17.32545	23.26647
25	2554.799	254.99946	85.38914	42.8809	0.49373	0.35665	0.82958	4.26328	4.0	24.86421	3.90731	99.20842	15.59731	17.86199	839.0	188.40382	3079.63751	221.70899	0.86945	0.65313	10.0	1788.27954	5.76713	2.88764	2.87949	18.3802	22.83269
26	476.78149	102.05954	40.18481	16.72858	0.5752	0.49646	0.8945	4.81548	0.0	NaN	4.01895	33.49668	8.79601	12.78724	855.0	187.10425	533.01418	94.43448	0.92529	0.67184	4.0	125.62624	7.68125	5.69776	1.98349	11.7408	18.34513
27	347.96474	81.54454	31.91503	14.50757	0.65759	0.43231	0.96837	3.76356	4.0	7.36943	3.34912	27.92138	12.50339	13.51505	964.0	215.52726	359.33092	76.95452	0.94371	0.73837	3.0	68.59591	9.20573	5.94976	3.25597	12.88341	21.19683
