Object	Area_(microns^2)	Perimeter_(microns)	Length_(microns)	Width_(microns)	Circularity	Eccentricity	Solidity	MarginRoughness	BranchCount	AvgBranchLength_(microns)	AvgEndpointDist_(microns)	LongestPathLength_(microns)	MinCoreWidth_(microns)	MaxCoreWidth_(microns)	AvgConcavity	StdDevConcavity	ConvexHullArea_(microns^2)	ConvexHullPerimeter_(microns)	ConvexHullConvexity	ConvexHullRoundness	LobeNumber	NoneLobeArea_(microns^2)	AvgLobeLength_(microns)	AvgApicalLobeLength_(microns)	AvgBasalLobeLength_(microns)	AvgBasalLobeWidth_(microns)	AvgEquatorLobeWidth_(microns)
1	321.24424	81.65289	29.21447	15.91474	0.60548	0.2941	0.86753	4.46353	3.0	11.36549	2.23275	29.41426	11.61029	11.61029	850.0	202.43023	370.29829	75.32653	0.92252	0.71146	4.0	125.42683	6.30159	2.79038	3.51122	12.10677	17.35644
2	942.5956	149.47588	50.11389	27.65528	0.53014	0.28421	0.83339	5.57298	4.0	16.06265	2.79094	54.28641	17.88431	19.09229	946.0	231.97198	1131.03496	133.88689	0.89571	0.66078	7.0	613.3751	4.77901	2.85187	1.92714	14.38498	19.68664
3	3338.06863	328.46122	114.37654	41.357	0.38881	0.59097	0.7913	5.81704	7.0	14.33571	4.21033	131.13016	20.77297	27.68609	971.0	221.92566	4218.44933	267.85178	0.81547	0.58468	14.0	2444.32767	5.48813	3.12993	2.35819	15.93659	21.33476
4	3472.86758	352.77302	135.30081	36.21275	0.35068	0.75049	0.80022	4.90398	5.0	18.16384	5.98377	147.6448	22.32749	26.80787	1049.0	212.53	4339.88803	296.53393	0.84058	0.49631	13.0	2495.97402	6.21355	3.52073	2.69281	19.36172	24.53323
5	7811.75857	681.62277	173.72595	87.40606	0.21129	0.35521	0.64306	5.2344	10.0	22.79	5.13532	212.18326	22.59383	29.48582	988.0	223.09191	12147.85787	445.19296	0.65314	0.49529	22.0	5776.81291	7.07249	3.65295	3.41953	20.38753	25.28281
6	1087.56429	157.42401	52.95035	30.33795	0.55147	0.25575	0.83014	4.78787	3.0	23.49018	3.5724	55.17951	12.63034	19.97031	835.0	130.57948	1310.1022	139.9765	0.88917	0.69752	6.0	607.79171	6.75628	3.83477	2.92152	16.87584	23.89569
7	825.34445	153.46309	44.9832	32.47435	0.44039	0.09908	0.73569	5.50581	3.0	26.5095	1.63735	60.60158	7.36469	14.28959	942.0	226.9978	1121.86225	138.34536	0.90149	0.5419	8.0	590.24392	3.98164	2.55624	1.4254	11.6316	15.42732
8	1997.05838	204.90382	68.28547	39.07334	0.59772	0.25673	0.89308	5.56604	4.0	20.35247	4.01895	66.14514	24.57241	26.38803	1147.0	157.9367	2236.14705	180.32114	0.88003	0.7718	11.0	1539.02113	4.36381	2.42175	1.94205	13.81679	17.89681
9	3824.42164	317.85238	108.59591	51.71792	0.47569	0.39721	0.79799	4.22736	4.0	33.49997	4.4655	126.05173	25.00679	31.24573	1018.0	214.21485	4792.5413	272.83921	0.85838	0.6456	11.0	2941.04983	5.39996	2.992	2.40797	20.81882	26.17373
10	307.28577	100.03805	26.84393	21.55033	0.38585	0.04674	0.75837	6.48382	4.0	9.37891	1.22801	41.19638	7.68273	8.79601	808.0	229.11787	405.19447	76.45641	0.76427	0.66058	5.0	112.26599	5.99606	2.36409	3.63197	9.76172	14.55397
