Object	Area_(microns^2)	Perimeter_(microns)	Length_(microns)	Width_(microns)	Circularity	Eccentricity	Solidity	MarginRoughness	BranchCount	AvgBranchLength_(microns)	AvgEndpointDist_(microns)	LongestPathLength_(microns)	MinCoreWidth_(microns)	MaxCoreWidth_(microns)	AvgConcavity	StdDevConcavity	ConvexHullArea_(microns^2)	ConvexHullPerimeter_(microns)	ConvexHullConvexity	ConvexHullRoundness	LobeNumber	NoneLobeArea_(microns^2)	AvgLobeLength_(microns)	AvgApicalLobeLength_(microns)	AvgBasalLobeLength_(microns)	AvgBasalLobeWidth_(microns)	AvgEquatorLobeWidth_(microns)
11	6228.46915	568.58446	132.10935	83.19382	0.2421	0.1867	0.66246	5.35322	10.0	25.71293	2.05413	195.45736	19.60755	30.22057	1004.0	229.49728	9402.02723	371.64726	0.65364	0.56667	23.0	5164.83366	4.63663	2.40837	2.22825	15.81709	19.12967
12	389.64075	94.1114	29.18939	20.06799	0.55283	0.12822	0.81792	6.54322	4.0	10.88766	2.45602	32.64846	14.31748	16.41944	1018.0	195.08716	476.38267	84.78283	0.90088	0.68117	6.0	227.52308	4.1704	2.26664	1.90376	10.40739	13.71541
13	2149.00631	279.54656	102.41645	35.15073	0.34557	0.62289	0.76514	5.13386	6.0	20.03581	4.01895	120.79604	17.17911	22.09406	1165.0	141.06382	2808.64376	238.47328	0.85307	0.47486	11.0	1426.95455	5.4322	3.08401	2.34819	18.21738	24.35661
14	8142.57433	703.33734	167.21605	89.69979	0.20684	0.30591	0.62949	4.82219	12.0	16.6149	5.80515	226.35136	22.76966	28.38315	1159.0	161.95678	12935.11564	442.93217	0.62976	0.52155	23.0	6038.83335	6.62939	3.85773	2.77167	18.9878	26.07193
15	4268.50042	451.64869	107.66675	72.24246	0.26296	0.14372	0.62911	5.45832	9.0	13.23742	4.36626	140.30414	17.95108	26.0381	1151.0	168.07141	6785.01333	316.50643	0.70078	0.53545	17.0	3233.5795	5.30733	3.09336	2.21397	17.97931	22.90488
16	10172.33542	781.50759	206.77241	85.10229	0.2093	0.50451	0.69733	5.26343	14.0	19.1068	5.45429	269.14353	22.48767	35.95766	1116.0	191.45757	14587.59919	514.5807	0.65845	0.48275	28.0	7854.63102	5.98301	3.31977	2.66324	17.50826	23.30186
17	3339.86329	326.98919	80.62531	64.81923	0.39253	0.04614	0.77149	5.81239	9.0	18.57023	3.02662	123.57054	23.37465	33.93779	914.0	220.90496	4329.12007	247.64167	0.75734	0.68437	14.0	2535.45655	5.46213	2.69736	2.76476	16.10593	19.57155
18	6961.8871	608.57583	140.30727	82.42859	0.23621	0.23701	0.71244	5.18018	10.0	22.34608	4.42084	198.89512	21.45299	32.15159	1008.0	223.95982	9771.92671	383.00174	0.62934	0.5964	19.0	5138.51198	6.97711	3.7658	3.21267	19.45428	23.82324
19	2341.83261	260.25741	74.19895	47.47358	0.43447	0.17563	0.76533	5.74233	7.0	19.1236	2.87068	92.41496	24.13022	31.57584	957.0	213.32839	3059.89624	215.20846	0.82691	0.6354	11.0	1724.07057	5.75707	3.0899	2.66716	15.45102	19.11631
20	424.33752	93.678	36.2703	15.81404	0.60764	0.46312	0.90131	4.56123	0.0	NaN	2.23275	34.69624	8.0379	12.50339	1127.0	148.56648	470.79928	88.54327	0.94519	0.68016	6.0	262.21985	3.71242	2.2164	1.49602	10.97638	14.34748
21	2613.22517	271.75165	76.06202	51.60519	0.44467	0.13658	0.78619	5.7011	5.0	21.23102	3.66171	94.43646	22.82215	29.25498	990.0	231.47354	3323.91075	218.77443	0.80505	0.68611	11.0	1860.86359	6.28924	3.22513	3.06411	15.24712	19.5185
22	892.1457	161.97927	63.83701	20.44102	0.42729	0.66261	0.80453	5.09139	5.0	13.11433	2.94723	60.47464	13.97922	16.68448	1118.0	170.58429	1108.90081	143.27796	0.88455	0.54612	6.0	430.51913	6.92954	3.90109	3.02845	16.73524	20.65701
23	321.64305	83.13262	31.34519	14.60521	0.58485	0.41376	0.92014	4.54563	3.0	11.75038	2.82815	31.75536	6.44023	11.61029	727.0	148.78844	349.55999	78.16654	0.94026	0.66152	5.0	185.24885	3.73154	2.34494	1.3866	12.0656	17.70273
