Object	Area_(microns^2)	Perimeter_(microns)	Length_(microns)	Width_(microns)	Circularity	Eccentricity	Solidity	MarginRoughness	BranchCount	AvgBranchLength_(microns)	AvgEndpointDist_(microns)	LongestPathLength_(microns)	MinCoreWidth_(microns)	MaxCoreWidth_(microns)	AvgConcavity	StdDevConcavity	ConvexHullArea_(microns^2)	ConvexHullPerimeter_(microns)	ConvexHullConvexity	ConvexHullRoundness	LobeNumber	NoneLobeArea_(microns^2)	AvgLobeLength_(microns)	AvgApicalLobeLength_(microns)	AvgBasalLobeLength_(microns)	AvgBasalLobeWidth_(microns)	AvgEquatorLobeWidth_(microns)
1	1338.01915	164.48675	63.07473	27.87208	0.62146	0.45329	0.92564	4.29693	3.0	21.32347	5.0609	48.16935	17.86199	21.43439	784.0	101.47413	1445.49937	151.7513	0.92257	0.73014	9.0	947.97959	3.91901	2.2623	1.65671	14.34377	21.73415
2	12395.91984	999.50144	174.32166	137.11525	0.15593	0.05549	0.62821	4.82469	16.0	17.75143	4.80041	261.67912	21.45299	35.02499	1035.0	223.32935	19732.09337	526.29866	0.52656	0.56237	33.0	9923.27642	5.82603	2.91494	2.91109	19.79821	22.9627
3	8751.36307	743.13829	152.80089	116.82148	0.19913	0.06876	0.60689	4.46324	9.0	34.2239	3.67163	268.30075	23.57851	30.37852	983.0	219.74986	14420.09754	455.24714	0.6126	0.53063	24.0	6811.53442	5.94851	3.01362	2.93489	20.72995	24.48646
4	425.33455	93.0016	36.01578	15.81495	0.61796	0.45792	0.89247	4.75205	4.0	5.72525	3.23749	28.47628	10.7172	12.50339	858.0	183.24028	476.58208	85.56774	0.92007	0.73	4.0	135.59658	6.17138	4.09022	2.08116	14.02315	21.06447
5	2801.26572	276.43385	70.27925	57.86738	0.46066	0.03683	0.77781	4.89362	4.0	37.24283	2.00947	93.23689	36.92079	37.97512	1177.0	134.82952	3601.48492	222.15969	0.80366	0.71324	9.0	1819.38699	8.22102	4.39176	3.82927	18.16162	23.38488
6	423.14108	95.6809	40.27307	14.33761	0.58082	0.60067	0.91387	4.29058	0.0	NaN	3.34912	32.03009	9.8241	11.61029	1120.0	173.25992	463.02242	90.00845	0.94071	0.65634	5.0	212.96639	4.26416	2.98728	1.27687	13.95595	21.5436
7	377.07812	101.84284	37.63305	16.02389	0.45686	0.48032	0.80847	5.55146	3.0	16.33481	1.1908	43.32078	15.18269	15.18269	1065.0	215.51798	466.41234	92.89801	0.91217	0.54907	5.0	180.46309	4.43496	2.47215	1.96282	12.43605	18.43544
8	2270.44501	221.37584	65.50555	47.77975	0.58218	0.09331	0.86408	5.00999	5.0	20.6122	4.55481	74.09328	27.68609	34.75064	935.0	238.04621	2627.58246	192.9248	0.87148	0.76656	8.0	1601.03662	7.20164	3.49686	3.70478	19.0292	22.94827
9	12313.36546	1122.67032	196.19644	134.65077	0.12277	0.12932	0.54424	4.9641	21.0	18.51851	3.93389	298.55234	19.50559	30.54871	1132.0	188.20733	22624.88677	555.27604	0.4946	0.50184	36.0	9871.43067	5.78073	2.97737	2.80335	18.92279	22.35301
10	10650.51275	834.61528	177.02376	116.81899	0.19214	0.15466	0.62682	4.80444	14.0	19.74511	4.4336	226.79791	24.11369	34.68172	1201.0	102.64502	16991.24789	509.02476	0.60989	0.51654	28.0	8667.81166	5.69824	3.05865	2.63958	18.81845	22.71019
11	3556.21959	331.88809	115.38978	43.37579	0.40571	0.56607	0.81374	4.76071	7.0	14.41686	6.2517	127.22726	24.11369	28.76003	969.0	213.63286	4370.19785	267.62945	0.80638	0.62392	15.0	2791.09597	4.24651	2.44174	1.80476	17.1358	23.73906
12	2043.32074	231.46152	76.60184	38.1371	0.47928	0.36329	0.80023	5.13227	8.0	9.37001	4.29804	82.49566	19.97031	23.22059	1135.0	178.24421	2553.40315	194.42128	0.83997	0.6793	10.0	1426.55573	5.83568	3.36959	2.4661	16.7577	21.45863
13	1200.2291	167.4911	58.45737	27.92817	0.53764	0.39481	0.85074	5.86674	7.0	7.26753	3.06206	65.80694	12.50339	22.34535	1079.0	173.21951	1410.8026	149.24547	0.89107	0.67713	8.0	814.57648	5.38433	2.77445	2.60988	14.67186	19.92108
14	10087.38815	851.18795	178.25395	117.39969	0.17496	0.15597	0.59998	4.90171	16.0	16.49435	4.7725	274.84577	21.1723	31.15625	1118.0	186.68155	16812.97828	505.05124	0.59335	0.49696	31.0	8182.45568	4.9733	2.82724	2.14606	19.18149	24.03018
15	10812.23161	961.42321	166.82358	138.05342	0.14699	0.03499	0.57969	5.4621	16.0	19.57067	4.60504	236.97879	20.5607	30.36539	1053.0	224.84661	18651.70772	522.92567	0.54391	0.49687	36.0	8560.13202	5.21496	2.90231	2.31265	18.60387	22.99248
16	2440.33954	288.08133	88.59962	45.38934	0.36951	0.34132	0.6811	5.30947	7.0	16.09361	3.44481	108.01247	16.68448	22.76966	1084.0	210.59202	3582.94009	229.8415	0.79784	0.5805	13.0	1898.55146	4.38729	2.52086	1.86644	15.0822	17.87446
17	6389.78919	487.02133	129.92621	72.86817	0.33853	0.2719	0.7301	4.57648	7.0	36.28543	3.31723	151.73492	31.71447	37.29693	919.0	211.50177	8751.96129	350.06055	0.71878	0.65525	18.0	5167.02714	5.33341	2.89606	2.44869	18.16842	24.92514
18	558.93706	112.64209	42.70626	18.76166	0.55357	0.45758	0.85457	4.71495	4.0	14.34649	2.6793	44.0475	15.2874	15.2874	871.0	199.55701	654.05407	104.05477	0.92376	0.64871	5.0	222.53791	6.0896	3.34178	2.74782	12.72829	18.98272
