Object	Area_(microns^2)	Perimeter_(microns)	Length_(microns)	Width_(microns)	Circularity	Eccentricity	Solidity	MarginRoughness	BranchCount	AvgBranchLength_(microns)	AvgLobeRadius_(microns)	LongestPathLength_(microns)	AvgConcavity	StdDevConcavity	LobeCount	AvgLobeDepth_(microns)	AvgNeckDepth_(microns)	NonLobeAreaRatio	ConvexHullArea_(microns^2)	ConvexHullPerimeter_(microns)	ConvexHullConvexity	ConvexHullRoundness
1	4517.49163	406.40829	120.59373	57.22939	0.3437	0.39989	0.71607	4.62283	9.0	21.7076	2.53541	160.5766	979.0	225.09554	18.0	2.62056	2.46129	0.92808	6308.69845	319.50527	0.78617	0.5561
2	3051.36363	279.95707	79.98415	54.95332	0.48924	0.12864	0.81676	4.48151	8.0	13.15153	3.00863	106.99893	960.0	226.04203	15.0	1.88726	1.64568	0.94886	3735.91496	233.70234	0.83478	0.70207
3	1380.63236	161.879	50.26424	36.93899	0.66207	0.08919	0.90594	4.07864	5.0	8.93885	7.25197	53.82585	980.0	208.5929	9.0	2.31345	1.36376	0.88988	1523.9719	145.35264	0.89791	0.82119
4	3833.52655	312.39005	94.66167	58.17384	0.49364	0.20406	0.85431	4.83157	6.0	27.29919	4.79297	106.34392	951.0	220.19764	15.0	2.19223	2.01378	0.93587	4487.29945	260.92582	0.83526	0.70758
5	1126.39277	140.06628	48.04804	30.87619	0.72149	0.17262	0.95628	2.7209	0.0	NaN	5.31394	42.02347	1102.0	188.35074	9.0	1.70139	0.50855	0.90189	1177.88557	130.95038	0.93492	0.82544
6	2729.60691	274.19725	83.11456	49.71132	0.45623	0.22377	0.77632	4.348	8.0	13.53556	2.6179	106.19604	1040.0	216.32614	14.0	2.06094	1.75458	0.94344	3516.06904	228.19487	0.83223	0.65872
7	3561.21074	319.50747	94.26133	53.36564	0.43837	0.26477	0.81008	4.55868	7.0	18.53137	4.64412	104.54807	1091.0	200.62153	14.0	2.75458	2.39141	0.9251	4396.13668	250.0316	0.78255	0.71584
8	4320.41197	346.06798	103.06653	59.91581	0.45333	0.24486	0.8034	4.35917	6.0	24.00287	3.90731	112.74731	1113.0	191.90883	16.0	2.51345	1.99362	0.92914	5377.62657	278.65663	0.80521	0.69919
9	4147.07568	336.00243	90.78659	65.25877	0.4616	0.10154	0.82168	5.05312	8.0	17.79663	4.84507	121.46288	879.0	181.15187	17.0	2.2911	2.10461	0.92835	5047.07601	265.2214	0.78934	0.74086
10	1009.33704	152.2425	40.59108	36.77702	0.54724	0.00967	0.84554	4.68409	3.0	23.06231	2.91746	49.74003	1085.0	203.00739	8.0	2.64452	1.88056	0.82856	1193.71448	128.56503	0.84448	0.76736
11	2389.87169	212.44952	69.26517	45.38404	0.66538	0.15942	0.90824	3.43411	4.0	22.45074	4.68877	71.16432	963.0	215.02325	11.0	1.76904	1.23461	0.94481	2631.31136	193.33444	0.91003	0.80346
12	4404.05113	293.48327	82.01909	70.72057	0.64253	0.02165	0.88486	4.13627	5.0	38.28426	3.56347	96.08606	1013.0	215.85643	17.0	1.8239	1.26204	0.9582	4977.11616	259.97451	0.88582	0.81884
13	3141.35389	289.77668	79.20912	54.95972	0.47011	0.12253	0.81703	5.02986	8.0	25.37222	1.64107	100.24391	1070.0	216.21748	16.0	1.80578	1.79409	0.94607	3844.86083	232.19419	0.80129	0.73219
14	730.08387	129.40698	49.49257	21.03287	0.54786	0.48171	0.87504	4.46698	4.0	7.52195	3.51658	48.25295	851.0	159.40514	10.0	1.64444	0.76885	0.87901	834.33968	118.9379	0.9191	0.64855
