Object	Area_(microns^2)	Perimeter_(microns)	Length_(microns)	Width_(microns)	Circularity	Eccentricity	Solidity	MarginRoughness	BranchCount	AvgBranchLength_(microns)	AvgLobeRadius_(microns)	LongestPathLength_(microns)	AvgConcavity	StdDevConcavity	LobeCount	AvgLobeDepth_(microns)	AvgNeckDepth_(microns)	NonLobeAreaRatio	ConvexHullArea_(microns^2)	ConvexHullPerimeter_(microns)	ConvexHullConvexity	ConvexHullRoundness
12	1064.24966	152.25551	57.73582	24.66343	0.57691	0.47798	0.90121	4.37815	5.0	11.21796	1.75048	61.13558	1090.0	193.33649	11.0	1.4026	0.86707	0.9249	1180.91456	140.1511	0.9205	0.68086
13	5541.19193	416.57571	149.87911	57.44128	0.40126	0.55333	0.7338	3.40693	9.0	16.98572	5.00136	161.49595	1096.0	207.20763	19.0	2.04721	1.55617	0.94712	7551.36529	346.57983	0.83197	0.5797
14	466.46418	108.54884	34.92689	20.26757	0.49748	0.2462	0.79993	5.2244	5.0	5.63802	1.87551	43.02406	986.0	239.7603	7.0	1.98099	1.84534	0.86489	583.12908	92.0867	0.84834	0.69125
15	373.44493	76.86669	25.72608	19.09442	0.79426	0.08386	0.98862	2.48458	3.0	7.83377	4.68877	19.85755	999.0	219.64517	4.0	3.57215	0.38857	0.63213	377.74414	72.77702	0.9468	0.88603
16	474.57405	93.12111	34.09532	18.57707	0.68773	0.29395	0.94752	3.03512	3.0	12.62367	3.43843	29.27953	1068.0	211.31493	5.0	2.75248	0.58788	0.8182	500.85786	88.25145	0.94771	0.76572
17	4506.84131	369.90027	106.53424	63.03371	0.41392	0.23174	0.79827	5.45679	11.0	15.0462	3.58052	127.89387	1078.0	205.12679	22.0	1.87361	1.76295	0.95079	5645.74088	280.8957	0.75938	0.71778
18	3881.20869	324.32572	86.92048	64.26323	0.46368	0.08594	0.80358	5.6609	10.0	19.3617	3.00081	113.90721	1212.0	73.36893	16.0	2.39241	2.11401	0.94023	4829.86825	263.80451	0.81339	0.70083
19	1784.75801	189.99323	62.69787	39.3511	0.62132	0.18905	0.86969	4.09597	6.0	12.50747	4.32409	68.941	1178.0	122.80879	11.0	1.94394	1.27257	0.91711	2052.18836	169.89809	0.89423	0.77698
20	301.82402	80.04236	28.71122	14.42711	0.592	0.35618	0.92044	3.91278	3.0	13.62373	0.93775	32.41839	1194.0	73.37575	7.0	2.23902	0.5765	0.73843	327.9124	74.68004	0.93301	0.68007
21	467.24586	100.47145	35.62111	18.44362	0.58166	0.33313	0.87215	4.42241	4.0	11.91345	0.93775	38.79956	1094.0	190.92669	9.0	1.3635	0.73756	0.90171	535.74007	92.19475	0.91762	0.69079
22	4912.33489	356.80313	126.83882	56.02751	0.48489	0.45357	0.82888	4.03363	7.0	13.96255	7.68066	136.32827	1057.0	215.74986	25.0	1.33065	0.99976	0.95529	5926.45969	302.83046	0.84873	0.67313
23	3293.19414	255.30348	68.43748	63.71357	0.63491	0.0051	0.89072	4.74739	7.0	26.23007	3.52774	76.75023	1197.0	108.16654	16.0	1.48674	1.28557	0.96075	3697.22208	222.28917	0.87069	0.83751
24	3140.27909	289.03123	95.83171	46.33394	0.47238	0.38571	0.82773	4.79906	7.0	17.93684	4.42084	104.6293	1080.0	199.49436	19.0	1.4675	1.404	0.94188	3793.85657	243.9493	0.84402	0.6631
25	257.95254	65.43592	21.69528	15.71798	0.75704	0.09708	0.94964	4.18751	3.0	7.85598	2.70907	17.32546	1117.0	158.03481	4.0	3.1036	1.50993	0.67879	271.63184	61.39336	0.93822	0.86002
26	831.01757	128.2639	39.7743	28.36319	0.63476	0.10615	0.88668	4.98574	5.0	13.31916	1.56292	47.62778	1117.0	163.41971	9.0	1.8029	0.93397	0.88348	937.22757	114.81117	0.89512	0.79223
27	3211.41146	258.90281	78.63514	53.81907	0.60205	0.13105	0.90974	5.23208	10.0	14.30151	2.75075	95.16132	1003.0	220.17039	15.0	1.98038	1.3275	0.94578	3530.04147	224.99624	0.86904	0.79718
28	1195.37554	145.21933	40.70245	38.58409	0.7123	0.00285	0.91971	4.17596	4.0	19.52926	3.75102	46.85092	1129.0	167.33798	8.0	2.19049	0.95127	0.92316	1299.72907	133.52616	0.91948	0.84252
29	2014.08173	193.35963	70.36715	37.22033	0.67695	0.31671	0.94201	3.51792	4.0	9.13065	7.11131	68.36946	1024.0	214.38983	15.0	1.29678	0.58104	0.94077	2138.07483	177.35313	0.91722	0.80465
30	550.20105	108.97789	35.73897	21.91136	0.58218	0.20576	0.8325	5.03548	4.0	12.28427	1.17219	41.41671	955.0	217.26021	10.0	1.27405	0.77883	0.90286	660.90568	96.85074	0.88872	0.7371
