Object	Area_(microns^2)	Perimeter_(microns)	Length_(microns)	Width_(microns)	Circularity	Eccentricity	Solidity	MarginRoughness	BranchCount	AvgBranchLength_(microns)	AvgLobeRadius_(microns)	LongestPathLength_(microns)	AvgConcavity	StdDevConcavity	LobeCount	AvgLobeDepth_(microns)	AvgNeckDepth_(microns)	NonLobeAreaRatio	ConvexHullArea_(microns^2)	ConvexHullPerimeter_(microns)	ConvexHullConvexity	ConvexHullRoundness
1	4575.92179	339.36883	98.82774	66.39302	0.49928	0.14292	0.8326	3.88445	6.0	30.81997	4.37619	124.33516	918.0	192.66551	20.0	1.45155	1.55637	0.96385	5495.95252	279.97502	0.82499	0.73358
2	4253.57882	292.79526	78.96652	72.05803	0.6235	0.00834	0.90312	3.94193	6.0	26.37407	6.87687	94.50092	1080.0	203.9142	15.0	1.97441	1.4768	0.95229	4709.88123	252.48336	0.86232	0.83849
3	5040.52949	368.30436	101.15294	71.17707	0.46695	0.11402	0.79889	4.54535	10.0	18.71562	5.28268	114.74309	1000.0	217.98853	18.0	2.39432	2.05164	0.93305	6309.38242	294.49663	0.7996	0.73034
4	290.68516	67.73509	24.47611	15.25815	0.79617	0.19385	0.9887	3.16383	0.0	NaN	2.18809	21.59438	1208.0	46.62617	6.0	1.97368	0.30634	0.72538	294.00727	64.3721	0.95035	0.88153
5	1221.56163	175.53848	61.25553	29.64175	0.49817	0.38506	0.80198	4.10336	4.0	11.84451	3.90731	65.2306	1218.0	57.33236	11.0	1.91779	1.20089	0.87706	1523.19023	149.75252	0.8531	0.68451
6	820.36726	152.84164	50.60985	26.53175	0.4413	0.32358	0.74578	4.68399	5.0	10.89204	1.18782	57.41598	1080.0	201.12434	9.0	1.76989	1.6637	0.89817	1100.01126	132.22518	0.86511	0.58964
7	5993.09743	424.10917	129.31539	66.58084	0.4187	0.33746	0.79639	4.47897	11.0	11.74511	6.67795	140.52135	1190.0	122.64991	20.0	2.36819	1.76499	0.93567	7525.37462	336.18743	0.79269	0.66634
8	435.49034	81.48882	27.27949	20.5794	0.82412	0.07541	0.99287	2.30126	3.0	10.42817	3.33424	23.29598	1211.0	50.0999	4.0	3.75351	0.2883	0.49248	438.61703	77.24302	0.9479	0.91721
9	1246.18437	169.01482	57.04118	29.47199	0.5482	0.33476	0.83996	4.34012	5.0	12.86485	1.93803	64.63684	1178.0	122.50306	9.0	1.59878	1.52211	0.94221	1483.61796	151.10235	0.89402	0.68588
10	1402.61695	173.14506	61.19811	30.96499	0.58793	0.35086	0.88344	4.09092	4.0	16.03529	5.0795	54.67475	968.0	216.49711	11.0	1.74737	0.89562	0.90045	1587.67836	156.83219	0.90578	0.7166
11	497.82887	107.44257	33.55729	21.56419	0.54192	0.17263	0.84987	4.04623	3.0	17.06957	1.04195	39.53199	1113.0	158.6348	9.0	1.36819	0.57108	0.87301	585.76723	93.29344	0.86831	0.71877
12	3024.7867	245.80566	75.31744	53.78792	0.6291	0.1053	0.8886	4.34578	6.0	17.73113	4.53248	86.3515	1152.0	170.95906	14.0	1.88285	1.47279	0.9437	3403.99648	216.69821	0.88158	0.80946
13	5204.38798	373.18544	102.34359	77.58173	0.4696	0.07297	0.80308	3.85551	8.0	14.18037	6.95501	125.44301	888.0	174.62531	15.0	2.74472	2.40171	0.92098	6480.56911	304.23497	0.81524	0.70658
14	626.90285	111.75053	43.06822	19.70221	0.63083	0.42756	0.90532	3.72816	0.0	NaN	2.50068	40.92482	1177.0	119.83739	9.0	1.3598	0.54159	0.87375	692.46579	104.25657	0.93294	0.72478
15	5455.50087	377.32108	87.99404	86.47187	0.48153	3.0E-4	0.8238	4.30772	9.0	25.34625	4.93189	118.953	1056.0	208.02163	19.0	2.10728	1.94628	0.94258	6622.3453	301.82917	0.79993	0.75253
16	4843.64526	421.77858	109.12753	66.34096	0.34215	0.21189	0.77072	5.20867	13.0	13.76804	3.91933	134.94464	1017.0	211.94811	20.0	2.457	2.38054	0.92843	6284.56426	303.41258	0.71936	0.66117
17	832.58092	125.22691	41.55513	27.44648	0.66718	0.15408	0.90084	3.84728	4.0	11.53978	5.86097	32.91027	1021.0	215.36945	6.0	3.11516	1.42454	0.76059	924.23224	114.23021	0.91219	0.80182
18	1129.61718	136.16357	39.20705	37.84508	0.76563	0.00125	0.94569	3.34846	5.0	12.45205	6.18918	40.94704	791.0	89.33085	9.0	1.85868	0.85252	0.8962	1194.49615	127.40626	0.93569	0.8745
19	712.30077	111.8762	41.08578	22.63565	0.71515	0.28547	0.96838	3.04118	0.0	NaN	0.93775	42.0771	783.0	85.23497	6.0	2.3479	0.56917	0.79616	735.55559	104.58868	0.93486	0.81828
20	606.3839	106.76758	32.63849	25.75776	0.66847	0.05402	0.88003	4.2122	4.0	12.78552	2.96956	37.88021	1006.0	193.93813	9.0	1.75053	0.64775	0.83258	689.04596	97.67129	0.9148	0.79877
21	2151.55871	202.12502	69.69685	40.98396	0.66179	0.23632	0.92126	3.65295	5.0	9.6417	6.93938	67.27081	881.0	173.82175	11.0	1.96909	1.06045	0.93143	2335.44761	185.20494	0.91629	0.78824
22	790.85905	117.56017	35.15271	29.87942	0.7191	0.02596	0.91769	4.37192	4.0	11.42696	4.92321	32.20005	839.0	159.77171	8.0	2.00151	0.60982	0.8914	861.796	108.3162	0.92137	0.84708
