Object	Area_(microns^2)	Perimeter_(microns)	Length_(microns)	Width_(microns)	Circularity	Eccentricity	Solidity	MarginRoughness	BranchCount	AvgBranchLength_(microns)	AvgLobeRadius_(microns)	LongestPathLength_(microns)	AvgConcavity	StdDevConcavity	LobeCount	AvgLobeDepth_(microns)	AvgNeckDepth_(microns)	NonLobeAreaRatio	ConvexHullArea_(microns^2)	ConvexHullPerimeter_(microns)	ConvexHullConvexity	ConvexHullRoundness
1	5501.91279	409.52113	137.45699	55.10991	0.41226	0.52278	0.82436	4.6477	9.0	20.69732	5.24448	155.86023	1038.0	217.66258	24.0	1.74298	1.48423	0.95287	6674.13122	330.4298	0.80687	0.63324
2	5612.81284	414.26353	113.44964	74.72745	0.411	0.15589	0.78572	3.8987	8.0	23.51912	5.15765	137.96323	927.0	203.71549	17.0	2.55069	2.20649	0.92266	7143.52669	316.24315	0.76339	0.70526
3	2202.17213	245.17287	77.42356	43.77017	0.46038	0.26585	0.76709	4.29731	5.0	14.45183	4.43871	87.90141	1035.0	222.41403	13.0	2.03756	1.67238	0.93127	2870.79685	207.99728	0.84837	0.63965
4	2950.91847	273.36295	71.53945	61.04003	0.49624	0.02477	0.83297	4.57488	7.0	19.85547	3.92964	103.65093	1058.0	212.73693	16.0	1.7002	1.63657	0.94825	3542.64597	229.8535	0.84084	0.70188
5	256.19378	67.94961	24.68251	13.84282	0.69728	0.27191	0.9101	4.57734	3.0	9.05576	2.29229	23.83611	959.0	199.88997	5.0	1.81117	0.99858	0.75057	281.50048	63.88449	0.94017	0.78884
6	1864.09796	185.25083	61.81607	39.04901	0.68259	0.18451	0.91435	3.90311	5.0	16.83344	5.06387	58.61268	1088.0	201.81427	8.0	2.80732	1.34833	0.90612	2038.70448	168.79313	0.91116	0.82218
7	656.11793	115.30543	38.84935	23.92377	0.62014	0.20259	0.88286	3.84148	0.0	NaN	0.31258	50.39662	1031.0	217.55229	8.0	1.5415	0.85228	0.89159	743.17691	106.58349	0.92436	0.72579
8	4471.47055	369.95772	113.35402	59.61733	0.41054	0.32109	0.76265	4.74465	10.0	18.36641	4.2199	128.34895	898.0	194.03866	19.0	2.33705	1.75997	0.92905	5863.04635	294.51541	0.79608	0.6478
9	2558.90877	259.38168	79.60495	47.91434	0.47795	0.21914	0.80641	4.93513	6.0	16.13769	2.34439	97.51031	987.0	211.16108	14.0	2.06386	1.9306	0.93558	3173.20712	215.90471	0.83238	0.68983
10	2994.10598	323.08077	92.82441	49.34078	0.36046	0.31293	0.74092	4.92568	8.0	18.86779	2.81326	108.34351	1035.0	219.4926	13.0	3.18503	2.80938	0.89169	4041.0611	247.90649	0.76732	0.61221
11	3693.41142	306.51758	94.38137	53.44515	0.494	0.2646	0.85043	4.48957	7.0	26.53631	3.25981	104.55727	991.0	210.91705	15.0	2.44296	1.93349	0.91418	4342.98282	253.35761	0.82657	0.72305
12	6165.84746	384.73425	113.90914	72.14958	0.52346	0.18263	0.87315	5.20268	10.0	25.78378	5.62653	119.62799	961.0	222.01577	20.0	2.18488	2.09469	0.94325	7061.64629	312.40499	0.812	0.7939
