Object	Area_(microns^2)	Perimeter_(microns)	Length_(microns)	Width_(microns)	Circularity	Eccentricity	Solidity	MarginRoughness	BranchCount	AvgBranchLength_(microns)	AvgLobeRadius_(microns)	LongestPathLength_(microns)	AvgConcavity	StdDevConcavity	LobeCount	AvgLobeDepth_(microns)	AvgNeckDepth_(microns)	NonLobeAreaRatio	ConvexHullArea_(microns^2)	ConvexHullPerimeter_(microns)	ConvexHullConvexity	ConvexHullRoundness
1	5894.89958	428.92742	119.202	75.06121	0.40264	0.18674	0.78199	4.26642	11.0	15.39779	4.34777	163.01826	995.0	216.56177	21.0	1.93985	1.93908	0.95296	7538.36995	326.62336	0.76149	0.69437
2	733.50369	118.21675	42.74618	22.71992	0.65956	0.31299	0.92246	3.88599	4.0	12.33005	2.18809	44.93098	880.0	194.7999	7.0	1.99442	0.84677	0.87265	795.15826	109.17061	0.92348	0.77339
3	2312.97447	224.89547	72.52631	42.78807	0.57467	0.23388	0.85715	4.32101	6.0	15.0356	4.27199	85.61526	1007.0	212.8685	12.0	2.10986	1.71937	0.92933	2698.43765	195.65127	0.86997	0.7593
4	271.82726	70.39285	26.97109	13.2459	0.68936	0.37375	0.96732	3.31676	4.0	3.49857	2.18809	26.22952	909.0	228.11839	6.0	1.4659	0.405	0.75701	281.01194	66.49425	0.94462	0.77256
5	5873.50125	446.75395	108.13103	95.10593	0.3698	0.0163	0.71001	3.89961	8.0	18.89508	7.03316	147.14308	1215.0	82.20097	24.0	1.82802	1.52676	0.93777	8272.4599	343.95251	0.76989	0.62389
6	1098.44791	144.2984	48.41223	29.86134	0.66293	0.20142	0.91309	4.70494	5.0	13.93469	2.5632	49.40523	1056.0	213.60712	10.0	1.75849	1.0311	0.91372	1202.99686	130.7759	0.90629	0.80711
7	3102.75872	305.1914	99.37115	45.03056	0.41861	0.43464	0.78053	4.32243	9.0	16.18485	4.93189	112.83617	1167.0	158.84269	14.0	2.61565	2.07325	0.90389	3975.20503	249.68619	0.81813	0.62542
8	4220.55307	326.56744	92.75615	64.89471	0.49732	0.11748	0.84083	4.06853	7.0	23.09098	3.70636	118.68642	1024.0	222.11484	17.0	1.85015	1.54837	0.9434	5019.52199	267.18422	0.81816	0.74295
9	643.31801	117.92638	41.37936	21.17002	0.58132	0.34235	0.84605	4.80823	5.0	11.61527	1.50041	43.88597	1083.0	202.68202	6.0	2.52119	1.33214	0.80483	760.37375	105.63395	0.89576	0.72448
10	257.36629	66.96362	24.73648	13.62065	0.72125	0.2859	0.97483	3.16244	3.0	8.19999	2.39648	18.929	1186.0	73.5459	6.0	1.90734	0.32371	0.77904	264.01052	63.62522	0.95015	0.79892
11	3721.35628	330.10933	85.04402	64.35978	0.42914	0.07381	0.79196	4.60126	8.0	16.3449	4.0636	107.61647	1025.0	216.67026	17.0	2.35025	1.80379	0.93334	4698.93779	255.6148	0.77433	0.71571
12	1981.64225	187.00606	57.04695	45.27685	0.71207	0.05155	0.92832	3.94956	4.0	15.15442	9.06496	68.58398	1184.0	119.95833	10.0	1.9578	1.18723	0.92668	2134.65501	169.50207	0.9064	0.86673
13	4696.20193	341.63435	98.92024	65.96395	0.50563	0.14776	0.85706	4.38661	10.0	16.95089	4.50122	120.29759	1128.0	185.43732	20.0	1.7302	1.52381	0.96082	5479.43965	275.3135	0.80587	0.77858
14	4919.27225	406.90017	102.44129	68.57053	0.37337	0.14529	0.76553	4.39492	9.0	24.80553	4.34146	137.47135	1099.0	197.11672	21.0	1.97211	1.68498	0.94583	6425.94961	304.3702	0.74802	0.66728
15	3355.23954	323.9779	101.64324	54.01125	0.4017	0.31317	0.74291	4.30812	6.0	20.26756	5.26185	111.70229	1177.0	142.70249	19.0	1.53089	1.46368	0.94613	4516.31911	258.94168	0.79926	0.62882
16	587.72142	100.9005	29.51189	26.61552	0.72543	0.0106	0.91776	3.94962	3.0	12.25745	4.37619	27.97556	993.0	225.13996	5.0	3.73226	0.98508	0.75312	640.38673	92.65818	0.91831	0.86023
17	1540.7779	186.91181	65.80484	31.43855	0.55421	0.3948	0.8608	4.91204	5.0	12.50752	2.5632	73.59835	1136.0	179.15077	10.0	2.23829	1.38066	0.92067	1789.93661	166.57909	0.89122	0.69776
18	2117.84901	227.07436	71.49838	40.70856	0.51614	0.26048	0.82102	4.82566	7.0	11.9047	4.77808	79.09159	1057.0	221.22839	12.0	2.08111	1.98827	0.92268	2579.52543	193.33923	0.85144	0.71198
19	609.11976	105.54865	35.72493	23.32814	0.68708	0.16171	0.93337	3.54026	3.0	15.22241	2.81326	41.11713	934.0	219.04566	4.0	4.11873	1.59609	0.70998	652.60039	97.9129	0.92766	0.79842
20	328.20553	80.30131	31.1651	14.09806	0.6396	0.43593	0.90956	4.0258	4.0	6.9236	2.57883	27.10063	1075.0	202.36601	7.0	1.45838	0.46293	0.85234	360.84043	75.84067	0.94445	0.71705
21	1105.09215	150.68877	48.00484	31.02052	0.61157	0.16881	0.8777	4.86056	7.0	14.20618	1.20568	58.6441	861.0	185.02973	11.0	1.49741	0.85256	0.92706	1259.082	133.74824	0.88758	0.7763
22	1164.4994	139.68705	42.89395	35.28698	0.74996	0.03716	0.9357	4.00568	5.0	9.33617	5.31394	44.51114	967.0	221.65514	14.0	0.9734	0.51779	0.95477	1244.52331	129.71691	0.92863	0.86967
23	597.10151	110.84038	38.1771	21.86983	0.61075	0.25588	0.88296	4.02816	4.0	6.45702	3.59473	38.60344	997.0	242.90945	5.0	3.70572	1.56322	0.65407	676.24604	100.48772	0.9066	0.74307
