Object	Area_(microns^2)	Perimeter_(microns)	Length_(microns)	Width_(microns)	Circularity	Eccentricity	Solidity	MarginRoughness	BranchCount	AvgBranchLength_(microns)	AvgEndpointDist_(microns)	LongestPathLength_(microns)	MinCoreWidth_(microns)	MaxCoreWidth_(microns)	AvgConcavity	StdDevConcavity	ConvexHullArea_(microns^2)	ConvexHullPerimeter_(microns)	ConvexHullConvexity	ConvexHullRoundness	LobeNumber	NoneLobeArea_(microns^2)	AvgLobeLength_(microns)	AvgApicalLobeLength_(microns)	AvgBasalLobeLength_(microns)	AvgBasalLobeWidth_(microns)	AvgEquatorLobeWidth_(microns)
1	938.30238	164.44251	53.3633	28.48475	0.43604	0.3097	0.74149	5.09002	6.0	9.27616	3.95941	56.64832	11.49361	13.71104	878.0	203.75721	1265.4331	137.73755	0.8376	0.62151	11.0	709.56491	3.07653	1.99413	1.0824	10.20212	20.95721
2	1059.26649	214.70965	68.87511	30.11334	0.28874	0.46109	0.64163	5.10506	4.0	23.03148	2.73512	75.51448	11.86176	12.50339	1042.0	224.66864	1650.89628	170.1783	0.7926	0.45963	13.0	747.76925	3.24111	2.06696	1.17414	10.47898	18.35719
3	633.64479	107.79038	32.27166	26.85152	0.68532	0.03306	0.88945	4.39939	4.0	13.53691	3.36029	35.56264	18.80712	18.80712	1018.0	225.28205	712.39848	98.74878	0.91612	0.81657	7.0	444.67501	3.9814	2.2426	1.7388	11.73656	20.20971
4	1465.34632	212.17755	73.35028	30.73335	0.40903	0.49185	0.78432	5.05935	5.0	16.62184	3.81354	68.941	16.68161	19.42055	1037.0	213.58137	1868.29946	171.75652	0.80949	0.6242	13.0	1067.8649	3.88669	2.16105	1.72564	11.46263	21.48169
5	615.17773	121.08365	44.27487	20.278	0.52728	0.42669	0.85625	4.69164	5.0	6.16849	3.75102	40.91181	11.07804	13.88102	1023.0	217.56608	718.45646	106.52622	0.87977	0.68124	7.0	362.01294	4.32028	2.43022	1.89006	12.37649	22.85826
6	1021.74612	173.31516	48.38071	33.86837	0.42744	0.11712	0.75666	5.5524	7.0	10.53309	3.48309	56.21927	13.71104	16.25441	1042.0	217.60515	1350.34248	137.84328	0.79533	0.67574	9.0	630.32267	5.42017	2.94992	2.47025	11.85014	20.42017
7	438.71474	92.02785	25.70283	24.04443	0.65096	0.00444	0.88718	4.80912	3.0	12.42575	2.91746	29.69937	7.50204	15.00407	973.0	230.47993	494.50675	83.40262	0.90628	0.79256	7.0	301.53089	3.34818	2.09823	1.24995	9.87406	18.76345
8	281.98903	85.07514	25.05677	19.18558	0.48959	0.06803	0.76047	5.00293	3.0	12.25312	2.39648	26.06482	5.62653	9.70524	912.0	251.6426	370.80678	76.47854	0.89895	0.60585	7.0	195.41859	2.62227	1.71406	0.90821	7.76388	15.20634
9	549.7125	105.91487	40.13671	18.06403	0.61579	0.43973	0.89686	4.11092	3.0	14.85926	3.02165	36.84821	8.68514	14.26976	1049.0	199.07034	612.93042	98.22134	0.92736	0.71603	8.0	413.50574	2.82579	1.55229	1.2735	10.54538	17.82922
10	330.74597	86.04812	34.11204	14.10089	0.56133	0.50144	0.85157	4.56071	4.0	4.89735	2.81326	29.01137	7.31742	9.72536	1050.0	175.35963	388.39445	78.22512	0.90909	0.67922	6.0	163.9562	3.46003	2.45778	1.00226	8.62896	20.21419
11	276.02876	65.87798	19.85335	18.6138	0.79925	0.00414	0.96416	4.23813	3.0	5.82445	4.37619	16.9018	9.46053	14.25606	1096.0	169.12717	286.28824	62.65059	0.95101	0.88372	5.0	142.85099	3.36606	1.95653	1.40953	9.35787	21.25302
12	1254.48966	196.15607	59.29527	34.04787	0.40971	0.2541	0.735	4.98812	7.0	10.89613	3.39378	60.70653	12.1386	18.12992	1106.0	197.3018	1706.786	154.9329	0.78985	0.65673	9.0	784.70336	5.45168	3.03485	2.41682	13.82236	26.84961
13	1032.20101	187.18917	65.52711	23.72132	0.37018	0.59024	0.76335	5.61717	6.0	11.0928	2.55278	69.24057	10.62789	14.86011	943.0	220.42232	1352.19896	152.12035	0.81266	0.56053	10.0	650.45079	4.81122	2.72882	2.0824	11.58648	19.91784
14	962.04574	164.73288	59.56929	25.62944	0.4455	0.4728	0.74727	5.59065	5.0	9.27549	3.50095	66.03887	13.75373	15.62924	1125.0	157.08278	1287.41769	141.05184	0.85625	0.60764	11.0	685.13759	3.46711	1.8687	1.59841	10.33431	19.09262
