Object	Area_(microns^2)	Perimeter_(microns)	Length_(microns)	Width_(microns)	Circularity	Eccentricity	Solidity	MarginRoughness	BranchCount	AvgBranchLength_(microns)	AvgEndpointDist_(microns)	LongestPathLength_(microns)	MinCoreWidth_(microns)	MaxCoreWidth_(microns)	AvgConcavity	StdDevConcavity	ConvexHullArea_(microns^2)	ConvexHullPerimeter_(microns)	ConvexHullConvexity	ConvexHullRoundness	LobeNumber	NoneLobeArea_(microns^2)	AvgLobeLength_(microns)	AvgApicalLobeLength_(microns)	AvgBasalLobeLength_(microns)	AvgBasalLobeWidth_(microns)	AvgEquatorLobeWidth_(microns)
15	799.94601	145.62997	53.48892	22.84031	0.47399	0.47826	0.81019	4.67979	0.0	NaN	3.28214	56.50964	10.62789	15.0301	907.0	203.16988	987.35244	129.07301	0.88631	0.60339	9.0	567.00705	3.55042	1.86724	1.68318	11.88201	19.54485
16	439.69184	89.38849	33.70627	17.20232	0.6915	0.34423	0.93245	3.37116	0.0	NaN	5.31394	25.24734	11.87822	14.10447	1091.0	189.45184	471.54507	83.39494	0.93295	0.79447	5.0	185.06141	5.02296	3.81328	1.20968	11.15571	27.55765
17	2012.22526	266.01261	65.23977	51.50226	0.35734	0.05389	0.74159	5.00911	7.0	13.01527	4.28688	77.66196	14.3789	21.33835	1150.0	160.69225	2713.38717	193.85301	0.72874	0.67289	13.0	1416.98022	5.05827	2.90257	2.1557	13.0063	23.9426
18	1099.13188	165.01023	55.52116	28.47901	0.50727	0.34035	0.80975	5.06993	5.0	10.50882	4.0636	59.71133	12.51901	20.41158	1013.0	221.19222	1357.37755	141.94108	0.8602	0.68556	10.0	785.28962	4.15962	2.34	1.81962	11.66754	21.66224
19	1944.80584	261.22038	84.58646	36.41098	0.35816	0.47244	0.72978	5.34692	8.0	14.86127	3.55565	87.29846	15.93876	22.92763	1200.0	104.00481	2664.92336	206.08953	0.78895	0.57541	12.0	1337.64027	5.2387	3.05585	2.18285	13.02703	23.79892
20	1798.53503	258.95263	71.44756	41.99384	0.33705	0.23666	0.71838	5.52038	8.0	12.60011	3.16492	87.55741	15.0301	19.42055	982.0	222.17786	2503.60531	194.26066	0.75018	0.59891	11.0	1182.57562	6.28252	3.67931	2.60321	13.7324	24.64079
21	383.21586	77.61753	24.92155	20.23637	0.79934	0.04214	0.97151	3.28818	4.0	4.21204	5.86097	18.61641	16.25441	18.56659	835.0	165.32695	394.45243	74.12115	0.95495	0.87653	7.0	266.06242	2.37204	1.35466	1.01738	8.79693	18.10708
22	2058.44175	316.90492	76.69787	45.94794	0.25757	0.22258	0.68264	5.16476	10.0	9.61895	3.78228	87.31686	13.88102	18.12992	1084.0	201.39017	3015.40661	204.16215	0.64424	0.62058	14.0	1381.31633	5.18429	2.97766	2.20663	12.89885	24.00683
23	930.19251	156.01192	50.8964	26.16284	0.48025	0.3387	0.81097	5.04186	4.0	13.98222	3.12585	62.10475	13.12856	19.9761	1160.0	147.81745	1147.00943	133.89839	0.85826	0.65198	8.0	591.7275	5.25696	3.01505	2.24191	12.33259	22.85461
24	2215.46059	326.64329	74.39052	52.7807	0.26093	0.10911	0.65271	4.94725	11.0	9.67738	3.49527	89.23299	14.04894	16.55225	1091.0	208.84205	3394.22555	214.16237	0.65565	0.607	12.0	1393.33457	6.96482	3.35736	3.60746	15.11479	26.17035
25	1398.51316	235.50495	56.27873	45.73297	0.31687	0.04185	0.67892	4.83223	7.0	11.48825	3.30447	77.23449	11.07804	17.16657	1117.0	185.92741	2059.90739	175.45804	0.74503	0.57086	13.0	1040.70172	3.3567	1.99747	1.35923	10.88942	21.14444
26	946.90079	139.60581	46.26186	27.6027	0.61053	0.22555	0.87322	4.59118	6.0	10.04038	4.2199	42.43031	19.01379	20.6306	1106.0	193.16055	1084.37778	124.59786	0.8925	0.76647	9.0	687.28719	3.50737	2.05844	1.44894	11.57371	22.33693
27	1100.49981	192.25336	50.55556	36.106	0.37416	0.10527	0.70756	5.84999	5.0	17.2274	3.06333	58.77358	13.83872	19.38026	1178.0	118.5833	1555.33659	150.2824	0.78169	0.61233	10.0	703.50694	4.8672	2.71039	2.15681	11.31123	20.58202
28	312.27891	84.57024	31.84267	13.13844	0.54868	0.50275	0.8905	5.46454	4.0	5.93451	2.34439	27.93113	6.2517	8.84124	1003.0	202.10393	350.67867	75.92477	0.89777	0.68075	6.0	161.31805	3.51418	1.96996	1.54422	9.04641	17.32032
29	1034.35062	184.50538	54.81947	36.1385	0.38182	0.15534	0.71901	4.5103	4.0	15.09198	3.36029	64.12814	9.10261	13.71104	1076.0	206.17468	1438.57398	147.92366	0.80173	0.59402	9.0	653.28436	4.41133	2.58098	1.83035	14.04652	24.69042
30	892.2813	172.75282	55.34923	29.2058	0.37572	0.31857	0.69731	4.49927	5.0	9.4586	2.5632	76.5595	11.49361	14.04894	949.0	230.64041	1279.60095	137.31912	0.79489	0.59463	10.0	596.12442	3.90628	2.39003	1.51625	12.26172	23.20441
31	1067.76719	158.99909	46.56709	32.72233	0.53076	0.11485	0.84029	5.46286	5.0	14.17847	3.6885	52.75862	18.92107	22.31427	1109.0	193.56653	1270.7094	136.18711	0.85653	0.72346	9.0	717.08853	4.70502	2.96371	1.74131	12.49593	24.03909
32	1224.10207	157.71733	46.00431	35.32543	0.6184	0.06664	0.87133	5.78773	7.0	13.5345	2.6793	53.35237	21.33835	29.08887	1138.0	154.46359	1404.86427	139.34508	0.88351	0.79222	10.0	931.56044	4.21638	2.02483	2.19155	11.28982	19.17617
33	1816.61125	267.41464	66.63254	47.15488	0.31923	0.11063	0.72784	4.93986	8.0	10.36413	4.57155	77.05519	13.65391	17.60494	1009.0	224.25432	2495.88628	184.52636	0.69004	0.67043	11.0	1114.17911	6.20288	3.5821	2.62078	14.37965	25.99708
34	2119.51007	304.58463	84.32827	44.94448	0.2871	0.31088	0.68964	4.76979	7.0	15.75269	4.10826	94.80049	12.45642	18.04349	1144.0	173.9224	3073.34822	210.70075	0.69176	0.59995	14.0	1449.322	4.95379	2.79618	2.1576	13.05705	24.00572
35	1243.64393	168.39504	49.78798	35.09526	0.55112	0.11297	0.82387	4.90258	5.0	14.10967	3.50095	58.25567	18.46104	23.13128	989.0	219.51765	1509.51093	144.43233	0.8577	0.74916	11.0	1004.7447	3.2689	1.71404	1.55486	11.54824	18.48301
36	1674.15109	259.31885	75.00344	42.04624	0.31285	0.27224	0.66488	4.94061	6.0	14.49918	3.69892	86.49938	15.00407	16.55225	888.0	185.59903	2517.96858	192.31416	0.74161	0.56883	9.0	825.74127	7.97079	4.48449	3.48629	14.3311	29.79398
37	887.88438	156.8386	54.56119	22.62696	0.45359	0.49916	0.78825	5.47635	6.0	11.58172	3.07375	53.52247	14.3789	16.02436	1128.0	182.52945	1126.39277	132.21661	0.84301	0.63826	10.0	631.6906	3.88284	1.97445	1.90839	11.05046	19.91441
38	1740.10487	280.80215	63.63261	52.0455	0.27732	0.03934	0.63784	5.0147	8.0	10.16321	3.39936	83.24406	12.50339	16.26643	1077.0	210.25461	2728.14127	195.95535	0.69784	0.56947	13.0	1195.08241	4.71324	2.63069	2.08255	13.27241	23.95803
39	1152.09032	174.04759	60.93579	29.05169	0.47793	0.39639	0.78938	4.77861	3.0	23.9329	4.37619	56.99613	22.31427	22.31427	942.0	212.49941	1459.48377	151.7006	0.8716	0.6291	12.0	862.8708	3.04687	1.85031	1.19655	10.05876	18.38418
40	264.49907	65.87798	21.30442	16.47573	0.76587	0.06326	0.95418	3.78541	4.0	6.01036	2.50068	21.38906	10.7921	13.76794	810.0	139.4274	277.20127	62.07672	0.9423	0.86253	5.0	138.94262	3.61924	2.31343	1.30581	9.26625	21.33178
41	293.90956	73.53171	27.54049	14.21345	0.68308	0.33563	0.93853	3.74857	4.0	5.62748	2.26624	27.73882	10.936	11.62883	926.0	235.03829	313.1583	69.22172	0.94139	0.77079	4.0	110.02067	5.55284	2.96576	2.58708	10.64103	23.13468
