Object	Area_(microns^2)	Perimeter_(microns)	Length_(microns)	Width_(microns)	Circularity	Eccentricity	Solidity	MarginRoughness	BranchCount	AvgBranchLength_(microns)	AvgEndpointDist_(microns)	LongestPathLength_(microns)	MinCoreWidth_(microns)	MaxCoreWidth_(microns)	AvgConcavity	StdDevConcavity	ConvexHullArea_(microns^2)	ConvexHullPerimeter_(microns)	ConvexHullConvexity	ConvexHullRoundness	LobeNumber	NoneLobeArea_(microns^2)	AvgLobeLength_(microns)	AvgApicalLobeLength_(microns)	AvgBasalLobeLength_(microns)	AvgBasalLobeWidth_(microns)	AvgEquatorLobeWidth_(microns)
1	1341.15781	215.39226	53.4818	41.06036	0.36327	0.06672	0.72223	5.93381	9.0	10.06689	3.12585	66.22579	15.00407	17.51591	1055.0	214.37584	1856.96518	159.49309	0.74048	0.66253	14.0	1022.03924	3.2929	2.06315	1.22975	10.79278	18.73138
2	637.55316	119.20814	43.78553	20.75725	0.56379	0.40069	0.86711	4.32733	0.0	NaN	2.50068	46.48471	9.46053	15.46584	1006.0	224.49944	735.26246	107.70381	0.90349	0.69066	7.0	394.84327	4.12316	2.78829	1.33487	12.12608	26.45791
3	719.82439	133.56864	43.07185	25.53592	0.50702	0.23025	0.81692	5.30824	3.0	16.04423	4.68877	41.05969	11.74587	13.76794	1006.0	226.31836	881.14244	113.22362	0.84768	0.70561	9.0	475.94198	3.41884	2.14289	1.27595	10.405	21.95578
4	1153.84909	192.58816	53.71495	35.7172	0.39093	0.14963	0.7504	5.21818	7.0	8.39994	4.15291	55.4148	12.31442	16.87958	825.0	141.61921	1537.6512	146.35085	0.75992	0.67697	9.0	707.02447	5.5674	3.22958	2.33782	13.26709	24.82658
5	808.15359	159.32087	43.62513	32.79608	0.40009	0.07719	0.74608	5.18224	5.0	9.2925	2.62571	60.30509	10.17703	13.46657	1044.0	215.60612	1083.20526	125.70543	0.78901	0.64268	11.0	541.60263	3.2389	1.9699	1.269	9.72344	17.96542
6	417.2187	92.2684	32.91763	17.92175	0.61584	0.29454	0.87268	4.55993	3.0	13.59104	1.87551	34.78959	14.3789	14.3789	963.0	223.67611	478.09159	84.75602	0.91858	0.72985	8.0	297.4271	2.5086	1.56614	0.94246	8.95758	16.99709
7	310.52015	82.90926	26.57987	17.27324	0.56767	0.16496	0.85683	5.98962	4.0	9.8807	1.71922	30.55208	11.87822	13.75373	1076.0	163.28503	362.40378	75.05609	0.90528	0.69267	7.0	195.61401	3.21384	1.9357	1.27814	7.74931	14.79808
8	1209.05484	193.82548	47.54139	40.57314	0.40442	0.02471	0.76181	5.90867	8.0	9.78359	1.79736	65.12333	13.97922	17.29134	915.0	220.15676	1587.09211	150.27645	0.77532	0.67278	11.0	899.02324	4.08406	2.14624	1.93783	11.70667	19.13123
9	1554.94575	254.6837	77.70724	34.60373	0.30125	0.4476	0.692	5.92508	10.0	10.67362	2.4069	93.23376	11.40828	16.21831	1151.0	165.45996	2247.0207	187.04226	0.73441	0.55853	12.0	1080.27398	5.00377	2.42981	2.57396	12.70489	22.80964
10	1068.06032	181.05775	47.15875	33.9158	0.40942	0.10125	0.76849	6.705	8.0	8.67959	2.93048	50.80726	9.29382	19.38026	1195.0	102.44511	1389.81704	139.45573	0.77023	0.69013	11.0	756.36767	4.02721	2.42401	1.6032	10.64306	18.0898
11	650.15766	117.01084	41.00839	21.2182	0.59673	0.33367	0.8839	5.15524	4.0	7.14463	2.50068	44.2744	13.12856	16.23035	1077.0	190.41534	735.55559	105.4098	0.90085	0.7353	9.0	457.57264	3.30858	2.00883	1.29975	9.63837	18.42553
12	657.29044	116.58719	40.43546	22.19533	0.60767	0.28829	0.90368	4.92847	4.0	13.55357	3.67287	38.84018	18.12992	19.39034	1049.0	206.22318	727.34801	105.60151	0.90577	0.74067	8.0	428.45527	3.88263	2.36631	1.51632	9.87299	19.41449
13	264.8899	71.03103	28.01837	12.6978	0.65975	0.43457	0.93936	3.57072	3.0	8.41578	3.23004	22.72445	10.91812	10.91812	912.0	208.05288	281.98903	67.34878	0.94816	0.73386	4.0	85.88647	5.18851	3.95331	1.2352	10.22964	25.36471
14	926.9681	170.37242	54.02911	26.77595	0.40131	0.36681	0.76595	6.06792	5.0	12.9148	2.81326	52.37939	12.02538	14.26976	1188.0	115.69356	1210.22735	133.70418	0.78478	0.65161	10.0	566.81163	4.29039	2.5972	1.69319	10.75864	20.78321
15	252.67624	79.56888	32.8812	11.35954	0.50152	0.61897	0.82252	4.91615	3.0	9.9787	2.60487	26.60494	6.2517	8.22282	1024.0	152.05262	307.19803	72.09468	0.90607	0.6109	6.0	123.21142	3.08305	1.81405	1.269	8.56923	18.64261
16	441.64602	99.63176	32.42601	21.47331	0.5591	0.15233	0.81266	4.97421	6.0	6.88337	1.71922	38.96046	8.88533	11.25306	907.0	205.2803	543.45911	90.18955	0.90523	0.68229	5.0	194.24608	5.97684	2.91506	3.06177	10.40324	21.85276
17	1035.23	178.13341	58.28687	26.88598	0.40997	0.42135	0.76631	6.28172	6.0	10.32398	2.18809	65.94463	14.25606	15.74137	1141.0	149.60615	1350.92874	145.41342	0.81632	0.61523	12.0	788.70944	3.29934	1.85473	1.44461	10.6286	18.18113
18	1648.64896	250.33893	60.65143	50.9911	0.33058	0.02951	0.72021	5.31443	7.0	7.82469	4.0636	79.66313	13.12856	16.40996	1074.0	210.08094	2289.1334	185.03928	0.73916	0.60508	15.0	1273.24985	3.31176	1.98835	1.32342	11.18902	21.96944
19	707.70844	128.49683	42.54395	23.2876	0.53862	0.29042	0.84407	5.70184	6.0	9.6273	2.24019	45.47111	14.26976	15.81568	1024.0	203.18957	838.44348	113.20664	0.88101	0.69394	9.0	527.72791	3.51939	1.95861	1.56078	10.16079	17.08487
20	505.5479	112.22401	29.74009	26.3032	0.50443	0.01493	0.79846	6.53185	4.0	12.01421	2.65697	37.0183	12.8882	14.25606	1060.0	221.61453	633.15624	96.06812	0.85604	0.68836	8.0	336.41311	3.73336	2.06494	1.66842	9.55666	16.18386
21	431.48425	100.76182	32.61908	19.348	0.53405	0.2299	0.85267	5.94197	4.0	11.55644	2.10995	34.85242	11.27041	12.28264	981.0	206.52845	506.03645	86.99203	0.86334	0.7165	7.0	244.37095	3.95334	2.37685	1.57649	9.06158	17.49265
22	618.89069	127.33535	42.15051	22.87469	0.47965	0.29701	0.77785	5.99346	5.0	8.17348	2.06306	46.20354	11.25306	14.3789	1096.0	180.19711	795.6468	110.6375	0.86887	0.63536	7.0	359.57021	5.02316	2.78731	2.23585	11.51299	20.54716
23	920.61699	159.94604	48.23513	29.20975	0.45221	0.21471	0.77179	5.44408	7.0	9.86141	3.03654	51.68219	13.52449	18.12992	1160.0	146.54692	1192.83509	130.24118	0.81428	0.68201	8.0	554.40255	5.37516	3.20876	2.16639	12.42712	23.95052
24	1007.8714	167.11328	51.95594	29.99007	0.45352	0.25017	0.78026	5.07029	4.0	14.40302	2.65697	57.6213	11.47659	16.44565	1031.0	219.00913	1291.7169	134.71658	0.80614	0.69787	10.0	696.765	3.92086	2.21291	1.70796	11.79915	21.01571
25	1006.11263	169.27377	60.39749	23.28709	0.44124	0.54932	0.81963	5.60228	8.0	7.59224	3.90731	60.73413	11.89467	16.68161	1135.0	162.32067	1227.5219	142.7206	0.84313	0.6207	8.0	567.30018	5.84966	3.18649	2.66317	13.08794	24.36892
26	1569.89527	237.65243	67.42416	39.06779	0.3493	0.2473	0.73268	5.50312	8.0	8.71033	3.67287	80.56947	13.46657	16.26643	988.0	230.90041	2142.66717	178.64659	0.75171	0.61815	14.0	1115.35162	3.83101	2.1792	1.65182	10.70012	18.71525
27	1195.18012	202.9701	57.28945	35.50806	0.36457	0.19796	0.69441	5.73156	7.0	7.08591	3.21516	69.23676	11.27041	15.44055	1177.0	130.19985	1721.14926	156.72557	0.77216	0.61145	12.0	863.75018	3.72642	2.10029	1.62614	11.26779	20.82282
28	1132.9393	208.45795	51.78607	37.35504	0.32763	0.09955	0.70805	6.44939	7.0	9.59742	2.63464	59.04173	12.50339	16.25441	1063.0	207.97115	1600.08744	151.19146	0.72529	0.62282	12.0	759.39665	4.29142	2.30919	1.98223	9.82429	19.07605
29	1466.81196	224.32774	65.90487	38.14044	0.36628	0.24822	0.73747	5.24043	6.0	15.29915	2.96956	77.85427	10.6829	17.90214	1163.0	151.84532	1988.97044	168.01364	0.74897	0.65297	11.0	1007.67598	4.98093	2.73288	2.24805	13.65646	24.54273
30	474.76947	93.10809	30.99478	20.92598	0.6882	0.13972	0.92254	4.22629	4.0	11.76176	2.34439	31.90968	15.93876	16.55225	1076.0	193.36494	514.63487	84.92961	0.91216	0.82713	6.0	282.47758	4.14949	2.48007	1.66942	10.80679	24.14151
31	780.40415	149.79164	45.18434	26.08369	0.43707	0.2501	0.7915	6.50279	6.0	17.25051	1.71922	49.61976	19.57091	20.56419	1132.0	154.85154	985.98451	122.78728	0.81972	0.65046	10.0	557.82238	3.5768	2.02119	1.55561	10.24529	17.48376
32	498.61054	109.40693	38.40935	19.30967	0.52346	0.35581	0.81726	4.87767	4.0	8.28771	2.34439	40.44753	10.17703	12.02538	1127.0	155.19987	610.09685	94.53879	0.8641	0.70105	8.0	313.54913	3.14923	2.06054	1.08869	9.48133	19.79884
33	754.80432	128.35815	42.33241	26.60677	0.5757	0.18806	0.85435	3.75306	4.0	8.37601	5.47024	44.15412	15.62924	17.16657	949.0	200.68134	883.48746	111.13311	0.8658	0.76799	8.0	518.54324	3.46548	1.93442	1.53106	11.55264	23.42557
34	325.37196	93.70185	33.84004	16.49522	0.46569	0.37949	0.76905	5.16051	4.0	5.28253	3.20399	34.15141	6.2517	8.50323	1124.0	140.34244	423.08125	82.78083	0.88345	0.59666	6.0	174.11797	3.68018	1.98314	1.69703	10.1597	18.20776
35	1224.78603	207.13177	79.16068	23.92051	0.35874	0.69332	0.76363	4.62804	7.0	10.79862	2.81326	80.2791	14.04894	14.71475	1167.0	143.98958	1603.89811	171.59577	0.82844	0.52271	9.0	715.13434	5.42365	3.19787	2.22578	14.14835	30.18911
36	1515.76432	249.58047	71.86748	34.02788	0.30579	0.40163	0.72026	6.00289	12.0	6.77764	3.12585	79.09159	11.89467	16.13374	1168.0	143.43291	2104.46283	176.56976	0.70747	0.61095	12.0	985.8868	5.43389	2.99272	2.44117	12.57388	22.83767
37	1919.40143	314.03802	88.15055	38.76472	0.24457	0.45685	0.62568	5.73186	8.0	16.09543	3.32121	111.26943	13.75373	15.74137	1192.0	112.02678	3067.68108	224.4665	0.71477	0.47871	15.0	1317.21903	4.84307	2.62314	2.21993	12.634	22.51392
38	1145.05525	200.2733	64.91002	30.17354	0.35875	0.41553	0.68956	5.88003	5.0	16.60775	2.81326	72.45147	12.1386	15.62924	1138.0	171.62168	1660.5695	159.40102	0.79592	0.56631	11.0	783.72627	4.31329	2.30732	2.00596	11.53724	20.79592
39	917.39259	147.07643	46.34645	27.31317	0.53294	0.23469	0.83391	5.99199	6.0	10.75186	2.96956	50.54831	15.44055	19.8682	1084.0	168.47849	1100.10897	125.81006	0.85541	0.72834	13.0	756.7585	2.33414	1.40285	0.9313	8.25483	14.37386
40	1285.46351	197.41942	55.42107	36.0146	0.41447	0.16499	0.7732	5.19391	5.0	15.72439	3.75102	70.83491	15.12084	19.38026	1109.0	184.24169	1662.52368	153.02503	0.77513	0.68983	10.0	908.98959	4.35979	2.5537	1.80609	13.2782	23.4144
41	715.52518	145.45988	58.04728	16.84638	0.42496	0.7134	0.83682	5.22228	4.0	10.7315	2.96956	55.69755	10.91812	11.94385	1031.0	223.99777	855.05406	129.95346	0.8934	0.53243	10.0	485.41979	3.11819	1.89135	1.22684	10.64046	20.55548
42	1110.07532	179.78138	54.46094	32.92095	0.43159	0.21601	0.78082	5.04229	7.0	6.50857	3.66171	62.24724	12.45642	15.77857	1111.0	180.70971	1421.67027	145.26169	0.80799	0.66109	8.0	635.30585	6.437	3.59849	2.83851	12.8156	24.6407
43	255.02126	67.84774	24.74541	13.97569	0.69617	0.2666	0.95885	3.64592	0.0	NaN	2.0318	24.43906	7.31742	10.91812	972.0	168.1309	265.96471	64.44569	0.94986	0.77161	5.0	117.25116	3.93836	2.53186	1.40651	9.01947	21.06853
44	1071.38244	170.11346	49.95193	33.7691	0.46524	0.13888	0.78389	5.32175	5.0	11.09108	3.87605	57.88025	14.86011	18.65061	1191.0	96.23409	1366.75764	138.57956	0.81463	0.70106	10.0	724.1236	4.05097	2.4069	1.64407	11.35726	21.44301
45	1415.51458	247.52186	65.4574	42.26412	0.29033	0.16936	0.67219	5.40549	8.0	11.68084	3.16492	78.40359	10.7921	14.59473	1163.0	142.07392	2105.83076	179.36683	0.72465	0.55289	12.0	919.6399	4.94229	2.89936	2.04293	12.79625	22.43472
46	1663.50078	230.44076	67.52761	40.56293	0.39365	0.22062	0.76953	4.87033	6.0	8.37786	5.62653	75.32217	14.14598	19.63073	1059.0	205.77172	2161.72048	176.35049	0.76527	0.67217	11.0	1156.0964	4.71979	2.76384	1.95595	14.3193	27.91397
47	1214.13572	198.70118	65.04896	30.33632	0.38643	0.41309	0.7039	5.05031	6.0	13.14988	3.28214	75.98796	13.88102	16.50495	1053.0	212.62643	1724.86222	164.7879	0.82933	0.56186	11.0	930.0948	3.40622	1.84919	1.55703	11.92856	23.57117
48	313.74455	91.5988	29.18322	18.505	0.4699	0.18186	0.77355	4.209	5.0	2.86137	1.87551	37.71932	5.04028	10.09993	1191.0	66.62582	405.59129	79.41022	0.86694	0.62522	5.0	146.75936	5.63182	2.93361	2.69821	9.89481	20.88466
49	1681.87013	242.27456	71.37	40.16653	0.36007	0.26926	0.71358	4.91568	7.0	13.48667	3.97429	79.18045	13.83872	17.54935	1220.0	51.50728	2356.94366	184.0474	0.75966	0.62394	10.0	1041.28798	6.62281	3.7873	2.83551	15.10047	27.50323
50	680.64296	109.849	34.06419	26.64281	0.70882	0.05803	0.9283	4.49468	3.0	11.04287	6.1475	32.24448	21.40236	21.40236	1147.0	145.59533	733.21056	100.93353	0.91884	0.83957	9.0	503.49601	2.82797	1.64658	1.18139	9.42955	18.54348
51	406.07984	90.28563	34.00264	16.08395	0.62601	0.40237	0.92376	4.16845	3.0	13.63727	1.56292	33.49482	13.83872	13.83872	1196.0	55.3263	439.59413	83.57097	0.92563	0.73065	7.0	243.39386	3.04456	2.12037	0.92418	9.54395	20.43515
52	669.40639	134.3639	53.37818	20.05972	0.46594	0.56625	0.79294	4.27389	4.0	12.94086	4.14175	49.00379	11.27041	12.75101	1186.0	91.83137	844.20832	121.50245	0.90428	0.56981	9.0	430.50716	3.11792	1.80231	1.31561	10.65865	19.64436
53	1230.45317	184.70689	52.33751	36.20115	0.45322	0.12446	0.79226	4.76986	4.0	18.71447	2.34439	63.98026	15.52889	19.73993	1103.0	192.19001	1553.08927	147.80254	0.8002	0.7078	12.0	972.40292	3.16485	1.82646	1.33838	11.11789	20.12257
