Object	Area_(microns^2)	Perimeter_(microns)	Length_(microns)	Width_(microns)	Circularity	Eccentricity	Solidity	MarginRoughness	BranchCount	AvgBranchLength_(microns)	AvgEndpointDist_(microns)	LongestPathLength_(microns)	MinCoreWidth_(microns)	MaxCoreWidth_(microns)	AvgConcavity	StdDevConcavity	ConvexHullArea_(microns^2)	ConvexHullPerimeter_(microns)	ConvexHullConvexity	ConvexHullRoundness	LobeNumber	NoneLobeArea_(microns^2)	AvgLobeLength_(microns)	AvgApicalLobeLength_(microns)	AvgBasalLobeLength_(microns)	AvgBasalLobeWidth_(microns)	AvgEquatorLobeWidth_(microns)
54	831.21299	135.88621	50.73376	21.52372	0.56568	0.48293	0.90222	4.9085	5.0	11.7207	2.12558	53.01757	17.24607	18.22667	1065.0	210.57065	921.30096	123.26939	0.90715	0.6874	9.0	552.15524	3.72375	1.75355	1.97021	10.61283	19.00085
55	1642.49328	242.98859	67.85706	44.80488	0.34958	0.15428	0.72028	5.56437	6.0	18.39882	3.02165	76.68897	18.73424	19.25888	1008.0	219.04794	2280.33957	188.60085	0.77617	0.58026	14.0	1231.23485	3.75226	2.06962	1.68265	11.41057	20.25032
56	1111.83409	164.35365	58.49177	27.53349	0.51724	0.40605	0.83681	4.63406	4.0	15.1188	5.0795	56.13041	15.62924	19.01379	1102.0	203.3765	1328.65102	144.05219	0.87648	0.6733	11.0	830.82215	3.31729	1.78275	1.53454	11.12096	20.78813
57	533.39505	113.79614	45.43592	17.18685	0.51761	0.56198	0.84662	4.35829	3.0	11.94053	5.41814	32.72716	9.8848	12.51901	823.0	127.4951	630.02955	102.87119	0.904	0.63339	6.0	254.14188	5.06019	3.29115	1.76904	10.78715	21.36367
58	260.19986	68.92798	20.07193	18.7166	0.68822	0.00487	0.91355	3.83484	3.0	9.10939	2.81326	23.37183	5.62653	10.70118	1094.0	159.5901	284.8226	65.16036	0.94534	0.77011	3.0	51.19967	7.96481	4.30305	3.66176	11.85811	28.8089
59	1112.71347	166.1165	56.89655	26.75563	0.50672	0.40681	0.83386	5.25024	6.0	13.62029	4.27199	53.32635	18.1407	19.25888	982.0	232.49731	1334.41587	142.99871	0.86083	0.6838	9.0	752.26388	4.68047	2.51749	2.16298	12.70374	24.13304
60	1126.00194	178.02615	46.52563	36.32174	0.44646	0.05888	0.76106	4.82317	5.0	15.66815	3.75102	57.68794	17.00646	18.39742	1077.0	201.01492	1479.51417	143.21958	0.80449	0.68983	9.0	741.12502	4.80423	2.84866	1.95558	12.54204	24.08649
61	972.2075	174.35097	46.24793	35.32431	0.4019	0.06923	0.74526	4.99811	5.0	9.93912	4.75129	52.04459	11.27041	13.71104	1197.0	104.23531	1304.51682	134.61999	0.77212	0.67414	9.0	529.77981	4.94345	2.83424	2.12426	12.39169	25.09837
62	917.00175	139.40969	40.80448	30.76467	0.59292	0.07571	0.84924	4.99021	5.0	14.56506	2.31313	45.82812	19.38026	22.15607	964.0	223.61798	1079.78544	122.04662	0.87545	0.77362	8.0	572.08793	5.03883	2.63529	2.40354	11.40851	21.26936
63	1041.48339	137.55259	41.42094	34.16302	0.69171	0.03621	0.90723	3.97231	6.0	12.38016	2.65697	43.45692	19.62077	27.0562	924.0	207.19556	1147.98653	125.85749	0.91498	0.82624	9.0	811.08487	3.40221	1.90818	1.49402	11.77217	20.93128
64	367.58237	80.2699	24.70795	20.08282	0.7169	0.04176	0.91377	4.51316	5.0	7.51613	3.25088	24.47048	14.25606	14.5007	947.0	221.27359	402.26917	74.38866	0.92673	0.83474	4.0	143.33954	5.9725	3.21343	2.75906	12.25099	28.4347
