Object	Area_(microns^2)	Perimeter_(microns)	Length_(microns)	Width_(microns)	Circularity	Eccentricity	Solidity	MarginRoughness	BranchCount	AvgBranchLength_(microns)	AvgEndpointDist_(microns)	LongestPathLength_(microns)	MinCoreWidth_(microns)	MaxCoreWidth_(microns)	AvgConcavity	StdDevConcavity	ConvexHullArea_(microns^2)	ConvexHullPerimeter_(microns)	ConvexHullConvexity	ConvexHullRoundness	LobeNumber	NoneLobeArea_(microns^2)	AvgLobeLength_(microns)	AvgApicalLobeLength_(microns)	AvgBasalLobeLength_(microns)	AvgBasalLobeWidth_(microns)	AvgEquatorLobeWidth_(microns)
1	888.27522	192.664	52.91998	28.51088	0.30072	0.30259	0.65398	6.74225	6.0	14.17305	1.14614	64.45755	10.25355	13.88102	931.0	227.25316	1358.25693	142.30686	0.73863	0.5512	11.0	610.5854	4.36043	2.30679	2.05364	9.35239	16.19139
2	716.40456	142.56696	43.65225	25.32897	0.44293	0.24625	0.78746	5.65508	6.0	8.64792	2.65697	43.4255	10.47975	14.28345	1013.0	225.81187	909.77126	113.75456	0.7979	0.69571	8.0	437.44452	4.79485	2.72121	2.07364	11.72435	22.33825
3	252.67624	72.05383	27.33424	13.25883	0.61159	0.38323	0.88744	4.27269	3.0	9.31778	2.18809	27.3818	7.12803	9.70524	979.0	213.3401	284.72489	66.73337	0.92616	0.713	4.0	98.10013	4.83937	3.10123	1.73814	11.50555	25.85364
4	784.80107	137.62843	38.88922	28.48786	0.52066	0.09094	0.83736	6.08802	6.0	9.26632	3.02165	48.3288	11.86176	16.77506	1145.0	142.24978	937.22757	113.35949	0.82366	0.76746	9.0	533.68818	4.03812	2.34981	1.68831	10.2626	19.90835
5	335.92456	95.72905	36.39433	15.11301	0.46064	0.49822	0.78601	5.08657	4.0	5.04809	2.57883	35.68292	6.98961	8.12721	984.0	215.34391	427.38046	81.18492	0.84807	0.64047	6.0	122.72288	4.21884	2.74284	1.476	8.63985	19.18754
6	419.66143	98.09105	29.6404	21.09418	0.54809	0.10732	0.81654	6.42179	6.0	7.0933	1.82341	34.96889	11.07804	12.1386	1001.0	229.68674	513.9509	85.04427	0.86699	0.72915	7.0	265.37845	3.70891	2.02157	1.68735	9.82362	18.24931
7	869.12419	167.08186	55.46382	24.17371	0.39123	0.46339	0.77073	6.39629	7.0	8.8663	2.94723	59.68912	11.52756	15.00407	1045.0	219.74531	1127.66299	135.44563	0.81065	0.59534	12.0	637.45545	3.22367	1.89147	1.33221	9.84919	17.53576
8	820.26955	167.01903	58.36403	24.21163	0.36952	0.49893	0.72753	5.76732	6.0	8.66886	3.23004	59.04173	9.8848	12.31442	1125.0	142.39031	1127.46758	135.18882	0.80942	0.56401	11.0	548.73541	3.61308	2.01181	1.60127	9.54457	18.2061
9	629.63871	132.56424	47.15805	18.62848	0.45024	0.53296	0.82679	6.48665	6.0	7.59703	2.24019	47.35963	11.52756	12.82741	1098.0	174.63963	761.54626	111.02648	0.83753	0.64187	10.0	451.31924	3.37231	1.82637	1.54594	9.44021	15.93063
10	362.40378	85.05673	28.91167	17.7411	0.62948	0.20513	0.86862	5.35777	3.0	11.32277	3.02165	24.80528	8.3408	12.02538	1061.0	186.77259	417.2187	77.11196	0.90659	0.76588	6.0	204.50556	3.71394	2.08657	1.62736	9.97342	19.3596
