Object	Area_(microns^2)	Perimeter_(microns)	Length_(microns)	Width_(microns)	Circularity	Eccentricity	Solidity	MarginRoughness	BranchCount	AvgBranchLength_(microns)	AvgEndpointDist_(microns)	LongestPathLength_(microns)	MinCoreWidth_(microns)	MaxCoreWidth_(microns)	AvgConcavity	StdDevConcavity	ConvexHullArea_(microns^2)	ConvexHullPerimeter_(microns)	ConvexHullConvexity	ConvexHullRoundness	LobeNumber	NoneLobeArea_(microns^2)	AvgLobeLength_(microns)	AvgApicalLobeLength_(microns)	AvgBasalLobeLength_(microns)	AvgBasalLobeWidth_(microns)	AvgEquatorLobeWidth_(microns)
1	1122.77753	169.10906	55.01458	28.59565	0.49337	0.33015	0.82284	5.5237	7.0	8.82165	4.24222	54.37517	14.86011	19.25888	1001.0	217.63502	1364.51033	141.95541	0.83943	0.70016	10.0	795.54909	4.21006	2.28819	1.92187	11.5952	22.60782
2	400.51041	90.34846	35.19976	15.16857	0.61657	0.47165	0.90506	3.8973	3.0	11.36286	3.33424	32.52565	10.08056	11.89467	871.0	189.82097	442.5254	83.88299	0.92844	0.71528	8.0	297.52481	2.29231	1.40388	0.88842	8.93502	17.63583
3	1128.7378	177.46381	49.09896	37.19831	0.45038	0.07326	0.77661	4.82375	4.0	18.58825	3.12585	57.98751	19.17753	20.16112	1036.0	218.09631	1453.42579	143.75072	0.81003	0.68641	8.0	682.01089	5.62748	3.16107	2.4664	13.34771	25.07671
4	288.53555	79.85925	28.12537	15.73204	0.56854	0.27392	0.82903	4.96194	4.0	7.01515	3.43843	26.89531	10.91812	11.40828	916.0	194.31932	348.04052	71.41711	0.89429	0.71089	3.0	53.05615	8.6285	4.69254	3.93596	11.81291	30.6908
5	803.46355	136.47996	46.36006	24.44543	0.54205	0.31911	0.85478	5.77516	5.0	7.99665	3.3134	49.87871	15.01709	18.22667	1028.0	214.4831	939.96343	120.31752	0.88158	0.69746	10.0	599.54424	3.25562	1.91509	1.34053	9.95865	18.83108
6	278.96004	73.24134	29.15933	12.52456	0.65349	0.47402	0.95294	3.59361	0.0	NaN	3.43843	23.67521	9.29382	10.70118	866.0	196.46374	292.73705	69.02039	0.94237	0.73586	4.0	93.5078	6.12431	4.34033	1.78397	9.7787	23.12529
7	1538.92142	219.66658	70.62135	32.7041	0.40077	0.41839	0.76912	4.86958	6.0	12.30585	4.1157	74.57673	16.87958	19.63073	1102.0	199.45927	2000.89098	172.81894	0.78673	0.64751	12.0	1134.69806	3.90568	2.26185	1.64383	12.56225	23.8655
8	1694.96317	251.31192	74.53014	38.09945	0.33724	0.34297	0.72712	5.33334	6.0	13.06943	4.0636	72.76786	13.37922	20.0152	992.0	221.67544	2331.05069	188.30036	0.74927	0.60071	14.0	1248.52939	4.05932	2.30241	1.75691	11.40348	19.50395
9	872.25089	153.9717	53.79143	25.43843	0.46235	0.40254	0.77337	5.5216	6.0	8.67844	3.28214	52.26293	12.56576	15.74137	1173.0	116.88456	1127.85841	131.42524	0.85357	0.63459	10.0	583.12908	3.679	2.27115	1.40785	11.15574	22.20697
10	286.67908	75.84928	26.2273	15.7966	0.62619	0.21866	0.86472	5.3099	4.0	4.48996	3.36029	25.61356	8.3408	10.00272	1087.0	164.36545	331.52764	69.88024	0.9213	0.73773	5.0	133.95945	4.3253	2.48417	1.84113	8.74281	18.96073
11	635.8921	117.94479	34.17652	28.00562	0.57443	0.03863	0.83834	4.71642	3.0	16.19158	4.0636	36.39313	10.6829	14.63485	1067.0	198.22714	758.51727	102.73473	0.87104	0.75711	10.0	451.61237	2.75931	1.73957	1.01974	8.4266	15.78798
