Object	Area_(microns^2)	Perimeter_(microns)	Length_(microns)	Width_(microns)	Circularity	Eccentricity	Solidity	MarginRoughness	BranchCount	AvgBranchLength_(microns)	AvgEndpointDist_(microns)	LongestPathLength_(microns)	MinCoreWidth_(microns)	MaxCoreWidth_(microns)	AvgConcavity	StdDevConcavity	ConvexHullArea_(microns^2)	ConvexHullPerimeter_(microns)	ConvexHullConvexity	ConvexHullRoundness	LobeNumber	NoneLobeArea_(microns^2)	AvgLobeLength_(microns)	AvgApicalLobeLength_(microns)	AvgBasalLobeLength_(microns)	AvgBasalLobeWidth_(microns)	AvgEquatorLobeWidth_(microns)
1	574.13983	102.56148	32.11067	24.79451	0.6859	0.06399	0.91669	3.92911	5.0	7.56608	3.00081	34.21805	12.02538	16.92583	954.0	216.98387	626.31659	94.8766	0.92507	0.80151	7.0	364.45568	3.60518	1.9898	1.61538	10.09759	21.26827
2	1434.07935	208.88161	53.88861	41.903	0.41303	0.06071	0.76479	5.01558	6.0	13.22943	2.24019	65.30644	13.76794	21.48438	890.0	198.6882	1875.13911	162.1324	0.77619	0.68556	14.0	1141.04917	2.95231	1.45931	1.493	10.52365	16.66831
3	314.62394	77.42141	31.35757	13.27252	0.6596	0.4846	0.96494	2.81332	0.0	NaN	2.50068	27.8775	7.50204	11.25306	1000.0	225.61915	326.05592	74.21266	0.95855	0.71787	3.0	71.91404	6.67561	4.37935	2.29626	12.93963	33.7016
4	1399.49026	187.00606	58.66252	34.60307	0.50288	0.23401	0.81585	4.31468	7.0	10.59756	4.19757	64.49817	13.49556	25.90497	1002.0	202.77327	1715.38441	157.25095	0.84089	0.7112	10.0	1012.26831	4.23333	2.20357	2.02976	13.87975	23.36015
5	670.67661	128.5987	51.64499	18.30123	0.50962	0.60353	0.83728	4.19234	0.0	NaN	4.68877	42.33606	11.94385	13.97922	887.0	185.66906	801.02081	117.10934	0.91066	0.61453	8.0	454.73907	3.75729	2.04107	1.71622	12.00493	17.73264
6	775.03014	114.78752	36.26205	27.97431	0.73916	0.06442	0.93959	4.26796	5.0	13.32284	3.00081	34.41036	22.44525	23.80575	1037.0	208.22344	824.86188	106.57427	0.92845	0.85748	9.0	620.84487	2.64281	1.25904	1.38377	10.31797	19.31413
7	966.34494	136.30225	40.83187	33.82622	0.65364	0.03461	0.90717	3.71904	4.0	17.28333	3.51658	45.89095	22.02337	23.26606	952.0	220.04545	1065.22675	125.27034	0.91906	0.77383	9.0	784.70336	2.9708	1.58933	1.38146	12.1621	21.12468
8	692.85662	130.58147	53.70364	17.10247	0.51061	0.6656	0.87978	3.7835	5.0	5.76933	3.18837	49.84348	12.64328	13.71104	1082.0	199.9875	787.53693	120.24231	0.92082	0.6022	9.0	509.45627	2.91249	1.66711	1.24538	10.91803	19.7647
9	607.26328	99.46166	32.75406	24.17353	0.77139	0.08688	0.95103	3.68922	3.0	11.22598	3.75102	24.30038	17.00646	17.00646	1050.0	205.02195	638.53025	93.77178	0.94279	0.86785	7.0	438.42161	3.38892	1.8844	1.50451	11.36292	21.64327
10	817.24056	140.62861	43.01872	28.21016	0.51929	0.15886	0.80874	5.07079	6.0	9.24257	2.91746	48.62837	15.62924	16.51679	1078.0	197.30433	1010.50955	119.79862	0.85188	0.71558	8.0	550.00563	4.55443	2.7125	1.84193	11.78843	21.41037
11	476.03969	89.76772	28.82891	22.28922	0.74236	0.06338	0.9462	3.6128	3.0	7.41699	6.2517	20.79531	11.94385	17.60494	888.0	198.98995	503.10517	84.29779	0.93907	0.84182	5.0	265.37845	4.81744	2.65375	2.16368	12.38733	25.77109
12	500.76015	102.9093	31.31054	23.39933	0.5942	0.08025	0.85574	4.44952	3.0	14.03184	3.85521	32.74938	7.60552	14.43316	1025.0	182.08789	585.18098	93.25538	0.90619	0.72359	6.0	308.07741	4.33031	2.0498	2.2805	11.81532	20.78406
