Object	Area_(microns^2)	Perimeter_(microns)	Length_(microns)	Width_(microns)	Circularity	Eccentricity	Solidity	MarginRoughness	BranchCount	AvgBranchLength_(microns)	AvgLobeRadius_(microns)	LongestPathLength_(microns)	AvgConcavity	StdDevConcavity	LobeCount	AvgLobeDepth_(microns)	AvgNeckDepth_(microns)	NonLobeAreaRatio	ConvexHullArea_(microns^2)	ConvexHullPerimeter_(microns)	ConvexHullConvexity	ConvexHullRoundness
1	2449.66978	263.01242	111.1114	30.43276	0.445	0.74035	0.8898	2.17848	4.0	7.47617	4.68877	114.48033	931.0	185.83864	16.0	1.21477	0.85203	0.9452	2753.05715	243.00085	0.92391	0.52132
2	4560.97226	338.21051	144.28842	42.13999	0.50106	0.71034	0.89223	2.21802	5.0	28.79932	10.44033	131.23963	978.0	207.86294	16.0	1.69676	0.94466	0.93498	5111.85728	313.58697	0.92719	0.58284
3	379.69833	88.82076	36.30988	13.81341	0.60481	0.55822	0.96355	2.59967	4.0	3.87819	1.87551	35.78098	927.0	165.23922	5.0	3.49364	1.49252	0.49202	394.06159	84.03285	0.94609	0.67569
4	3555.44589	335.61558	144.87282	37.37153	0.39666	0.766	0.77114	2.03419	3.0	51.93426	5.10555	142.42447	1036.0	208.44184	20.0	1.27722	0.83818	0.93165	4610.60859	307.64042	0.91665	0.47208
5	2095.96212	243.14567	81.99505	37.71947	0.44551	0.42339	0.79678	2.82546	0.0	NaN	7.34574	85.508	835.0	136.8174	11.0	2.1867	1.3731	0.86816	2630.52969	213.91159	0.87977	0.57561
6	3493.88903	280.13795	114.73773	40.10949	0.55947	0.61185	0.91362	2.1572	4.0	12.99409	7.2676	101.00776	1011.0	206.95652	15.0	1.6846	0.90502	0.9359	3824.24417	260.68499	0.93056	0.64608
7	2157.7144	202.55946	76.24252	37.31289	0.66084	0.37643	0.94651	2.13911	3.0	30.1994	3.12585	75.46085	1180.0	138.69751	13.0	1.24423	0.60465	0.94611	2279.6556	190.62605	0.94109	0.74617
8	586.35349	100.99475	34.62234	22.4131	0.72239	0.16758	0.96962	2.88195	0.0	NaN	1.40663	38.58504	909.0	213.35182	9.0	1.24527	0.37307	0.83319	604.72284	95.8724	0.94928	0.80165
9	4696.59277	359.24097	141.95958	47.99602	0.45732	0.63176	0.79716	2.4394	6.0	22.48617	5.78282	142.27277	1120.0	192.96891	17.0	2.0059	1.29022	0.92375	5891.67518	324.72743	0.90393	0.5597
10	512.28984	97.57853	37.83157	17.61888	0.67611	0.41413	0.96521	2.69183	3.0	13.60458	2.91746	34.28088	1017.0	212.74868	5.0	2.58451	1.46592	0.71982	530.7569	92.3236	0.94615	0.75527
11	3830.39985	343.5673	145.03867	36.80434	0.40778	0.77265	0.85072	2.26162	4.0	30.1558	5.78282	135.06492	1032.0	211.8608	18.0	1.47246	0.91472	0.92789	4502.5421	311.28048	0.90602	0.49676
12	5625.22192	446.33569	155.7327	61.58164	0.35483	0.53225	0.72574	2.68515	5.0	31.09849	3.3134	168.54292	1127.0	188.46485	22.0	1.56942	1.61284	0.9551	7750.98538	365.54149	0.81898	0.52902
13	5287.05005	428.95883	186.26337	41.60679	0.36107	0.81893	0.77122	2.97213	7.0	25.533	2.41137	179.40754	1008.0	211.31493	20.0	1.40494	1.51687	0.9655	6855.47968	381.02229	0.88825	0.45764
14	2795.46298	315.13128	143.085	27.39267	0.35374	0.86358	0.83401	1.72568	3.0	51.77157	1.25034	142.20455	1161.0	162.56998	17.0	1.06399	0.65298	0.94376	3351.81972	288.66307	0.91601	0.42158
15	3329.15116	369.66196	175.55004	28.9465	0.30615	0.89693	0.77217	1.63622	3.0	57.42465	3.75102	167.19675	1132.0	189.78145	14.0	1.62045	1.03022	0.92381	4311.42272	339.87102	0.91941	0.36217
16	658.56066	119.63719	47.95905	19.1063	0.57819	0.52715	0.8671	3.27974	0.0	NaN	2.65697	46.01123	811.0	114.52074	8.0	1.78604	0.59862	0.83932	759.49436	111.40756	0.93121	0.66677
17	533.19963	94.63579	31.63585	22.20473	0.74815	0.11554	0.97255	3.24624	0.0	NaN	4.68877	26.28315	927.0	214.94185	7.0	1.74134	0.64074	0.80081	548.24686	88.8265	0.93861	0.84921
18	1764.53219	200.74678	77.19807	32.28758	0.55023	0.49313	0.87891	3.17194	4.0	16.9014	4.45433	72.50891	1051.0	216.72563	11.0	2.02488	1.63952	0.83692	2007.63292	182.60477	0.90963	0.66499
19	1080.95795	147.84028	53.33604	27.68702	0.62149	0.33115	0.88011	3.1629	0.0	NaN	0.46888	63.08693	961.0	208.81571	10.0	1.41091	0.99686	0.89695	1228.20586	134.33254	0.90863	0.75276
20	1272.66359	150.18927	50.89032	32.98435	0.709	0.16676	0.93793	3.14453	4.0	9.69204	7.03316	44.79231	1062.0	221.19448	9.0	1.80578	1.19843	0.91463	1356.889	139.98542	0.93206	0.81613
