Object	Area_(microns^2)	Perimeter_(microns)	Length_(microns)	Width_(microns)	Circularity	Eccentricity	Solidity	MarginRoughness	BranchCount	AvgBranchLength_(microns)	AvgLobeRadius_(microns)	LongestPathLength_(microns)	AvgConcavity	StdDevConcavity	LobeCount	AvgLobeDepth_(microns)	AvgNeckDepth_(microns)	NonLobeAreaRatio	ConvexHullArea_(microns^2)	ConvexHullPerimeter_(microns)	ConvexHullConvexity	ConvexHullRoundness
1	986.8639	128.16965	41.19639	31.03514	0.75491	0.07612	0.96154	2.72851	4.0	16.1324	3.0477	44.81452	783.0	94.24436	7.0	1.97537	0.96248	0.85248	1026.33845	119.52695	0.93257	0.86803
2	3698.98085	286.17735	101.7947	52.04428	0.56757	0.34287	0.85609	2.91642	3.0	44.75221	4.0636	113.32266	980.0	214.76499	18.0	1.22093	0.84048	0.95985	4320.80281	258.737	0.90411	0.69434
3	4873.83743	376.62006	155.06823	45.25839	0.43179	0.71066	0.79941	2.77365	3.0	55.3252	6.56428	154.08436	994.0	214.44347	18.0	1.68702	1.10363	0.94563	6096.76699	335.72757	0.89142	0.54338
4	887.39583	127.97353	43.32317	27.51653	0.68091	0.18071	0.91942	3.53197	3.0	19.2071	3.23004	44.93098	937.0	218.24986	7.0	2.85268	1.55903	0.76712	965.17243	117.26557	0.91633	0.81094
5	1205.04876	161.30365	45.41101	35.89997	0.582	0.05326	0.86645	3.35358	3.0	19.55544	6.87687	51.09763	1025.0	215.22779	12.0	1.27182	0.59039	0.9237	1390.79413	140.21414	0.86926	0.77025
6	2647.23798	235.39007	86.19825	41.51852	0.60038	0.3886	0.91589	2.60043	3.0	32.2266	5.93911	85.04753	1062.0	204.68512	15.0	1.39284	0.86505	0.9494	2890.33871	215.07681	0.9137	0.71914
7	4331.55083	346.64872	137.41867	48.0874	0.45297	0.61123	0.78122	2.82824	7.0	14.82314	5.22463	138.72708	1134.0	177.88479	19.0	1.5384	1.12205	0.94331	5544.61175	305.41712	0.88106	0.58353
8	1247.25917	151.756	53.04387	33.2049	0.68057	0.1909	0.90802	1.94999	3.0	20.29221	5.83492	51.53049	1046.0	213.44789	9.0	1.65877	0.4858	0.92002	1373.59729	142.97403	0.94213	0.76675
9	5068.37664	345.89026	134.40079	52.96259	0.53236	0.53461	0.85779	2.41267	4.0	11.27392	13.83188	117.7693	1076.0	207.0	20.0	1.32656	0.94759	0.95682	5908.67659	310.24898	0.89696	0.6617
10	3815.45033	321.66033	134.70079	37.39844	0.4634	0.73422	0.89815	2.48336	3.0	48.93482	4.0636	131.64489	1073.0	200.1999	18.0	1.45115	1.18841	0.93467	4248.10709	294.94407	0.91694	0.55116
11	1380.43694	154.2881	48.80416	38.30947	0.72872	0.0564	0.93843	3.1662	3.0	23.72017	3.12585	53.02677	1060.0	188.45954	11.0	1.28185	0.46279	0.92802	1471.01346	143.66632	0.93116	0.84046
12	698.71918	108.8208	38.68808	24.13536	0.74146	0.19333	0.96206	2.21717	3.0	15.07378	3.85521	32.56627	897.0	195.67064	4.0	5.10464	1.05506	0.57656	726.2732	103.42556	0.95042	0.82084
13	4265.9879	334.59278	125.15175	48.34271	0.47885	0.54809	0.80182	2.92219	7.0	18.56945	4.4655	127.85864	989.0	213.38697	16.0	1.70236	1.28851	0.94963	5320.36892	294.71365	0.88081	0.6172
14	385.7563	77.51027	26.10861	19.15549	0.80687	0.09009	0.96175	3.14587	3.0	7.07912	5.00136	19.28601	984.0	199.00251	8.0	1.39439	0.26766	0.8227	401.09666	73.31168	0.94583	0.90194
15	300.16296	71.07546	24.54962	16.24381	0.74667	0.15288	0.95197	4.44048	3.0	7.47803	4.27199	22.12149	1017.0	180.48269	6.0	2.05357	0.8446	0.68359	315.3079	66.62203	0.93734	0.84983
16	1971.6759	211.0605	82.08901	31.93146	0.5562	0.54339	0.90611	2.79471	3.0	31.24569	4.68877	85.82439	1074.0	214.56235	12.0	1.52693	0.72518	0.91749	2175.98604	194.06241	0.91946	0.6579
17	2187.1249	204.09478	66.05661	45.54818	0.65981	0.12639	0.9111	2.74624	4.0	23.03798	6.72057	77.5547	1093.0	184.76201	13.0	1.62376	0.95524	0.92347	2400.522	188.43377	0.92327	0.77404
18	1843.28588	215.31641	83.62913	29.83384	0.49963	0.5994	0.89116	2.62232	3.0	31.38564	3.23004	88.92803	959.0	216.41858	9.0	3.06809	1.18657	0.82937	2068.4081	198.278	0.92087	0.58919
19	634.13334	114.14934	42.04083	20.36441	0.61157	0.38428	0.88661	3.46775	3.0	15.54547	2.70907	38.00049	880.0	181.05524	9.0	1.86458	0.69865	0.75116	715.23205	102.95832	0.90196	0.75174
20	448.48567	98.55151	39.41946	15.8739	0.58027	0.51974	0.90354	3.26997	0.0	NaN	2.65697	36.29507	1070.0	185.73637	6.0	2.55083	0.70567	0.74946	496.36323	91.96342	0.93315	0.66639
21	520.2043	91.32683	29.90426	22.84949	0.78377	0.06904	0.98429	2.43248	3.0	12.80064	2.60487	29.47565	999.0	212.35583	5.0	2.42198	1.21705	0.77066	528.50959	86.80484	0.95049	0.86755
22	330.35513	75.32598	24.75248	17.87278	0.73165	0.09898	0.97239	3.80725	4.0	6.05843	4.0636	21.16152	865.0	189.61804	7.0	1.71922	0.42734	0.769	339.73522	70.65216	0.93795	0.83165
23	334.2635	75.95654	26.45761	16.47369	0.72806	0.1947	0.98873	2.69124	0.0	NaN	3.12585	23.75106	865.0	188.06382	6.0	1.91781	1.01954	0.78778	338.07417	71.17512	0.93705	0.82917
