Object	Area_(microns^2)	Perimeter_(microns)	Length_(microns)	Width_(microns)	Circularity	Eccentricity	Solidity	MarginRoughness	BranchCount	AvgBranchLength_(microns)	AvgLobeRadius_(microns)	LongestPathLength_(microns)	AvgConcavity	StdDevConcavity	LobeCount	AvgLobeDepth_(microns)	AvgNeckDepth_(microns)	NonLobeAreaRatio	ConvexHullArea_(microns^2)	ConvexHullPerimeter_(microns)	ConvexHullConvexity	ConvexHullRoundness
1	3067.68108	337.20072	148.20392	28.54192	0.33903	0.86206	0.81584	3.78401	5.0	22.85132	2.50068	144.10004	1014.0	225.30424	20.0	1.37827	1.07854	0.9505	3760.14687	305.97752	0.9074	0.41176
2	2913.88665	337.49109	150.78484	27.71103	0.32148	0.87359	0.77395	3.08257	6.0	11.34498	4.1678	146.69878	1180.0	148.80524	18.0	1.75926	1.23354	0.9039	3764.93462	304.11057	0.90109	0.39593
3	2606.98175	291.06382	108.30095	35.37575	0.3867	0.65154	0.76703	4.01278	7.0	9.37152	4.64412	115.261	1096.0	216.98848	17.0	1.49586	1.42468	0.92365	3398.81789	247.78942	0.85132	0.53356
4	2862.39385	351.12455	162.52801	25.22181	0.29175	0.90815	0.79088	2.85687	3.0	53.28752	3.85521	156.16519	1115.0	195.17428	22.0	1.09718	0.87862	0.94118	3619.25006	320.13614	0.91175	0.35097
5	1284.38871	200.2733	87.25542	20.95947	0.4024	0.79369	0.83344	3.55196	4.0	19.40994	2.73512	80.18104	1013.0	218.0688	12.0	1.95204	1.27284	0.83941	1541.07103	180.91322	0.90333	0.49313
6	383.11815	92.83074	36.35734	15.52873	0.55867	0.47809	0.86271	4.31347	3.0	11.88383	2.60487	30.97193	904.0	193.18126	4.0	4.20585	2.35153	0.44887	444.08875	84.36225	0.90877	0.67647
7	1872.50096	200.97432	77.69429	32.45626	0.58257	0.49398	0.8961	3.21114	5.0	13.7076	3.50095	73.0046	1180.0	135.05184	14.0	1.28937	0.76063	0.94015	2089.61102	184.31076	0.91709	0.69268
8	2804.84307	317.19529	130.31226	33.49138	0.35032	0.76751	0.72499	3.76796	6.0	11.85548	4.1678	128.18805	1165.0	149.0	17.0	1.49358	1.50202	0.94113	3868.7996	273.4682	0.86214	0.47131
9	628.07536	116.51134	44.09535	19.38041	0.58141	0.45726	0.87611	3.83693	0.0	NaN	2.81326	44.55557	781.0	102.69372	6.0	3.10022	1.21261	0.76447	716.89311	106.19626	0.91147	0.69985
10	1177.98328	155.41816	61.30469	25.67051	0.61284	0.49229	0.92646	2.90454	0.0	NaN	2.96956	60.75635	1157.0	143.7463	9.0	1.9755	0.77103	0.89557	1271.49108	146.05585	0.93976	0.69392
11	3289.38348	328.82218	130.57987	37.02395	0.3823	0.72451	0.77937	4.27919	7.0	18.71425	3.79567	129.18864	1041.0	218.37811	15.0	2.35994	2.05323	0.9154	4220.55307	283.36324	0.86175	0.5148
12	1745.47888	223.46741	91.98105	26.63652	0.43923	0.71446	0.84411	3.43338	4.0	13.71312	2.89141	88.44692	1221.0	46.2277	14.0	1.8013	0.88295	0.88608	2067.82185	203.88193	0.91236	0.52768
13	2199.24085	251.60768	107.06798	28.33116	0.43655	0.75538	0.84648	3.01329	3.0	37.55715	3.75102	99.03419	1205.0	104.37433	14.0	1.65439	0.95524	0.90221	2598.0902	229.37672	0.91164	0.52527
14	1236.60886	171.91313	65.90954	27.02743	0.5258	0.50709	0.84323	3.47627	4.0	22.34387	3.59473	67.84774	1185.0	118.47363	9.0	2.18311	1.14656	0.84964	1466.51883	155.33409	0.90356	0.64403
15	2359.87494	275.68052	118.14672	27.30481	0.3902	0.80747	0.83057	3.86904	5.0	22.37524	2.5632	114.18996	1213.0	81.76185	18.0	1.43488	1.00419	0.93263	2841.28864	247.7529	0.8987	0.48313
16	1131.86449	152.32373	58.65306	25.56393	0.61301	0.46338	0.93601	3.33187	4.0	18.3427	2.81326	60.41235	920.0	211.70735	11.0	1.38462	0.72463	0.92507	1209.25026	141.77074	0.93072	0.70767
17	1899.27331	216.72384	72.89212	36.65873	0.50814	0.35553	0.80971	3.98858	6.0	15.04824	3.49053	83.27547	1129.0	183.23482	11.0	2.20317	1.41618	0.92278	2345.60938	190.91245	0.8809	0.65483
18	1887.15736	217.1659	83.06299	31.58788	0.50285	0.55847	0.84484	3.02096	5.0	10.82769	5.8766	79.99793	1208.0	92.56889	12.0	1.75201	1.02667	0.90297	2233.73223	198.07253	0.91208	0.60446
19	2325.18813	291.85909	127.85299	25.60783	0.34302	0.85167	0.80195	3.00299	3.0	42.80393	5.10555	117.03845	1144.0	175.68153	18.0	1.28661	1.23951	0.92705	2899.42567	266.37678	0.91269	0.41179
20	444.47959	89.35707	29.89375	20.69344	0.69953	0.12397	0.95227	3.03424	3.0	9.73456	4.48038	29.0742	1142.0	140.54181	6.0	2.28757	0.67293	0.78852	466.75731	84.87301	0.94982	0.77539
21	2330.36673	282.79032	120.05033	26.66236	0.36619	0.82081	0.83649	3.2005	5.0	16.23601	3.06333	113.931	1064.0	207.81723	11.0	2.54255	2.19829	0.90503	2785.88747	253.50379	0.89644	0.45569
22	1046.07573	149.16647	57.31441	25.76542	0.59079	0.44059	0.89448	2.73444	3.0	19.46172	4.1678	55.73278	1129.0	179.06423	8.0	2.51263	0.95452	0.81646	1169.48257	138.79678	0.93048	0.68236
23	1298.26343	202.51503	70.3354	28.38736	0.39779	0.51818	0.78343	3.96837	4.0	20.04066	3.98546	78.14464	1146.0	150.34294	14.0	1.4474	1.03545	0.91345	1657.14967	171.40976	0.84641	0.55527
24	1793.84498	219.5647	84.21718	30.27959	0.46759	0.59453	0.85015	3.14961	4.0	15.49247	2.0318	92.68825	982.0	222.97982	12.0	1.86169	1.3138	0.91998	2110.03226	198.5079	0.9041	0.57206
25	1002.00884	170.2131	77.70099	17.79081	0.43461	0.81067	0.91261	2.21089	0.0	NaN	1.40663	75.06861	941.0	193.77564	8.0	2.4954	1.34091	0.76041	1097.95937	160.98791	0.9458	0.48584
26	1430.07327	185.65385	78.53816	25.12473	0.52139	0.66312	0.88424	3.043	0.0	NaN	7.65833	56.9701	1052.0	212.86381	12.0	1.79784	0.70391	0.87599	1617.28428	170.99054	0.92102	0.61464
27	1997.66657	245.96274	97.14648	32.2911	0.41495	0.64162	0.81205	3.09862	0.0	NaN	4.2199	100.94112	1045.0	211.679	15.0	1.75149	0.8649	0.90379	2460.02696	222.43274	0.90434	0.50738
28	2538.09669	290.07244	123.45906	30.7508	0.37906	0.77999	0.78286	3.65398	3.0	41.99565	3.64682	113.81454	918.0	204.1715	19.0	1.45829	0.98972	0.91827	3242.09218	256.48886	0.88422	0.48482
29	995.95086	166.10888	57.04361	25.84804	0.45359	0.43468	0.81096	3.35027	4.0	18.06249	3.51658	60.56023	1212.0	82.15838	10.0	1.56483	1.2021	0.90807	1228.10815	148.27952	0.89266	0.56923
30	570.23146	103.79342	39.87356	18.8111	0.66515	0.40437	0.94159	3.11003	0.0	NaN	4.37619	32.74938	1074.0	194.20608	6.0	2.43445	0.77863	0.75308	605.60222	96.57053	0.93041	0.76837
31	1223.90665	171.85568	71.33443	22.64717	0.52075	0.66728	0.9033	3.12545	5.0	11.50725	3.25088	63.66386	1062.0	213.2393	9.0	2.06681	1.42414	0.87187	1354.93482	158.43235	0.92189	0.61273
32	428.65068	90.51316	34.75832	17.08896	0.65749	0.37292	0.92319	3.45828	0.0	NaN	5.15765	24.88112	1025.0	217.80725	6.0	2.3298	0.62148	0.76704	464.31458	84.909	0.93808	0.74715
