Object	Area_(microns^2)	Perimeter_(microns)	Length_(microns)	Width_(microns)	Circularity	Eccentricity	Solidity	MarginRoughness	BranchCount	AvgBranchLength_(microns)	AvgLobeRadius_(microns)	LongestPathLength_(microns)	AvgConcavity	StdDevConcavity	LobeCount	AvgLobeDepth_(microns)	AvgNeckDepth_(microns)	NonLobeAreaRatio	ConvexHullArea_(microns^2)	ConvexHullPerimeter_(microns)	ConvexHullConvexity	ConvexHullRoundness
1	3443.47104	337.68721	129.02085	45.56902	0.37947	0.60557	0.70804	3.23126	5.0	21.59882	5.56401	120.90974	947.0	205.41908	19.0	1.40914	1.2334	0.95134	4863.38254	293.44126	0.86897	0.50253
2	1570.38382	201.6309	78.29795	31.68192	0.4854	0.51641	0.79352	3.03149	3.0	27.02606	5.10555	69.24057	1047.0	220.80761	10.0	1.98731	1.23501	0.87544	1979.0041	178.87943	0.88716	0.61673
3	2067.62643	231.91864	89.749	33.82337	0.48307	0.56441	0.83429	2.70533	4.0	14.60414	5.0795	83.79719	943.0	207.38852	11.0	2.44111	1.14705	0.89013	2478.2986	211.2702	0.91097	0.58211
4	2730.87713	249.93368	88.63229	44.38716	0.54937	0.35877	0.83622	3.11187	4.0	25.16555	6.64243	99.46166	1073.0	216.30534	16.0	1.39517	0.84557	0.94526	3265.73783	225.31802	0.90151	0.67596
5	416.92557	86.64187	32.59723	16.63278	0.69793	0.3444	0.99048	2.72166	0.0	NaN	1.87551	33.14162	986.0	225.77422	3.0	8.26653	1.22192	0.21865	420.93165	82.06921	0.94722	0.77787
6	4128.80404	358.0979	159.42025	37.89462	0.4046	0.79752	0.8017	2.15417	4.0	19.85334	5.15765	144.30537	1208.0	103.17461	19.0	1.26294	0.87086	0.95636	5150.06161	329.02384	0.91881	0.47927
7	3138.12948	298.61029	131.58893	34.90531	0.44225	0.75434	0.81652	2.05832	0.0	NaN	7.18945	116.09149	1174.0	155.59563	12.0	2.26007	1.21578	0.88396	3843.29748	275.60829	0.92297	0.51915
8	1037.96586	127.13922	40.85562	32.9801	0.80693	0.04449	0.9904	2.28054	3.0	8.30111	11.14886	23.57715	1084.0	190.21041	8.0	1.75334	0.46427	0.87546	1048.02992	119.79121	0.9422	0.90896
9	896.38509	125.32116	43.01361	27.95031	0.71723	0.16502	0.94939	2.82871	3.0	17.68733	3.95941	41.42972	1073.0	189.47823	9.0	1.4639	0.49605	0.90669	944.16493	117.42511	0.93699	0.81693
10	3923.90765	394.04897	182.81087	31.99652	0.31756	0.88464	0.76027	2.80838	4.0	42.76376	7.18945	167.23737	1148.0	171.40303	23.0	1.33916	0.92161	0.94621	5161.20047	357.42125	0.90705	0.38598
11	3527.01248	331.45392	141.92558	37.56756	0.40343	0.75524	0.78196	2.3446	4.0	20.14467	8.75238	114.45811	1098.0	199.59459	16.0	1.58889	1.21813	0.93085	4510.45656	300.05083	0.90526	0.4923
12	1923.11438	204.851	71.30585	38.98116	0.57589	0.2914	0.85288	2.53079	4.0	29.79743	2.34439	86.26264	1005.0	219.55637	11.0	1.44386	0.87847	0.93227	2254.83744	189.1358	0.92328	0.67557
13	3409.4682	327.68449	146.3317	32.47048	0.39901	0.8211	0.83474	2.12974	0.0	NaN	4.68877	140.84695	1194.0	128.72063	21.0	1.16506	0.57139	0.93019	4084.44402	302.05073	0.92177	0.46961
14	5304.73543	514.2615	176.59201	59.44572	0.25206	0.6343	0.61724	2.99301	8.0	22.3136	4.57155	189.59718	1148.0	169.03254	29.0	1.41235	1.42719	0.93141	8594.31432	390.6028	0.75954	0.43692
15	3717.83874	385.08207	135.01159	56.2559	0.31506	0.4958	0.65645	2.47754	6.0	14.19617	3.90731	152.84545	1158.0	169.47566	22.0	1.11928	1.2397	0.95114	5663.52397	312.35568	0.81114	0.47885
16	2928.24991	303.67448	132.97503	31.22302	0.39903	0.80191	0.8271	2.93501	3.0	45.00683	4.79297	125.05839	1003.0	211.87732	16.0	1.79204	1.19434	0.93156	3540.39866	277.00309	0.91217	0.47957
17	776.00723	118.60137	45.90567	21.83997	0.69326	0.39799	0.98329	2.01107	0.0	NaN	3.75102	41.95683	1151.0	170.76007	8.0	2.30248	0.25539	0.71544	789.19799	112.1804	0.94586	0.77489
18	3034.36221	298.88226	124.72571	34.1003	0.42685	0.74115	0.81812	3.42112	5.0	19.07625	4.50122	119.1599	1127.0	187.59264	19.0	1.2652	1.03219	0.95524	3708.9472	268.30339	0.89769	0.52969
19	1622.26745	172.14066	58.9038	36.85912	0.68796	0.19117	0.94047	2.45482	0.0	NaN	7.03316	55.89748	1002.0	207.63911	11.0	1.56034	0.48285	0.91128	1724.95992	161.50306	0.9382	0.78158
