Object	Area_(microns^2)	Perimeter_(microns)	Length_(microns)	Width_(microns)	Circularity	Eccentricity	Solidity	MarginRoughness	BranchCount	AvgBranchLength_(microns)	AvgLobeRadius_(microns)	LongestPathLength_(microns)	AvgConcavity	StdDevConcavity	LobeCount	AvgLobeDepth_(microns)	AvgNeckDepth_(microns)	NonLobeAreaRatio	ConvexHullArea_(microns^2)	ConvexHullPerimeter_(microns)	ConvexHullConvexity	ConvexHullRoundness
1	1913.73429	184.08934	59.95825	42.11509	0.70963	0.11509	0.93512	2.83316	3.0	24.43472	5.00136	53.25431	854.0	146.45819	9.0	2.94748	0.9109	0.73869	2046.52122	165.29124	0.89789	0.88022
2	3176.43153	305.0213	122.38964	39.05316	0.42903	0.66452	0.77697	2.75551	3.0	41.56533	8.12721	108.73195	1086.0	206.09464	13.0	2.53536	1.53611	0.87686	4088.25469	266.15845	0.87259	0.56347
3	263.91281	67.28001	23.41769	14.94899	0.73265	0.1772	0.9269	3.42914	3.0	9.78819	1.77131	26.91753	863.0	150.62868	2.0	7.5988	1.62726	0.27842	284.72489	62.41892	0.92775	0.85121
4	1486.94008	149.92492	46.10708	41.52855	0.8313	0.01086	0.98181	1.94355	3.0	12.11317	11.04467	28.19008	914.0	193.48127	10.0	1.44125	0.45011	0.91845	1514.4941	141.62045	0.94461	0.93165
5	569.93833	96.55034	32.91385	22.68206	0.7683	0.12675	0.98547	2.77122	0.0	NaN	2.65697	32.2667	1023.0	198.92461	6.0	2.58783	0.78439	0.83868	578.34133	92.00715	0.95294	0.84605
6	3988.78662	375.54744	157.53892	38.02567	0.3554	0.79191	0.74706	3.08448	0.0	NaN	4.84507	157.34191	1188.0	135.48801	20.0	1.50787	1.33653	0.94528	5339.32452	328.17484	0.87386	0.46541
7	1154.23992	163.66026	64.33173	26.4313	0.54153	0.50573	0.85311	3.1021	0.0	NaN	7.97091	48.84671	1084.0	189.96579	8.0	3.1549	1.97565	0.65326	1352.98063	146.61521	0.89585	0.67476
8	1286.14747	157.50281	56.86669	30.36306	0.65151	0.30949	0.92821	3.07769	4.0	11.18792	5.15765	59.20644	1070.0	202.06435	10.0	1.52398	0.79005	0.93558	1385.61554	146.32299	0.92902	0.75488
9	1673.46713	188.31384	71.30224	33.1611	0.59301	0.41517	0.86282	2.98002	4.0	12.31108	5.47024	67.90899	1087.0	201.49194	12.0	1.31259	0.86183	0.93764	1939.52954	172.09561	0.91388	0.71005
10	5361.60224	537.44484	149.56072	64.46029	0.23326	0.47153	0.67629	3.49406	9.0	16.60776	4.68877	170.72943	1181.0	139.1474	26.0	1.71083	1.96457	0.93636	7927.93692	350.91694	0.65294	0.54714
11	918.17426	117.45291	37.57705	31.41327	0.83639	0.03142	0.98885	2.09078	3.0	3.4964	12.92017	10.04715	941.0	199.62966	8.0	1.48617	0.25549	0.89443	928.53145	111.19615	0.94673	0.93316
12	312.1812	72.33881	26.73953	15.33379	0.74968	0.25509	0.97409	2.98257	3.0	7.77273	3.12585	23.63078	1074.0	193.46576	4.0	2.53643	0.90863	0.72238	320.48649	68.4893	0.94678	0.83632
13	479.06868	82.64491	27.37555	22.51185	0.8814	0.03731	1.0	2.28911	3.0	5.91076	6.98106	15.41472	928.0	211.93867	2.0	10.65573	1.67614	0.16092	475.55115	79.48944	0.96182	0.95277
14	293.03018	68.97241	24.71966	15.4283	0.77405	0.19301	1.0	2.26669	0.0	NaN	2.65697	21.08568	857.0	190.66987	3.0	5.55969	0.83231	0.37946	290.88058	65.68905	0.9524	0.85337
15	358.20228	74.78205	24.40405	19.10385	0.8049	0.05764	0.97293	3.13327	0.0	NaN	5.15765	16.3969	1151.0	151.58826	3.0	5.27283	0.91036	0.40153	368.16863	70.51895	0.94299	0.90516
16	2816.86132	293.72382	110.45651	37.86665	0.4103	0.62358	0.73898	3.8395	6.0	16.69902	4.1678	108.43237	1122.0	183.84232	16.0	2.03181	1.56869	0.90863	3811.83508	247.25955	0.84181	0.57899
17	3723.50588	335.64923	138.55392	36.71198	0.41533	0.75481	0.82417	2.88481	4.0	38.97347	5.54838	126.53469	927.0	192.92745	20.0	1.21271	1.14491	0.95628	4517.88246	298.07724	0.88806	0.52663
18	979.04715	132.13519	47.58353	27.47025	0.70465	0.25006	0.94546	2.85071	3.0	17.61583	3.85521	43.56418	1094.0	184.99189	8.0	1.99318	0.5991	0.85639	1035.52313	123.63809	0.93569	0.80484
19	2506.53659	268.61516	78.11939	55.4536	0.43654	0.10882	0.76613	3.27637	6.0	12.69888	5.83492	85.8282	1165.0	164.61774	15.0	1.91332	1.43274	0.8873	3271.69809	223.67891	0.83271	0.62956
20	1440.919	155.52004	50.93706	37.49554	0.74865	0.08829	0.95766	2.27081	3.0	22.76147	2.60487	53.87028	965.0	213.12907	9.0	1.90363	0.56286	0.86736	1504.62546	145.01321	0.93244	0.86106
21	1414.83062	165.45992	53.86839	35.79924	0.64942	0.15	0.89394	3.74713	4.0	16.50972	7.03316	58.63109	1103.0	184.19012	11.0	1.61588	0.92032	0.92175	1582.69519	148.82671	0.89947	0.8027
22	2807.48122	296.57231	97.77835	47.70348	0.40111	0.37882	0.70488	3.40436	6.0	16.9484	3.28214	120.41405	972.0	198.60514	17.0	1.35153	1.33972	0.94943	3982.92406	252.39862	0.85105	0.5538
23	1756.52003	190.58698	52.05756	49.87306	0.60768	0.00184	0.87073	3.04751	3.0	26.4798	5.93911	59.91665	986.0	216.97235	11.0	1.64656	0.90512	0.93163	2017.30614	169.35745	0.88861	0.76958
24	1122.28898	143.02203	46.26918	34.49109	0.68946	0.08157	0.9003	2.4931	4.0	9.06917	7.11131	42.09551	1059.0	211.39773	6.0	3.32095	0.81561	0.76693	1246.57521	132.90783	0.92928	0.79839
25	257.95254	66.39589	21.43933	16.13658	0.7353	0.07658	0.92437	4.34823	4.0	5.20438	2.81326	18.7681	830.0	188.96561	4.0	2.85523	0.77215	0.6178	279.05775	62.23235	0.93729	0.83698
