Object	Area_(microns^2)	Perimeter_(microns)	Length_(microns)	Width_(microns)	Circularity	Eccentricity	Solidity	MarginRoughness	BranchCount	AvgBranchLength_(microns)	AvgLobeRadius_(microns)	LongestPathLength_(microns)	AvgConcavity	StdDevConcavity	LobeCount	AvgLobeDepth_(microns)	AvgNeckDepth_(microns)	NonLobeAreaRatio	ConvexHullArea_(microns^2)	ConvexHullPerimeter_(microns)	ConvexHullConvexity	ConvexHullRoundness
1	5384.36851	449.46916	189.17617	45.77587	0.33492	0.79099	0.69219	3.3724	7.0	15.84944	5.09067	173.32975	937.0	198.53967	23.0	1.66755	1.56355	0.93625	7778.73482	388.57785	0.86453	0.44811
2	2283.66168	217.86691	64.62775	50.51042	0.60459	0.05837	0.87271	3.49993	5.0	29.86071	1.81299	72.98239	918.0	192.48636	13.0	1.4283	1.1483	0.94703	2616.75268	193.16017	0.8866	0.76914
3	678.10252	105.50422	33.13926	26.88734	0.76554	0.04246	0.96711	2.6794	3.0	14.98874	3.54263	36.42836	1050.0	201.15417	6.0	2.38057	0.83059	0.74986	701.16191	99.2894	0.94109	0.86437
4	749.03947	115.19817	38.81355	26.10097	0.70929	0.14228	0.91941	3.15099	3.0	17.35253	2.50068	39.67067	1095.0	188.06382	7.0	1.99531	0.71782	0.84568	814.70012	106.59987	0.92536	0.82833
5	5260.08228	428.99025	171.64736	48.90784	0.35918	0.72219	0.73878	3.53311	8.0	22.31571	3.47751	173.23169	1128.0	184.82424	21.0	1.68208	1.32469	0.94067	7119.97875	369.01595	0.8602	0.48541
6	1572.04488	190.28899	68.83591	34.92721	0.54557	0.34871	0.83492	3.34763	4.0	18.98358	5.62653	72.13888	1095.0	195.21527	10.0	1.94228	1.41458	0.89173	1882.85815	173.85022	0.91361	0.65362
7	296.74313	68.48592	21.31351	18.63014	0.79504	0.01789	0.96566	2.80784	3.0	7.24435	4.37619	18.03567	1120.0	165.0	2.0	8.54309	4.38764	0.18703	307.29574	65.02534	0.94947	0.88191
8	1258.98429	151.85025	51.55801	33.4568	0.68612	0.16595	0.92227	2.72955	0.0	NaN	5.78282	48.90034	1110.0	181.22086	11.0	1.47305	0.49914	0.91021	1365.09658	142.69185	0.93969	0.77702
9	3507.37292	292.60453	117.28629	40.35597	0.51479	0.62139	0.90019	2.92829	5.0	12.22083	4.43871	118.08347	928.0	194.15458	18.0	1.11133	0.90334	0.95604	3896.25592	268.96622	0.91921	0.60925
10	1515.76432	200.24728	79.81449	28.10168	0.47502	0.60749	0.83372	3.32092	3.0	28.48786	5.10555	79.24328	1068.0	185.11078	13.0	1.64614	0.92834	0.91111	1818.07688	180.05461	0.89916	0.58753
11	4264.61997	330.7529	134.32944	44.85011	0.48987	0.63905	0.85007	2.76151	3.0	42.43771	8.2314	118.36463	1053.0	206.81876	23.0	1.06165	0.78392	0.95981	5016.78613	298.97448	0.90392	0.59955
12	2192.88975	228.98668	92.38218	31.68479	0.52554	0.62331	0.89518	2.52297	4.0	12.36337	3.67287	95.13529	1150.0	167.71106	11.0	1.7844	1.073	0.92492	2449.66978	211.68989	0.92446	0.61493
13	1156.48724	156.56663	58.97736	26.94329	0.59286	0.42859	0.89153	2.89586	4.0	15.51833	2.26624	57.2957	1099.0	193.95102	12.0	1.10826	0.62639	0.92742	1297.18862	144.55285	0.92327	0.6955
14	385.07234	80.6231	26.72939	19.08651	0.74445	0.10537	0.96688	2.85779	4.0	5.50911	3.12585	24.93475	964.0	210.8886	3.0	4.21806	0.52729	0.43948	398.26309	75.48206	0.93623	0.84931
15	4310.34792	380.73506	167.72248	35.35111	0.37366	0.8371	0.86479	2.43026	3.0	59.01032	2.18809	164.1039	1137.0	177.35558	20.0	1.26552	1.11955	0.95475	4984.24894	346.16489	0.9092	0.45202
16	2562.62173	280.01228	118.11024	33.4169	0.41071	0.72551	0.78077	2.24771	3.0	42.22498	5.00136	112.28303	1135.0	178.10671	15.0	1.58924	0.94749	0.91463	3282.15299	253.91883	0.90681	0.49946
17	449.07193	84.66449	30.31038	19.27871	0.78727	0.17973	0.98817	2.35387	0.0	NaN	4.0636	20.66583	1109.0	191.48629	4.0	3.31455	1.49017	0.71258	454.44594	81.0524	0.95734	0.859
18	3080.96955	277.84101	106.8005	41.31285	0.50154	0.54714	0.83573	2.424	4.0	20.04851	3.75102	107.59426	1151.0	167.0449	14.0	1.85724	1.0036	0.92373	3686.57177	248.95123	0.89602	0.6247
