Object	Area_(microns^2)	Perimeter_(microns)	Length_(microns)	Width_(microns)	Circularity	Eccentricity	Solidity	MarginRoughness	BranchCount	AvgBranchLength_(microns)	AvgLobeRadius_(microns)	LongestPathLength_(microns)	AvgConcavity	StdDevConcavity	LobeCount	AvgLobeDepth_(microns)	AvgNeckDepth_(microns)	NonLobeAreaRatio	ConvexHullArea_(microns^2)	ConvexHullPerimeter_(microns)	ConvexHullConvexity	ConvexHullRoundness
1	2572.58807	247.73099	90.50029	40.24886	0.52677	0.44855	0.86079	2.61276	3.0	40.82549	1.9797	103.72678	865.0	165.29973	12.0	1.62316	1.42871	0.92073	2988.63426	223.11532	0.90064	0.64941
2	3679.92753	351.79638	132.71273	44.4531	0.37365	0.63719	0.73662	3.22457	6.0	22.56636	4.68877	145.56714	1060.0	216.081	17.0	1.72739	1.49964	0.93269	4995.68092	302.5866	0.86012	0.50507
3	1094.53954	135.51999	38.54652	37.27805	0.74892	0.00112	0.94198	3.52113	4.0	14.49363	6.95501	39.67067	907.0	206.84052	10.0	1.69962	0.66934	0.89939	1161.95896	125.41247	0.92542	0.8745
4	431.58196	83.73055	29.38331	19.05703	0.77358	0.16632	1.0	2.15247	3.0	10.65878	3.54263	31.0922	956.0	221.78819	5.0	3.69427	0.3711	0.58116	431.19113	79.19221	0.9458	0.86479
5	2122.92989	213.05629	81.52387	35.64928	0.5877	0.46098	0.87173	2.87531	3.0	28.35351	6.1475	73.74084	1079.0	207.89901	11.0	1.48689	1.02107	0.94376	2435.30651	195.79625	0.91899	0.69588
6	694.12684	128.2639	47.42995	19.81528	0.5302	0.49392	0.8981	3.5973	3.0	20.89643	1.25034	53.79443	784.0	115.40364	8.0	1.99384	1.10018	0.85431	772.88054	117.37022	0.91507	0.63319
7	3035.92556	292.58074	120.70795	37.39511	0.44567	0.68039	0.80838	3.12076	6.0	12.54999	6.66848	105.44139	1020.0	215.13019	17.0	1.52827	1.0157	0.93779	3755.55453	261.17042	0.89264	0.55931
8	3832.64717	326.33451	130.8915	42.23464	0.45225	0.65838	0.84331	3.22789	4.0	23.49671	9.37755	113.92942	1163.0	153.25469	18.0	1.50285	1.12132	0.94409	4544.75252	291.25301	0.8925	0.56776
9	1068.15803	155.35533	60.97153	23.48003	0.55615	0.55013	0.89961	3.20063	3.0	24.10247	2.29229	58.83102	1108.0	179.90553	8.0	1.59902	1.34186	0.8959	1187.36337	140.34092	0.90335	0.68152
10	341.29857	77.08122	29.11988	15.3395	0.72185	0.31987	0.97461	2.78771	0.0	NaN	2.18809	27.06002	965.0	227.23336	3.0	5.16123	0.86622	0.26167	350.19012	72.87312	0.94541	0.80762
11	2245.06651	240.35462	102.45499	30.2503	0.48835	0.70498	0.86328	2.89295	4.0	6.49494	6.72057	91.56357	1050.0	213.2604	14.0	1.77147	0.89859	0.8979	2600.63064	220.32846	0.91668	0.58116
